model,group,ratio,ratio_label,k,k_actual,crel_pair,pair_id,attr_dim,delta_target_logit_signed,delta_source_logit_signed,argmax_token_id_clean,argmax_token_id_patched,n_cell_C_p,n_cell_D_p,n_cell_hihp_p,n_cell_hilp_p,causal_imp_median,perturbation_median
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair6,Q,0.0,-0.125,4285,4285,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair7,P,-0.125,0.375,45778,45778,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair7,Q,-0.125,-0.125,4285,4285,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair8,P,-0.125,0.125,45778,45778,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair8,Q,-0.25,-0.125,4285,4285,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair9,P,0.0,0.3125,45778,45778,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair9,Q,0.0,-0.0625,4285,4285,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair0,P,0.0,0.25,9443,9443,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair0,Q,0.125,-0.0625,9443,9443,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair1,P,-0.125,0.0625,50209,50209,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair1,Q,0.0,-0.0625,50209,50209,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair2,P,-0.25,0.125,16049,16049,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair2,Q,0.125,0.0625,16049,16049,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair3,P,0.0,0.15625,6866,6866,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair3,Q,0.125,0.1875,6866,6866,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair4,P,-0.5,0.125,6646,6646,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair4,Q,-0.125,0.1875,6646,6646,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair5,P,-0.25,0.1875,8849,8849,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair5,Q,-0.25,-0.0625,8849,8849,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair6,P,-0.125,0.265625,50376,50376,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair6,Q,-0.125,-0.015625,50376,50376,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair7,P,0.0,0.25,2341,2341,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair7,Q,0.125,0.3125,2341,2341,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair8,P,-0.125,0.125,4078,4078,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair8,Q,-0.25,0.0625,4078,4078,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair9,P,0.0,-0.0625,25251,25251,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair9,Q,-0.125,-0.15625,25251,25251,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-LESS,pair0,P,-0.125,0.3125,14776,14776,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-LESS,pair0,Q,0.375,0.0,14776,14776,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-LESS,pair1,P,-0.125,-0.1875,12222,12222,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-LESS,pair1,Q,0.0,-0.125,12222,12222,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-LESS,pair2,P,-0.375,0.0,31632,31632,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-LESS,pair2,Q,-0.125,0.0625,31632,31632,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-LESS,pair3,P,-0.5,0.125,4258,4258,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-LESS,pair3,Q,0.25,-0.0625,4258,4258,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-LESS,pair4,P,0.0,0.0625,9057,9057,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-LESS,pair4,Q,0.0,0.1875,9057,9057,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-LESS,pair5,P,0.25,0.1875,41172,41172,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-LESS,pair5,Q,0.125,-0.0625,41172,41172,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-LESS,pair6,P,-0.375,0.0,12962,12962,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-LESS,pair6,Q,-0.125,0.125,12962,12962,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-LESS,pair7,P,0.125,0.125,36924,36924,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-LESS,pair7,Q,0.125,0.1875,36924,36924,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-LESS,pair8,P,0.0,0.1875,9805,9805,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-LESS,pair8,Q,0.125,0.0625,9805,9805,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-LESS,pair9,P,0.0,0.0,19747,19747,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,SAME-LESS,pair9,Q,-0.125,-0.375,19747,19747,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-MORE,pair0,P,-0.125,0.46875,9443,9443,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-MORE,pair0,Q,-0.125,0.34375,9443,9443,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-MORE,pair1,P,-0.125,0.28125,50209,50209,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-MORE,pair1,Q,0.125,0.15625,50209,50209,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-MORE,pair2,P,-0.25,0.71875,16049,16049,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-MORE,pair2,Q,0.0,0.0,16049,16049,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-MORE,pair3,P,0.125,0.359375,6866,6866,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-MORE,pair3,Q,0.125,0.25,6866,6866,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-MORE,pair4,P,-0.5,0.25,6646,6646,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-MORE,pair4,Q,-0.125,0.3125,6646,6646,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-MORE,pair5,P,-0.25,0.46875,8849,8849,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-MORE,pair5,Q,0.0,-0.03125,8849,8849,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-MORE,pair6,P,-0.375,0.53125,50376,50376,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-MORE,pair6,Q,0.0,-0.03125,50376,50376,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-MORE,pair7,P,0.125,0.625,2341,2341,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-MORE,pair7,Q,0.125,0.3125,2341,2341,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-MORE,pair8,P,-0.375,0.4375,4078,4078,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-MORE,pair8,Q,-0.25,-0.09375,4078,4078,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-MORE,pair9,P,0.125,0.25,25251,25251,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-MORE,pair9,Q,0.0,0.28125,25251,25251,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-LESS,pair0,P,0.0,0.4375,14776,14776,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-LESS,pair0,Q,0.5,0.0625,14776,14776,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-LESS,pair1,P,-0.25,0.515625,12222,12222,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-LESS,pair1,Q,0.0,-0.0625,12222,12222,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-LESS,pair2,P,-0.375,0.46875,31632,31632,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-LESS,pair2,Q,-0.25,0.1875,31632,31632,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-LESS,pair3,P,-0.375,0.5,4258,4258,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-LESS,pair3,Q,0.25,0.34375,4258,4258,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-LESS,pair4,P,-0.125,0.5,9057,9057,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-LESS,pair4,Q,0.125,0.125,9057,9057,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-LESS,pair5,P,0.375,0.453125,41172,41172,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-LESS,pair5,Q,0.125,-0.3125,41172,41172,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-LESS,pair6,P,-0.25,0.40625,12962,12962,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-LESS,pair6,Q,0.125,0.125,12962,12962,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-LESS,pair7,P,0.0,0.4375,36924,36924,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-LESS,pair7,Q,-0.125,0.125,36924,36924,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-LESS,pair8,P,-0.25,0.65625,9805,9805,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-LESS,pair8,Q,0.375,0.0,9805,9805,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-LESS,pair9,P,0.0,0.28125,19747,19747,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,OPP-LESS,pair9,Q,-0.25,0.03125,19747,19747,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,MORE-LESS,pair0,P,0.125,-0.625,14776,14776,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,MORE-LESS,pair0,Q,0.25,-0.6875,14776,14776,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,MORE-LESS,pair1,P,0.0,-0.28125,12222,12222,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,MORE-LESS,pair1,Q,0.0,-0.0625,12222,12222,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,MORE-LESS,pair2,P,0.0,-0.625,31632,31632,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,MORE-LESS,pair2,Q,0.125,0.0,31632,31632,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,MORE-LESS,pair3,P,-0.25,0.0,4258,4258,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,MORE-LESS,pair3,Q,-0.25,0.0625,4258,4258,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,MORE-LESS,pair4,P,0.125,0.5625,9057,9057,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,MORE-LESS,pair4,Q,0.125,0.0,9057,9057,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,MORE-LESS,pair5,P,0.125,-0.4375,41172,41172,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,MORE-LESS,pair5,Q,0.0,-0.125,41172,41172,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,MORE-LESS,pair6,P,-0.25,0.1875,12962,12962,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,MORE-LESS,pair6,Q,-0.25,0.09375,12962,12962,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,MORE-LESS,pair7,P,0.125,1.4375,36924,36924,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,MORE-LESS,pair7,Q,-0.125,1.125,36924,36924,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,MORE-LESS,pair8,P,0.0,0.125,9805,9805,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,MORE-LESS,pair8,Q,0.25,0.125,9805,9805,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,MORE-LESS,pair9,P,0.0,0.0625,19747,19747,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,C_p_imp_asc,0.05,r0.05,39,39,MORE-LESS,pair9,Q,-0.375,-0.375,19747,19747,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair0,P,0.0,0.0,45778,45778,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair0,Q,0.0,0.125,4285,4285,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair1,P,0.25,0.0,45778,45778,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair1,Q,0.0,0.0,4285,4285,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair2,P,0.0,-0.25,45778,45778,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair2,Q,0.25,0.25,4285,4285,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair3,P,0.0,0.0625,45778,45778,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair3,Q,-0.125,0.0,4285,4285,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair4,P,-0.125,-0.0625,45778,45778,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair4,Q,0.0,0.0,4285,4285,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair5,P,0.25,-0.0625,45778,45778,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair5,Q,0.0,0.0,4285,4285,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair6,P,0.125,0.0625,45778,45778,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair6,Q,0.125,0.125,4285,4285,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair7,P,0.125,-0.0625,45778,45778,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair7,Q,-0.125,0.0,4285,4285,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair8,P,0.0,-0.125,45778,45778,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair8,Q,-0.125,-0.125,4285,4285,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair9,P,0.0,0.0,45778,45778,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-OPP,pair9,Q,0.25,0.375,4285,4285,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair0,P,-0.125,0.0,9443,9443,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair0,Q,0.0,-0.125,9443,9443,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair1,P,0.0,-0.0625,50209,50209,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair1,Q,0.0,0.03125,50209,50209,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair2,P,-0.125,-0.125,16049,16049,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair2,Q,-0.125,-0.03125,16049,16049,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair3,P,0.0,0.0,6866,6866,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair3,Q,0.0,0.09375,6866,6866,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair4,P,-0.125,-0.1875,6646,6646,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair4,Q,0.0,0.0,6646,6646,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair5,P,0.0,0.0625,8849,8849,121,264,271,128,0.065625,0.7376671731472015
qwen-2.5-7b-instruct,D_p_imp_asc,0.05,r0.05,39,39,SAME-MORE,pair5,Q,0.0,0.0625,8849,8849,121,264,271,128,0.065625,0.7376671731472015
