pair_id,word_a,word_b,first_subtoken_id_a,first_subtoken_id_b,first_subtoken_text_a,first_subtoken_text_b,token_count_a,token_count_b,logit_gap_A_colon
pair47,nusilmat,sokrarut,89332,70012,nus,sok,3,3,0.44921875
pair48,kisduvek,girkonflot,27495,3294,kis,gir,3,3,0.09375
pair49,renmounkut,grasgeilfut,8354,52465,ren,gras,4,4,0.48046875
pair50,zalpainpel,gofoulfut,23952,185033,zal,gof,3,3,0.244140625
pair51,brilzornes,zarbouspik,4008,33605,bri,zar,4,4,0.056640625
pair52,kraiplougan,vilspelflam,21712,14108,kra,vil,4,4,0.01171875
pair53,vilnurbrum,tagolmot,14108,5886,vil,tag,3,3,0.33203125
pair54,fonkailslok,spobreindek,8824,4431,fon,spo,4,4,0.375
pair55,krastrarbot,toulerfes,21712,3487,kra,tou,3,3,0.30078125
pair56,krobolplir,pranrourmou,40869,53424,kro,pran,4,4,0.28076171875
pair57,barfunfum,soswisprem,2333,22702,bar,sos,3,3,0.296875
pair58,siflailron,treltounrou,53088,2521,sif,tre,4,4,0.1953125
pair59,slanlountum,trisgrardem,210513,98715,slan,tris,4,4,0.443359375
pair60,wesdaiskris,gerbroulmul,40637,6536,wes,ger,4,4,0.0
pair61,vosflounses,narasnaim,10196,11733,vos,nar,4,4,0.4921875
pair62,laskrasleit,stosweiswai,189012,77786,lask,stos,3,3,0.294921875
pair63,sasflilveis,gusflurba,51039,101316,sas,gus,4,4,0.15625
pair64,treirfenzur,plesnuleit,2521,136388,tre,ples,4,4,0.3203125
pair65,bouldeilnek,wolmounsour,120993,28053,boul,wol,4,4,0.3359375
pair66,tranollam,wurmartrei,6071,7558,tran,wur,3,3,0.1953125
pair67,stilstilvon,kreispullel,33036,173729,stil,kreis,3,3,0.47265625
pair68,nasstanboum,kreislirdol,7863,173729,nas,kreis,4,4,0.0546875
pair69,foultornem,bannairvut,27669,4598,fou,ban,4,4,0.140625
pair70,feilgotak,villelwir,179431,16764,feil,ville,3,3,0.040771484375
pair71,nouveislar,plamorpot,8389,1349,nou,pla,3,3,0.140625
pair72,grisflalpum,bralpisdait,21858,215002,gris,bral,4,4,0.39764404296875
pair73,planvilpe,vellurnom,1780,154049,plan,vell,3,3,0.1640625
pair74,gilforslam,brodonlok,62222,2505,gil,bro,3,3,0.28125
pair75,serkronmem,nurkirset,1369,6029,ser,nur,3,3,0.171875
pair76,musmeskreit,bruplinzour,2519,10720,mus,bru,4,4,0.45703125
pair77,noungasek,gusneissun,8389,101316,nou,gus,4,4,0.2421875
pair78,volrouvouk,plusmaldous,2511,2755,vol,plus,4,4,0.21875
pair79,railvarfi,feilpulu,9976,179431,rail,feil,3,3,0.167724609375
pair80,darkeivais,plelwopleir,5441,4931,dar,ple,4,4,0.328125
pair81,presvanzaim,burzeilnel,1427,6286,pres,bur,4,4,0.265625
pair82,rolflalnour,stirgrumil,17947,19825,rol,stir,4,4,0.078125
pair83,reinseirpli,virtaistain,12287,3694,rein,vir,4,4,0.0625
pair84,ralpasza,krislitral,41576,104465,ral,kris,3,3,0.3575439453125
pair85,gresfalteis,paisflasflo,199840,27299,gres,pais,3,3,0.296875
pair86,slirwaswin,pirtaipluk,8872,20726,sli,pir,4,4,0.375
pair87,proweirkrok,zunmalreil,656,193310,pro,zun,4,4,0.421875
pair88,boltonzeir,stelplursem,10422,119677,bol,stel,4,4,0.44921875
pair89,stolzideir,weirbreivir,166869,96769,stolz,weir,3,3,0.171875
pair90,vurpoussim,birbufos,97713,2843,vur,bir,3,3,0.421875
pair91,stilwukein,rasbulmouk,33036,27511,stil,ras,4,4,0.08203125
pair92,kraswirkrin,gisrerkel,213815,210084,kras,gis,3,3,0.375244140625
pair93,nesploulnek,pinstemeim,26692,31921,nes,pins,4,4,0.3876953125
pair94,dinmairprou,pleilnisrik,5540,4931,din,ple,4,4,0.0625
pair95,nilmurwem,stilzolbet,3227,33036,nil,stil,3,3,0.00390625
pair96,mansungis,nerkegat,45680,22455,mans,ner,3,3,0.078125
pair97,deinposbril,stailkolsto,47316,1502,dein,sta,4,4,0.40625
pair98,bunpoultil,walweikren,15907,5697,bun,wal,4,4,0.328125
pair99,proustotrel,fifounbur,56229,8877,prou,fif,3,3,0.4710693359375
