model,group,ratio,ratio_label,k,k_actual,crel_pair,pair_id,attr_dim,delta_target_logit_signed,delta_source_logit_signed,argmax_token_id_clean,argmax_token_id_patched,n_cell_C_p,n_cell_D_p,n_cell_hihp_p,n_cell_hilp_p,causal_imp_median,perturbation_median
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-OPP,pair8,Q,0.125,-0.625,9170,9170,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-OPP,pair9,P,0.375,-0.9375,46878,46878,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-OPP,pair9,Q,0.125,-0.8125,9170,9170,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-MORE,pair0,P,0.0,-2.59375,10006,10006,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-MORE,pair0,Q,-0.125,-2.6875,10006,10006,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-MORE,pair1,P,-0.25,-2.3125,7245,7245,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-MORE,pair1,Q,-0.125,-2.03125,7245,7245,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-MORE,pair2,P,-0.125,-2.25,7010,7010,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-MORE,pair2,Q,-0.25,-1.90625,7010,7010,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-MORE,pair3,P,0.0,-1.96875,2834,2834,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-MORE,pair3,Q,0.25,-2.1875,2834,2834,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-MORE,pair4,P,0.0,-1.5,28445,28445,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-MORE,pair4,Q,-0.125,-1.59375,28445,28445,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-MORE,pair5,P,-0.125,-2.5625,1499,1499,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-MORE,pair5,Q,-0.125,-2.5,1499,1499,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-MORE,pair6,P,0.0,-1.875,60217,60217,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-MORE,pair6,Q,-0.125,-1.46875,60217,60217,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-MORE,pair7,P,-0.125,-2.34375,11422,11422,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-MORE,pair7,Q,-0.125,-2.3125,11422,11422,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-MORE,pair8,P,-0.125,-1.875,17580,17580,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-MORE,pair8,Q,-0.25,-1.75,17580,17580,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-MORE,pair9,P,0.0,-2.0,4809,4809,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-MORE,pair9,Q,0.0,-2.28125,4809,4809,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-LESS,pair0,P,-0.125,-2.46875,22337,22337,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-LESS,pair0,Q,-0.125,-2.78125,22337,22337,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-LESS,pair1,P,-0.125,-1.84375,11716,11716,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-LESS,pair1,Q,-0.125,-1.75,11716,11716,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-LESS,pair2,P,-0.25,-2.46875,4353,4353,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-LESS,pair2,Q,-0.25,-2.03125,4353,4353,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-LESS,pair3,P,-0.125,-2.15625,17761,17761,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-LESS,pair3,Q,0.0,-1.875,17761,17761,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-LESS,pair4,P,-0.25,-1.9375,91370,91370,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-LESS,pair4,Q,-0.25,-1.6875,91370,91370,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-LESS,pair5,P,-0.125,-2.15625,5899,5899,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-LESS,pair5,Q,-0.375,-2.09375,5899,5899,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-LESS,pair6,P,-0.125,-1.9375,77389,77389,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-LESS,pair6,Q,-0.125,-1.78125,77389,77389,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-LESS,pair7,P,-0.25,-2.5,25595,25595,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-LESS,pair7,Q,-0.125,-2.0,25595,25595,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-LESS,pair8,P,-0.25,-2.40625,4353,4353,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-LESS,pair8,Q,-0.25,-2.09375,4353,4353,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-LESS,pair9,P,-0.125,-2.125,7245,7245,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,SAME-LESS,pair9,Q,-0.125,-2.125,7245,7245,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-MORE,pair0,P,-0.125,-0.9609375,10006,10006,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-MORE,pair0,Q,-0.125,-1.40625,10006,10006,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-MORE,pair1,P,-0.25,-0.857421875,7245,7245,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-MORE,pair1,Q,-0.25,-1.15625,7245,7245,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-MORE,pair2,P,-0.25,-0.744140625,7010,7010,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-MORE,pair2,Q,-0.375,-0.9375,7010,7010,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-MORE,pair3,P,0.0,-0.78125,2834,2834,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-MORE,pair3,Q,0.0,-1.34375,2834,2834,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-MORE,pair4,P,-0.125,-0.578125,28445,28445,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-MORE,pair4,Q,-0.125,-1.1875,28445,28445,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-MORE,pair5,P,-0.25,-0.8984375,1499,1499,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-MORE,pair5,Q,-0.25,-1.28125,1499,1499,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-MORE,pair6,P,0.0,-0.7265625,60217,60217,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-MORE,pair6,Q,-0.125,-1.15625,60217,60217,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-MORE,pair7,P,-0.25,-0.97265625,11422,11422,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-MORE,pair7,Q,-0.25,-1.28125,11422,11422,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-MORE,pair8,P,-0.25,-0.7265625,17580,17580,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-MORE,pair8,Q,-0.25,-1.0625,17580,17580,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-MORE,pair9,P,-0.125,-0.76171875,4809,4809,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-MORE,pair9,Q,-0.125,-1.28125,4809,4809,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-LESS,pair0,P,-0.125,-0.890625,22337,22337,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-LESS,pair0,Q,-0.25,-1.25,22337,22337,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-LESS,pair1,P,-0.25,-0.78125,11716,11716,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-LESS,pair1,Q,-0.125,-1.09375,11716,11716,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-LESS,pair2,P,-0.375,-0.84375,4353,4353,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-LESS,pair2,Q,-0.375,-0.96875,4353,4353,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-LESS,pair3,P,-0.125,-0.65625,17761,17761,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-LESS,pair3,Q,-0.125,-0.9375,17761,17761,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-LESS,pair4,P,-0.375,-0.75,91370,91370,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-LESS,pair4,Q,-0.25,-0.90625,91370,91370,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-LESS,pair5,P,-0.25,-0.71875,5899,5899,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-LESS,pair5,Q,-0.5,-1.1875,5899,5899,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-LESS,pair6,P,-0.375,-0.7109375,77389,77389,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-LESS,pair6,Q,-0.25,-1.03125,77389,77389,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-LESS,pair7,P,-0.375,-0.87109375,25595,25595,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-LESS,pair7,Q,-0.25,-1.375,25595,25595,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-LESS,pair8,P,-0.375,-0.78515625,4353,4353,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-LESS,pair8,Q,-0.375,-1.15625,4353,4353,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-LESS,pair9,P,-0.25,-0.7890625,7245,7245,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,OPP-LESS,pair9,Q,-0.375,-1.1875,7245,7245,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,MORE-LESS,pair0,P,0.125,-1.875,22337,22337,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,MORE-LESS,pair0,Q,0.0,-1.5625,22337,22337,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,MORE-LESS,pair1,P,0.0,-2.1875,11716,11716,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,MORE-LESS,pair1,Q,0.125,-2.0625,11716,11716,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,MORE-LESS,pair2,P,0.125,-2.0625,4353,4353,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,MORE-LESS,pair2,Q,0.0,-2.0,4353,4353,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,MORE-LESS,pair3,P,-0.125,-1.1875,17761,17761,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,MORE-LESS,pair3,Q,0.0,-1.0,17761,17761,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,MORE-LESS,pair4,P,0.0,-2.0,91370,91370,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,MORE-LESS,pair4,Q,0.0,-1.625,91370,91370,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,MORE-LESS,pair5,P,0.0,-1.6875,5899,5899,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,MORE-LESS,pair5,Q,-0.125,-1.5625,5899,5899,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,MORE-LESS,pair6,P,-0.125,-2.3125,77389,77389,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,MORE-LESS,pair6,Q,-0.125,-1.9375,77389,77389,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,MORE-LESS,pair7,P,0.125,-2.25,25595,25595,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,MORE-LESS,pair7,Q,0.125,-2.125,25595,25595,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,MORE-LESS,pair8,P,0.0,-2.25,4353,4353,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,MORE-LESS,pair8,Q,0.0,-2.25,4353,4353,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,MORE-LESS,pair9,P,0.125,-2.0,7245,7245,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,C_p_imp_asc,0.05,r0.05,256,256,MORE-LESS,pair9,Q,0.0,-1.875,7245,7245,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,D_p_imp_asc,0.05,r0.05,256,256,SAME-OPP,pair0,P,0.0,-0.0625,46878,46878,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,D_p_imp_asc,0.05,r0.05,256,256,SAME-OPP,pair0,Q,0.0,0.0625,4382,4382,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,D_p_imp_asc,0.05,r0.05,256,256,SAME-OPP,pair1,P,0.0,0.0,46878,46878,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,D_p_imp_asc,0.05,r0.05,256,256,SAME-OPP,pair1,Q,0.125,0.0625,4382,4382,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,D_p_imp_asc,0.05,r0.05,256,256,SAME-OPP,pair2,P,0.0,0.0625,46878,46878,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,D_p_imp_asc,0.05,r0.05,256,256,SAME-OPP,pair2,Q,0.0,0.0,9170,9170,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,D_p_imp_asc,0.05,r0.05,256,256,SAME-OPP,pair3,P,0.0,0.0,46878,46878,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,D_p_imp_asc,0.05,r0.05,256,256,SAME-OPP,pair3,Q,0.0,0.0,4382,4382,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,D_p_imp_asc,0.05,r0.05,256,256,SAME-OPP,pair4,P,0.0,0.0625,46878,46878,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,D_p_imp_asc,0.05,r0.05,256,256,SAME-OPP,pair4,Q,0.0,-0.0625,4382,4382,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,D_p_imp_asc,0.05,r0.05,256,256,SAME-OPP,pair5,P,-0.125,0.0,46878,46878,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,D_p_imp_asc,0.05,r0.05,256,256,SAME-OPP,pair5,Q,0.0,0.0,4382,4382,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,D_p_imp_asc,0.05,r0.05,256,256,SAME-OPP,pair6,P,0.125,0.0625,46878,46878,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,D_p_imp_asc,0.05,r0.05,256,256,SAME-OPP,pair6,Q,-0.125,0.0,4382,9170,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,D_p_imp_asc,0.05,r0.05,256,256,SAME-OPP,pair7,P,0.0,-0.0625,46878,46878,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
llama-3.1-70b-instruct-4bit,D_p_imp_asc,0.05,r0.05,256,256,SAME-OPP,pair7,Q,0.0,0.0,4382,4382,994,1426,1566,1134,0.03229166666666667,0.0337541755288839
