model,group,ratio,k,k_actual,crel_pair,pair_id,attr_dim,delta_target_logit_signed,delta_source_logit_signed,argmax_token_id_clean,argmax_token_id_patched
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-MORE,pair0,P,-0.125,0.8125,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-MORE,pair0,Q,-0.125,0.4375,4382,4382
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-MORE,pair1,P,-0.125,1.46875,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-MORE,pair1,Q,0.0,0.125,4382,4382
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-MORE,pair2,P,-0.25,1.6875,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-MORE,pair2,Q,-0.125,0.5625,9170,9170
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-MORE,pair3,P,-0.25,1.0625,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-MORE,pair3,Q,-0.25,0.0625,4382,4382
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-MORE,pair4,P,-0.25,1.3125,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-MORE,pair4,Q,-0.25,0.4375,4382,4382
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-MORE,pair5,P,-0.125,1.5625,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-MORE,pair5,Q,-0.25,0.9375,4382,9170
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-MORE,pair6,P,0.0,1.8125,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-MORE,pair6,Q,-0.25,0.8125,4382,9170
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-MORE,pair7,P,-0.125,1.1875,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-MORE,pair7,Q,-0.125,0.75,4382,4382
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-MORE,pair8,P,-0.125,0.9375,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-MORE,pair8,Q,-0.25,0.125,9170,9170
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-MORE,pair9,P,0.0,0.9375,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-MORE,pair9,Q,-0.125,0.375,9170,9170
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-LESS,pair0,P,-0.375,0.9375,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-LESS,pair0,Q,-0.125,0.3125,4382,4382
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-LESS,pair1,P,-0.375,0.53125,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-LESS,pair1,Q,-0.125,0.125,4382,9170
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-LESS,pair2,P,-0.5,0.375,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-LESS,pair2,Q,-0.25,0.4375,9170,9170
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-LESS,pair3,P,-0.5,0.75,46878,356
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-LESS,pair3,Q,-0.25,0.4375,4382,4382
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-LESS,pair4,P,-0.5,1.1875,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-LESS,pair4,Q,-0.375,0.25,4382,4382
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-LESS,pair5,P,-0.5,1.125,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-LESS,pair5,Q,-0.25,0.5625,4382,9170
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-LESS,pair6,P,-0.125,0.21875,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-LESS,pair6,Q,-0.25,0.0,4382,9170
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-LESS,pair7,P,-0.375,0.8125,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-LESS,pair7,Q,-0.125,0.1875,4382,4382
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-LESS,pair8,P,-0.25,0.25,46878,356
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-LESS,pair8,Q,-0.375,0.5,9170,9170
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-LESS,pair9,P,-0.25,0.96875,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,OPP-LESS,pair9,Q,-0.125,0.375,9170,9170
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,MORE-LESS,pair0,P,0.0,0.5,10006,10006
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,MORE-LESS,pair0,Q,0.0,0.8125,10006,10006
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,MORE-LESS,pair1,P,-0.125,0.0625,7245,7245
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,MORE-LESS,pair1,Q,0.0,0.3125,7245,7245
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,MORE-LESS,pair2,P,-0.25,0.0625,7010,7010
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,MORE-LESS,pair2,Q,-0.25,0.1875,7010,7010
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,MORE-LESS,pair3,P,-0.25,0.0625,2834,2834
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,MORE-LESS,pair3,Q,-0.125,0.125,2834,2834
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,MORE-LESS,pair4,P,-0.125,0.3125,28445,28445
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,MORE-LESS,pair4,Q,-0.125,0.375,28445,28445
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,MORE-LESS,pair5,P,-0.125,0.5625,1499,1499
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,MORE-LESS,pair5,Q,-0.125,0.5625,1499,1499
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,MORE-LESS,pair6,P,-0.125,0.5,60217,60217
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,MORE-LESS,pair6,Q,-0.25,0.625,60217,60217
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,MORE-LESS,pair7,P,-0.125,0.375,11422,11422
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,MORE-LESS,pair7,Q,-0.125,0.5,11422,11422
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,MORE-LESS,pair8,P,0.0,0.125,17580,17580
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,MORE-LESS,pair8,Q,0.0,0.375,17580,17580
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,MORE-LESS,pair9,P,-0.125,0.9375,4809,4809
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.01,51,51,MORE-LESS,pair9,Q,0.0,1.0625,4809,4809
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-OPP,pair0,P,-1.125,2.5625,14265,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-OPP,pair0,Q,0.0,1.875,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-OPP,pair1,P,-1.0,2.625,47102,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-OPP,pair1,Q,0.0,1.8125,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-OPP,pair2,P,-0.875,2.9375,47102,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-OPP,pair2,Q,0.125,2.0,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-OPP,pair3,P,-1.125,2.9375,47102,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-OPP,pair3,Q,0.125,2.1875,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-OPP,pair4,P,-1.125,3.125,14265,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-OPP,pair4,Q,0.125,2.1875,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-OPP,pair5,P,-0.75,2.6875,47102,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-OPP,pair5,Q,0.0,1.6875,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-OPP,pair6,P,-0.875,2.6875,14265,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-OPP,pair6,Q,0.25,1.9375,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-OPP,pair7,P,-0.875,2.6875,14265,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-OPP,pair7,Q,0.0,2.1875,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-OPP,pair8,P,-0.875,2.9375,47102,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-OPP,pair8,Q,0.125,1.8125,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-OPP,pair9,P,-0.875,2.875,47102,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-OPP,pair9,Q,0.125,1.375,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-MORE,pair0,P,-1.5,1.875,14265,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-MORE,pair0,Q,-0.75,2.5,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-MORE,pair1,P,-1.25,2.25,47102,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-MORE,pair1,Q,-0.75,2.0625,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-MORE,pair2,P,-1.0,1.5625,47102,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-MORE,pair2,Q,-0.625,1.375,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-MORE,pair3,P,-1.125,1.0,47102,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-MORE,pair3,Q,-0.5,1.125,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-MORE,pair4,P,-1.375,1.6875,14265,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-MORE,pair4,Q,-0.625,1.875,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-MORE,pair5,P,-1.125,1.5,47102,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-MORE,pair5,Q,-0.625,1.75,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-MORE,pair6,P,-1.0,2.125,14265,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-MORE,pair6,Q,-0.5,2.625,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-MORE,pair7,P,-1.0,2.875,14265,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-MORE,pair7,Q,-0.625,2.6875,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-MORE,pair8,P,-1.25,0.75,47102,47102
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-MORE,pair8,Q,-0.5,1.1875,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-MORE,pair9,P,-0.875,0.6875,47102,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-MORE,pair9,Q,-0.375,0.6875,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-LESS,pair0,P,-1.0,3.5,14265,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-LESS,pair0,Q,-0.625,1.625,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-LESS,pair1,P,-0.625,3.0625,47102,47102
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-LESS,pair1,Q,-0.625,0.5,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-LESS,pair2,P,-0.625,1.75,47102,47102
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-LESS,pair2,Q,-0.625,0.5,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-LESS,pair3,P,-0.875,2.625,47102,47102
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-LESS,pair3,Q,-0.5,0.1875,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-LESS,pair4,P,-0.875,1.75,14265,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-LESS,pair4,Q,-0.625,0.5,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-LESS,pair5,P,-0.5,2.3125,47102,47102
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-LESS,pair5,Q,-0.5,1.0,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-LESS,pair6,P,-0.625,2.6875,14265,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-LESS,pair6,Q,-0.5,0.8125,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-LESS,pair7,P,-0.625,4.3125,14265,14265
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-LESS,pair7,Q,-0.75,1.25,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-LESS,pair8,P,-0.75,1.6875,47102,47102
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-LESS,pair8,Q,-0.625,0.5,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-LESS,pair9,P,-0.5,1.6875,47102,47102
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,SAME-LESS,pair9,Q,-0.375,0.4375,22872,22872
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-MORE,pair0,P,-0.75,2.0625,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-MORE,pair0,Q,-0.375,2.25,4382,4382
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-MORE,pair1,P,-0.625,3.46875,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-MORE,pair1,Q,-0.25,1.875,4382,4382
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-MORE,pair2,P,-0.875,2.9375,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-MORE,pair2,Q,-0.5,1.75,9170,9170
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-MORE,pair3,P,-0.875,2.375,46878,356
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-MORE,pair3,Q,-0.5,1.3125,4382,4382
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-MORE,pair4,P,-0.875,2.25,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-MORE,pair4,Q,-0.5,1.1875,4382,4382
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-MORE,pair5,P,-0.75,3.125,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-MORE,pair5,Q,-0.5,2.0625,4382,9170
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-MORE,pair6,P,-0.375,3.25,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-MORE,pair6,Q,-0.375,2.6875,4382,9170
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-MORE,pair7,P,-0.625,3.25,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-MORE,pair7,Q,-0.5,2.625,4382,9170
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-MORE,pair8,P,-0.75,2.3125,46878,356
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-MORE,pair8,Q,-0.625,1.25,9170,9170
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-MORE,pair9,P,-0.625,2.0625,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-MORE,pair9,Q,-0.375,1.25,9170,9170
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-LESS,pair0,P,-1.0,3.9375,46878,46878
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-LESS,pair0,Q,-0.375,2.5625,4382,4382
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-LESS,pair1,P,-1.0,3.28125,46878,356
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-LESS,pair1,Q,-0.25,2.5,4382,9170
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-LESS,pair2,P,-1.375,2.875,46878,356
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-LESS,pair2,Q,-0.5,3.0,9170,9170
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-LESS,pair3,P,-1.125,3.375,46878,356
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-LESS,pair3,Q,-0.625,3.125,4382,9170
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-LESS,pair4,P,-1.25,3.5,46878,356
llama-3.1-70b-instruct-4bit,hihp_imp_desc,0.03,153,153,OPP-LESS,pair4,Q,-0.625,1.875,4382,9170
