group,ratio,k,k_actual,prompt_id,delta_gt_score_signed
C_imp_asc,0.01,2,2,104,0.001840502634877339
C_imp_asc,0.01,2,2,105,1.004478781396756e-05
C_imp_asc,0.01,2,2,106,1.6032668099796865e-05
C_imp_asc,0.01,2,2,107,-1.4699479834234808e-05
C_imp_asc,0.01,2,2,108,8.928909664973617e-07
C_imp_asc,0.01,2,2,109,1.3319116078491788e-05
C_imp_asc,0.01,2,2,110,-1.3441231203614734e-06
C_imp_asc,0.01,2,2,111,8.715814146853518e-06
C_imp_asc,0.01,2,2,112,4.053930751979351e-06
C_imp_asc,0.01,2,2,113,1.3824359484715387e-05
C_imp_asc,0.01,2,2,114,3.395616658963263e-06
C_imp_asc,0.01,2,2,115,1.5000778148532845e-05
C_imp_asc,0.01,2,2,116,-0.0056219606776721776
C_imp_asc,0.01,2,2,117,9.415716704097576e-06
C_imp_asc,0.01,2,2,118,1.7960315744858235e-05
C_imp_asc,0.01,2,2,119,1.5000778148532845e-05
C_imp_asc,0.01,2,2,120,1.7756519810063764e-06
C_imp_asc,0.01,2,2,121,3.5514021874405444e-06
C_imp_asc,0.01,2,2,122,8.82463609741535e-06
C_imp_asc,0.01,2,2,123,5.505146873474587e-06
C_imp_asc,0.01,2,2,124,-0.0027096871126559563
C_imp_asc,0.01,2,2,125,7.041193384793587e-06
C_imp_asc,0.01,2,2,126,-0.013459105643050862
C_imp_asc,0.01,2,2,127,-0.006000088496875833
C_imp_asc,0.01,2,2,128,3.395616658963263e-06
C_imp_asc,0.01,2,2,129,1.3205801224103197e-05
C_imp_asc,0.01,2,2,130,-1.0487865438335575e-06
C_imp_asc,0.01,2,2,131,2.8138501875218935e-06
C_imp_asc,0.01,2,2,132,-1.1638961950666271e-05
C_imp_asc,0.01,2,2,133,1.4859466318739578e-05
C_imp_asc,0.01,2,2,134,-0.013078593201498734
C_imp_asc,0.01,2,2,135,1.6526190847798716e-05
C_imp_asc,0.01,2,2,136,-0.010698332614992978
C_imp_asc,0.01,2,2,137,1.0193845810135826e-05
C_imp_asc,0.01,2,2,138,-1.750797946442617e-05
C_imp_asc,0.01,2,2,139,8.576037544116843e-06
C_imp_asc,0.01,2,2,140,9.38137418415863e-06
C_imp_asc,0.01,2,2,141,2.6568368411972187e-06
C_imp_asc,0.01,2,2,142,1.1641807759588119e-05
C_imp_asc,0.01,2,2,143,-0.008233995489717927
C_imp_asc,0.01,2,2,144,-0.005566837826336268
C_imp_asc,0.01,2,2,145,2.0622535885195248e-05
C_imp_asc,0.01,2,2,146,1.64954026331543e-05
C_imp_asc,0.01,2,2,147,-1.3098288036417216e-06
C_imp_asc,0.01,2,2,148,1.5204988812911324e-05
C_imp_asc,0.01,2,2,149,6.321024557109922e-07
C_imp_asc,0.01,2,2,150,-0.005566837826336268
C_imp_asc,0.01,2,2,151,-1.6415087884524837e-06
C_imp_asc,0.01,2,2,152,-0.016985549678793177
C_imp_asc,0.01,2,2,153,-4.525490112428088e-06
C_imp_asc,0.01,2,2,154,-0.010698332614992978
C_imp_asc,0.01,2,2,155,4.31878197559854e-06
C_imp_asc,0.01,2,2,156,-0.035242364780515345
C_imp_asc,0.01,2,2,157,-1.086690099327825e-05
C_imp_asc,0.01,2,2,158,-1.6411013348260894e-06
C_imp_asc,0.01,2,2,159,9.441208021598868e-06
C_imp_asc,0.01,2,2,160,5.735603735956829e-06
C_imp_asc,0.01,2,2,161,1.5332103430409916e-05
C_imp_asc,0.01,2,2,162,9.89460022537969e-06
C_imp_asc,0.01,2,2,163,1.091848753276281e-05
C_imp_asc,0.01,2,2,164,1.7254727026738692e-05
C_imp_asc,0.01,2,2,165,-0.009653785044690721
C_imp_asc,0.01,2,2,166,1.1648150575638283e-05
C_imp_asc,0.01,2,2,167,8.926781447371468e-07
C_imp_asc,0.01,2,2,168,1.4021889910509344e-05
C_imp_asc,0.01,2,2,169,5.735166269005276e-06
C_imp_asc,0.01,2,2,170,9.395289453095756e-07
C_imp_asc,0.01,2,2,171,8.06695970823057e-06
C_imp_asc,0.01,2,2,172,8.024561793718021e-06
C_imp_asc,0.01,2,2,173,-0.0214043179712462
C_imp_asc,0.01,2,2,174,5.504870387085248e-06
C_imp_asc,0.01,2,2,175,8.176394658221398e-06
C_imp_asc,0.01,2,2,176,-0.015818550735275494
C_imp_asc,0.01,2,2,177,1.0695385753933806e-05
C_imp_asc,0.01,2,2,178,7.357665708696004e-06
C_imp_asc,0.01,2,2,179,-1.1639446711342316e-05
C_imp_asc,0.01,2,2,180,1.0695616765588056e-05
C_imp_asc,0.01,2,2,181,7.686235221626703e-06
C_imp_asc,0.01,2,2,182,2.736914211709518e-06
C_imp_asc,0.01,2,2,183,1.917973622767022e-05
C_imp_asc,0.01,2,2,184,0.004619543564331252
C_imp_asc,0.01,2,2,185,4.250391612004023e-06
C_imp_asc,0.01,2,2,186,-0.03201566305688175
C_imp_asc,0.01,2,2,187,-0.01811479258816462
C_imp_asc,0.01,2,2,188,7.3916125984396785e-06
C_imp_asc,0.01,2,2,189,3.474072400422301e-06
C_imp_asc,0.01,2,2,190,-7.357984941336326e-07
C_imp_asc,0.01,2,2,191,6.705684427288361e-06
C_imp_asc,0.01,2,2,192,-1.907432761072414e-05
C_imp_asc,0.01,2,2,193,3.8176949601620436e-06
C_imp_asc,0.01,2,2,194,8.612521014583763e-06
C_imp_asc,0.01,2,2,195,1.680259629210923e-05
C_imp_asc,0.01,2,2,196,2.656387550814543e-06
C_imp_asc,0.01,2,2,197,2.9327757147257216e-06
C_imp_asc,0.01,2,2,198,1.077793785952963e-05
C_imp_asc,0.01,2,2,199,-1.2712307579931803e-05
C_imp_asc,0.03,5,5,0,-5.321991920936853e-06
C_imp_asc,0.03,5,5,1,7.157091204135213e-06
C_imp_asc,0.03,5,5,2,-0.010025383809988853
C_imp_asc,0.03,5,5,3,-8.363722372450866e-06
C_imp_asc,0.03,5,5,4,3.041674972337205e-06
C_imp_asc,0.03,5,5,5,2.6632510525814723e-05
C_imp_asc,0.03,5,5,6,-5.321991920936853e-06
C_imp_asc,0.03,5,5,7,6.366530215018429e-06
C_imp_asc,0.03,5,5,8,-0.017072661259135202
C_imp_asc,0.03,5,5,9,-1.0528802704357076e-05
C_imp_asc,0.03,5,5,10,1.1146250471938401e-05
C_imp_asc,0.03,5,5,11,1.998434709093999e-05
C_imp_asc,0.03,5,5,12,-0.016444821758341277
C_imp_asc,0.03,5,5,13,1.228946348419413e-05
C_imp_asc,0.03,5,5,14,9.849059097177815e-06
C_imp_asc,0.03,5,5,15,3.971818841819186e-06
C_imp_asc,0.03,5,5,16,8.63890272739809e-06
C_imp_asc,0.03,5,5,17,-0.0495851274827146
C_imp_asc,0.03,5,5,18,2.7397918529459275e-06
C_imp_asc,0.03,5,5,19,6.093505362514406e-07
C_imp_asc,0.03,5,5,20,1.6883643183973618e-05
C_imp_asc,0.03,5,5,21,1.038786012941273e-05
C_imp_asc,0.03,5,5,22,6.934239536349196e-06
C_imp_asc,0.03,5,5,23,7.0582418629783206e-06
C_imp_asc,0.03,5,5,24,1.9869721654686145e-06
C_imp_asc,0.03,5,5,25,-8.089709808700718e-07
C_imp_asc,0.03,5,5,26,9.068613508134149e-06
C_imp_asc,0.03,5,5,27,1.2057422281941399e-05
C_imp_asc,0.03,5,5,28,2.019532985286787e-06
C_imp_asc,0.03,5,5,29,-0.01977007941241027
C_imp_asc,0.03,5,5,30,1.2046283700328786e-05
C_imp_asc,0.03,5,5,31,1.036510457197437e-05
C_imp_asc,0.03,5,5,32,1.0022229616879486e-05
C_imp_asc,0.03,5,5,33,6.4593268689350225e-06
C_imp_asc,0.03,5,5,34,1.4229337466531433e-05
C_imp_asc,0.03,5,5,35,-0.014758820862425637
C_imp_asc,0.03,5,5,36,-8.030500794120599e-06
C_imp_asc,0.03,5,5,37,-7.974589607329108e-06
C_imp_asc,0.03,5,5,38,-0.028586618690496834
C_imp_asc,0.03,5,5,39,-0.008374469631235115
C_imp_asc,0.03,5,5,40,1.5894928765192162e-05
C_imp_asc,0.03,5,5,41,-1.2234013411216438e-06
C_imp_asc,0.03,5,5,42,6.265414413064718e-06
C_imp_asc,0.03,5,5,43,9.061043783731293e-06
C_imp_asc,0.03,5,5,44,-0.012360640743281692
C_imp_asc,0.03,5,5,45,2.1565590941463597e-05
C_imp_asc,0.03,5,5,46,1.1456722859293222e-07
C_imp_asc,0.03,5,5,47,-0.013403654616013227
C_imp_asc,0.03,5,5,48,5.364739081414882e-06
C_imp_asc,0.03,5,5,49,2.5864940653264057e-05
C_imp_asc,0.03,5,5,50,8.875093044480309e-06
C_imp_asc,0.03,5,5,51,6.017817213432863e-06
C_imp_asc,0.03,5,5,52,-0.02288924003187276
C_imp_asc,0.03,5,5,53,1.038786012941273e-05
C_imp_asc,0.03,5,5,54,2.663283703441266e-05
C_imp_asc,0.03,5,5,55,2.6157924366998486e-05
C_imp_asc,0.03,5,5,56,3.954837666242383e-06
C_imp_asc,0.03,5,5,57,-0.020926324160427612
C_imp_asc,0.03,5,5,58,9.746145224198699e-08
C_imp_asc,0.03,5,5,59,5.642966243613046e-06
C_imp_asc,0.03,5,5,60,-0.019024317899948073
C_imp_asc,0.03,5,5,61,-0.023990318969538293
C_imp_asc,0.03,5,5,62,8.183524187188596e-07
C_imp_asc,0.03,5,5,63,2.6752288249554113e-05
C_imp_asc,0.03,5,5,64,8.183524187188596e-07
C_imp_asc,0.03,5,5,65,-2.380128535151016e-06
C_imp_asc,0.03,5,5,66,1.1868987712659873e-05
C_imp_asc,0.03,5,5,67,-1.4551203094015364e-05
C_imp_asc,0.03,5,5,68,-1.4549936167895794e-05
C_imp_asc,0.03,5,5,69,1.2611402780748904e-05
C_imp_asc,0.03,5,5,70,4.424010512593668e-06
C_imp_asc,0.03,5,5,71,1.375417377857957e-05
C_imp_asc,0.03,5,5,72,-0.053071817570526036
C_imp_asc,0.03,5,5,73,7.267875844263472e-06
C_imp_asc,0.03,5,5,74,8.944500223151408e-06
C_imp_asc,0.03,5,5,75,4.0424938561045565e-06
C_imp_asc,0.03,5,5,76,-1.222955688717775e-06
C_imp_asc,0.03,5,5,77,-3.1713780117570423e-06
C_imp_asc,0.03,5,5,78,-0.0075454421021277085
C_imp_asc,0.03,5,5,79,6.4593268689350225e-06
C_imp_asc,0.03,5,5,80,1.8070295482175425e-07
C_imp_asc,0.03,5,5,81,-3.56157761416398e-06
C_imp_asc,0.03,5,5,82,7.380695024039596e-07
C_imp_asc,0.03,5,5,83,5.642966243613046e-06
C_imp_asc,0.03,5,5,84,1.234131650562631e-05
C_imp_asc,0.03,5,5,85,-0.008694688884133939
C_imp_asc,0.03,5,5,86,-0.013403384877165081
C_imp_asc,0.03,5,5,87,3.5422544897301123e-06
C_imp_asc,0.03,5,5,88,-3.339482645969838e-06
C_imp_asc,0.03,5,5,89,3.3519845601404086e-06
C_imp_asc,0.03,5,5,90,-0.011606527737342276
C_imp_asc,0.03,5,5,91,1.33134280986269e-05
C_imp_asc,0.03,5,5,92,-0.006964069336390821
C_imp_asc,0.03,5,5,93,-3.1713780117570423e-06
C_imp_asc,0.03,5,5,94,8.254328349721618e-06
C_imp_asc,0.03,5,5,95,1.1146250471938401e-05
C_imp_asc,0.03,5,5,96,2.1565256247413345e-05
C_imp_asc,0.03,5,5,97,1.1080789590778295e-05
C_imp_asc,0.03,5,5,98,5.884722668270115e-06
C_imp_asc,0.03,5,5,99,5.794257049274165e-06
C_imp_asc,0.03,5,5,100,-0.02002578073006589
C_imp_asc,0.03,5,5,101,-9.783119821804576e-06
C_imp_asc,0.03,5,5,102,1.0921434295596555e-05
C_imp_asc,0.03,5,5,103,-0.030445783838956686
C_imp_asc,0.03,5,5,104,0.002193642983911559
C_imp_asc,0.03,5,5,105,-1.514226823928766e-07
C_imp_asc,0.03,5,5,106,1.2046283700328786e-05
C_imp_asc,0.03,5,5,107,-9.815519661060534e-06
C_imp_asc,0.03,5,5,108,-1.2408763723215088e-06
C_imp_asc,0.03,5,5,109,1.1458284461696167e-05
C_imp_asc,0.03,5,5,110,-1.0828802260220982e-05
C_imp_asc,0.03,5,5,111,8.254150998254772e-06
C_imp_asc,0.03,5,5,112,3.3518654163344763e-06
C_imp_asc,0.03,5,5,113,9.091022548091132e-06
C_imp_asc,0.03,5,5,114,7.244078005896881e-06
C_imp_asc,0.03,5,5,115,2.0018958821310662e-05
C_imp_asc,0.03,5,5,116,-0.01067146917921491
C_imp_asc,0.03,5,5,117,-4.3527215893846005e-06
C_imp_asc,0.03,5,5,118,1.4013668987900019e-05
C_imp_asc,0.03,5,5,119,2.0018958821310662e-05
C_imp_asc,0.03,5,5,120,4.214784894429613e-06
C_imp_asc,0.03,5,5,121,7.919207746454049e-06
C_imp_asc,0.03,5,5,122,3.9721726352581754e-06
C_imp_asc,0.03,5,5,123,5.794257049274165e-06
C_imp_asc,0.03,5,5,124,-0.01768752368661808
C_imp_asc,0.03,5,5,125,5.8843515944317915e-06
C_imp_asc,0.03,5,5,126,-0.023870943308793358
C_imp_asc,0.03,5,5,127,-0.01654330804467463
C_imp_asc,0.03,5,5,128,7.244078005896881e-06
C_imp_asc,0.03,5,5,129,1.2771998626703862e-05
C_imp_asc,0.03,5,5,130,2.5071512936847284e-06
C_imp_asc,0.03,5,5,131,-8.256009095930494e-06
C_imp_asc,0.03,5,5,132,-1.3688219041796401e-05
C_imp_asc,0.03,5,5,133,1.103101658372907e-05
C_imp_asc,0.03,5,5,134,-0.024906627906602807
C_imp_asc,0.03,5,5,135,2.051676801784197e-05
C_imp_asc,0.03,5,5,136,-0.021962374732538592
C_imp_asc,0.03,5,5,137,8.414974217885174e-06
C_imp_asc,0.03,5,5,138,-1.8865429410652723e-05
C_imp_asc,0.03,5,5,139,1.2126090950914659e-05
C_imp_asc,0.03,5,5,140,8.278661880467553e-06
C_imp_asc,0.03,5,5,141,-2.3598267944180407e-06
C_imp_asc,0.03,5,5,142,1.1876581993419677e-05
C_imp_asc,0.03,5,5,143,-0.01977007941241027
C_imp_asc,0.03,5,5,144,-0.008694688884133939
C_imp_asc,0.03,5,5,145,1.7088356798922177e-05
C_imp_asc,0.03,5,5,146,9.85877795756096e-06
C_imp_asc,0.03,5,5,147,8.915272701415233e-06
C_imp_asc,0.03,5,5,148,1.5996223737602122e-05
C_imp_asc,0.03,5,5,149,1.8070295482175425e-07
C_imp_asc,0.03,5,5,150,-0.008694688884133939
C_imp_asc,0.03,5,5,151,3.978932909376454e-06
C_imp_asc,0.03,5,5,152,-0.02002578073006589
C_imp_asc,0.03,5,5,153,-1.3074168236926198e-07
C_imp_asc,0.03,5,5,154,-0.021962374732538592
C_imp_asc,0.03,5,5,155,-6.956697689020075e-07
C_imp_asc,0.03,5,5,156,-0.05316804416912646
C_imp_asc,0.03,5,5,157,-3.054104126931634e-06
C_imp_asc,0.03,5,5,158,3.979316716140602e-06
C_imp_asc,0.03,5,5,159,3.3235437513212673e-06
C_imp_asc,0.03,5,5,160,-5.608953870250843e-07
C_imp_asc,0.03,5,5,161,1.3347616004466545e-05
C_imp_asc,0.03,5,5,162,7.016471499809995e-06
C_imp_asc,0.03,5,5,163,8.596251063863747e-06
C_imp_asc,0.03,5,5,164,2.2919319235370494e-05
C_imp_asc,0.03,5,5,165,-0.014758820862425637
C_imp_asc,0.03,5,5,166,1.0022229616879486e-05
C_imp_asc,0.03,5,5,167,-1.2408763723215088e-06
C_imp_asc,0.03,5,5,168,6.934239536349196e-06
C_imp_asc,0.03,5,5,169,-5.613328539766371e-07
C_imp_asc,0.03,5,5,170,5.467529263114557e-06
C_imp_asc,0.03,5,5,171,7.5699454100686125e-06
C_imp_asc,0.03,5,5,172,1.038786012941273e-05
C_imp_asc,0.03,5,5,173,-0.034572520045912825
C_imp_asc,0.03,5,5,174,5.794368917122483e-06
C_imp_asc,0.03,5,5,175,7.114706932043191e-06
C_imp_asc,0.03,5,5,176,-0.025980080041335896
C_imp_asc,0.03,5,5,177,6.680887054244522e-06
C_imp_asc,0.03,5,5,178,-2.76680202659918e-06
C_imp_asc,0.03,5,5,179,-1.3689586012333166e-05
C_imp_asc,0.03,5,5,180,6.68072698317701e-06
C_imp_asc,0.03,5,5,181,5.797259291284718e-06
C_imp_asc,0.03,5,5,182,4.424010512593668e-06
C_imp_asc,0.03,5,5,183,1.3495532584784087e-05
C_imp_asc,0.03,5,5,184,-0.006700815298245288
C_imp_asc,0.03,5,5,185,-2.0712486730189994e-06
C_imp_asc,0.03,5,5,186,-0.0495851274827146
C_imp_asc,0.03,5,5,187,-0.023990318969538293
C_imp_asc,0.03,5,5,188,1.0493220543139614e-05
C_imp_asc,0.03,5,5,189,5.576872354140505e-06
C_imp_asc,0.03,5,5,190,2.7397918529459275e-06
C_imp_asc,0.03,5,5,191,1.101859197660815e-05
C_imp_asc,0.03,5,5,192,-1.9966003492299933e-05
C_imp_asc,0.03,5,5,193,2.6135676307603717e-06
C_imp_asc,0.03,5,5,194,6.459401447500568e-06
C_imp_asc,0.03,5,5,195,1.33134280986269e-05
C_imp_asc,0.03,5,5,196,-2.3607617549714632e-06
C_imp_asc,0.03,5,5,197,5.642966243613046e-06
C_imp_asc,0.03,5,5,198,9.955916539183818e-06
C_imp_asc,0.03,5,5,199,-1.4779308003198821e-05
C_imp_asc,0.05,8,8,0,3.4707554732449353e-06
C_imp_asc,0.05,8,8,1,1.1286482731520664e-05
C_imp_asc,0.05,8,8,2,-0.014771251408092212
C_imp_asc,0.05,8,8,3,-2.734043482632842e-05
C_imp_asc,0.05,8,8,4,1.2351474651950411e-06
C_imp_asc,0.05,8,8,5,2.7758926080423407e-05
C_imp_asc,0.05,8,8,6,3.4707554732449353e-06
C_imp_asc,0.05,8,8,7,1.0715083590184804e-05
C_imp_asc,0.05,8,8,8,-0.02208112426160369
C_imp_asc,0.05,8,8,9,-4.369404450699221e-06
C_imp_asc,0.05,8,8,10,1.802717633836437e-05
C_imp_asc,0.05,8,8,11,2.1636341443809215e-05
C_imp_asc,0.05,8,8,12,-0.017506360141851474
C_imp_asc,0.05,8,8,13,1.9846128452627454e-05
C_imp_asc,0.05,8,8,14,8.350040843652096e-06
C_imp_asc,0.05,8,8,15,1.1351231478329282e-05
C_imp_asc,0.05,8,8,16,1.1514165635162499e-05
C_imp_asc,0.05,8,8,17,-0.054536677094802144
C_imp_asc,0.05,8,8,18,-3.762011147045996e-06
C_imp_asc,0.05,8,8,19,3.325074430904351e-06
C_imp_asc,0.05,8,8,20,4.103742685401812e-05
C_imp_asc,0.05,8,8,21,1.7770548765838612e-05
C_imp_asc,0.05,8,8,22,1.7955827388504986e-05
C_imp_asc,0.05,8,8,23,1.2765663996106014e-05
C_imp_asc,0.05,8,8,24,-4.956140401191078e-06
C_imp_asc,0.05,8,8,25,3.295981514384039e-07
C_imp_asc,0.05,8,8,26,1.701659584796289e-05
C_imp_asc,0.05,8,8,27,1.6213529306696728e-05
C_imp_asc,0.05,8,8,28,8.107248504529707e-06
C_imp_asc,0.05,8,8,29,-0.02366060492931865
C_imp_asc,0.05,8,8,30,1.5674103451601695e-05
C_imp_asc,0.05,8,8,31,2.2070274098950904e-05
C_imp_asc,0.05,8,8,32,2.032044176303316e-05
C_imp_asc,0.05,8,8,33,4.218562025926076e-06
C_imp_asc,0.05,8,8,34,4.374357831693487e-05
C_imp_asc,0.05,8,8,35,-0.02233933235120844
C_imp_asc,0.05,8,8,36,-2.7392014999350067e-05
C_imp_asc,0.05,8,8,37,-5.259710633254144e-06
C_imp_asc,0.05,8,8,38,-0.03434410748513983
C_imp_asc,0.05,8,8,39,-0.006435519346268848
C_imp_asc,0.05,8,8,40,2.056888934021117e-05
C_imp_asc,0.05,8,8,41,-1.4652518075308762e-05
C_imp_asc,0.05,8,8,42,1.1901199286512565e-05
C_imp_asc,0.05,8,8,43,3.204652330168756e-05
C_imp_asc,0.05,8,8,44,-0.015327469140174799
C_imp_asc,0.05,8,8,45,2.2484176952275448e-05
C_imp_asc,0.05,8,8,46,1.8604439901537262e-05
C_imp_asc,0.05,8,8,47,-0.017849500186684963
C_imp_asc,0.05,8,8,48,9.883002348942682e-06
C_imp_asc,0.05,8,8,49,2.4214654331444763e-05
C_imp_asc,0.05,8,8,50,1.7240989109268412e-05
C_imp_asc,0.05,8,8,51,5.41426743438933e-07
C_imp_asc,0.05,8,8,52,-0.027524819780865073
C_imp_asc,0.05,8,8,53,1.7770548765838612e-05
C_imp_asc,0.05,8,8,54,2.7758926080423407e-05
C_imp_asc,0.05,8,8,55,1.8130740500055254e-05
C_imp_asc,0.05,8,8,56,1.1652035027509555e-05
C_imp_asc,0.05,8,8,57,-0.024896865113078093
C_imp_asc,0.05,8,8,58,-4.935509423376061e-07
C_imp_asc,0.05,8,8,59,-3.823408405878581e-06
C_imp_asc,0.05,8,8,60,-0.028683372835530463
C_imp_asc,0.05,8,8,61,-0.03235244549335903
C_imp_asc,0.05,8,8,62,-1.1031608664779924e-05
C_imp_asc,0.05,8,8,63,3.8456543734355364e-05
C_imp_asc,0.05,8,8,64,-1.1031608664779924e-05
C_imp_asc,0.05,8,8,65,-1.4237586583476514e-05
C_imp_asc,0.05,8,8,66,3.852965892292559e-05
C_imp_asc,0.05,8,8,67,-2.1796194232592825e-05
C_imp_asc,0.05,8,8,68,-2.1796128748974297e-05
C_imp_asc,0.05,8,8,69,1.7372890397382434e-05
C_imp_asc,0.05,8,8,70,-5.0382159315631725e-06
C_imp_asc,0.05,8,8,71,1.1976054338447284e-05
C_imp_asc,0.05,8,8,72,-0.06301552665718191
C_imp_asc,0.05,8,8,73,1.8773718693410046e-05
