pair_id,word_a,word_b,first_subtoken_id_a,first_subtoken_id_b,first_subtoken_text_a,first_subtoken_text_b,token_count_a,token_count_b,logit_gap_A_colon
pair67,tuzulplum,fertrenkun,121923,21900,tuz,fert,4,4,0.25
pair68,speizissaim,korwaissal,2395,33054,spe,kor,4,4,0.375
pair69,felneillas,douboulfil,18515,7810,fel,doub,3,3,0.09375
pair70,kenpirbouk,punpraigrin,50332,8474,ken,pun,4,4,0.15625
pair71,nailwaimous,pelnorpreik,32095,12077,nail,pel,4,4,0.015625
pair72,suslulrei,funsairtem,4582,2523,sus,fun,4,4,0.2265625
pair73,mospanmout,dolseirpok,23518,21968,mos,dol,4,4,0.421875
pair74,bosmorbom,nouswolfo,43746,17317,bos,nous,4,4,0.46875
pair75,wilnesweis,spirbarai,31331,18823,wil,spir,3,3,0.296875
pair76,dolprousvas,wilslulslou,21968,31331,dol,wil,5,5,0.40625
pair77,lurzounzin,rolzisbre,47747,18147,lur,rol,4,4,0.09375
pair78,breilpislu,talbeirbrit,5395,8374,bre,tal,4,4,0.109375
pair79,plurvelwur,fistolzir,60217,40902,plur,fist,4,4,0.28125
pair80,nouzeistak,vesrildol,20117,65635,nou,ves,4,4,0.4375
pair81,moufuwim,spurzarfei,54409,60131,mou,spur,4,4,0.359375
pair82,manrogro,benplerpom,893,3399,man,ben,3,3,0.03125
pair83,vilgrouwair,nuntilzut,26886,29195,vil,nun,4,4,0.296875
pair84,furbanfei,punplouswel,18742,8474,fur,pun,4,4,0.34375
pair85,verpeisnat,morploulvat,2807,4411,ver,mor,4,4,0.265625
pair86,soulmunvut,turflailvas,13836,13535,soul,tur,4,4,0.34375
pair87,nurkrodem,lainvirplei,12500,51476,nur,lain,4,4,0.484375
pair88,wisfliskrum,florroulpla,19112,70240,wis,flor,4,4,0.265625
pair89,bronweisbik,finrilmeir,31071,1913,bron,fin,4,4,0.15625
pair90,fleigrarmis,lainvirplei,13259,51476,fle,lain,4,4,0.0
pair91,laszeintrar,balvisflos,5252,9839,las,bal,4,4,0.296875
pair92,werloupok,nibroukron,7205,31385,wer,nib,4,4,0.25
pair93,gunwezer,falmeiga,6166,26564,gun,fal,3,3,0.203125
pair94,wasninnaik,prosdailvi,5828,8882,wasn,pros,4,4,0.015625
pair95,zerflavait,taszeisbal,77278,52314,zer,tas,4,4,0.21875
pair96,mouprosspot,deinwalpem,54409,96019,mou,dein,4,4,0.265625
pair97,pleinvorpan,raintrarai,7245,11422,ple,rain,4,4,0.09375
pair98,bolmespreil,filkroufol,21434,1488,bol,fil,4,4,0.46875
pair99,wasninnaik,bondenslout,5828,11049,wasn,bond,4,4,0.203125
