pair_id,word_a,word_b,first_subtoken_id_a,first_subtoken_id_b,first_subtoken_text_a,first_subtoken_text_b,token_count_a,token_count_b,logit_gap_A_colon
pair47,silmespout,ladoltrous,5437,57625,sil,lad,4,4,0.1171875
pair48,darveissos,zurmesflain,15269,17312,dar,zur,4,4,0.4140625
pair49,tonbrelkrot,darplarpran,8766,15269,ton,dar,5,5,0.3515625
pair50,renproltrei,palgospes,5672,10854,ren,pal,4,4,0.453125
pair51,wenflonzous,fleinlonspi,37357,12962,wen,fle,4,4,0.411376953125
pair52,bolflakan,pisstorat,20771,62314,bol,pis,3,3,0.28125
pair53,rosfulfu,nesteikom,26190,77459,ros,neste,3,3,0.078125
pair54,trafloutas,lilplilspek,9586,61371,tra,lil,4,4,0.38671875
pair55,pupainbrok,stosruskut,14895,95983,pup,stos,4,4,0.4169921875
pair56,stoswoutel,kolpismul,95983,47119,stos,kol,4,4,0.3623046875
pair57,zertrurpran,voungosnei,76178,54062,zer,vou,5,5,0.330078125
pair58,tourgouszas,plusstornel,7216,5519,tour,plus,4,4,0.4375
pair59,spanmorkur,groprortim,9390,10487,span,gro,4,4,0.4375
pair60,breilpislu,talbeirbrit,5282,8210,bre,tal,4,4,0.0234375
pair61,kurzainprek,sloflibit,70984,17603,kurz,slo,4,4,0.4033203125
pair62,lainkunkir,risreinprim,50376,9824,lain,ris,4,4,0.34228515625
pair63,nurkrodem,lainvirplei,12222,50376,nur,lain,4,4,0.240234375
pair64,fleigrarmis,lainvirplei,12962,50376,fle,lain,4,4,0.166015625
pair65,kerzenwun,gunbolprait,33701,6038,ker,gun,4,4,0.3515625
pair66,werloupok,nibroukron,7060,30285,wer,nib,4,4,0.0078125
pair67,breinulde,tousweinmu,5282,25642,bre,tous,4,4,0.01953125
pair68,gunwezer,falmeiga,6038,25484,gun,fal,3,3,0.46875
pair69,trelnidat,rankrusvur,4258,7077,tre,rank,4,4,0.34375
pair70,laplerdit,rububrim,23410,10273,lap,rub,3,3,0.0546875
pair71,kesnameik,foszudes,50977,48390,kes,fos,3,3,0.375
pair72,sourmugrat,merrosmu,20282,4704,sour,mer,4,4,0.265625
pair73,buboltreik,talveilsout,77769,8210,bub,tal,4,4,0.12109375
pair74,naweinplol,kokresplair,75916,89537,naw,kok,4,4,0.46484375
pair75,sleilsolgai,musgrouwar,19747,3091,sle,mus,4,4,0.3828125
pair76,breidangrei,slaistrurte,5282,31893,bre,sla,4,4,0.43359375
pair77,lungrorses,vitrosmir,31973,53904,lun,vitro,3,3,0.1015625
pair78,fasloutes,prisstesti,66518,51479,fas,pris,3,3,0.140625
pair79,ternosmat,wilzerror,71617,30231,tern,wil,3,3,0.2734375
pair80,breirfurgo,tesgraisso,5282,50209,bre,tes,4,4,0.46875
pair81,nourbranlei,kurvolpreir,45698,27265,nour,kur,4,4,0.45703125
pair82,rolkrirnim,famoupris,17679,2091,rol,fam,4,4,0.0078125
pair83,tailstelrum,surorkrour,9787,1729,tail,sur,4,4,0.234375
pair84,fairzilraik,gerbrirleis,6624,17239,fair,ger,5,5,0.4375
pair85,nourbranlei,mesbeilpen,45698,10846,nour,mes,4,4,0.25
pair86,pobolroul,bolbrinsai,76722,20771,pob,bol,4,4,0.2890625
pair87,kasbergeis,poubrigaik,47656,16836,kas,pou,4,4,0.36669921875
pair88,felsteta,tonslistrem,18027,19608,fel,tons,3,3,0.3046875
pair89,slaivelkru,filpaisdour,31893,1461,sla,fil,4,4,0.10546875
pair90,dougrustri,pulzougal,24576,7737,dou,pul,4,4,0.1328125
pair91,dilgrotrik,treipumol,18840,4258,dil,tre,4,4,0.46875
pair92,bergragrin,slepaldais,10207,19747,ber,sle,4,4,0.3359375
pair93,bonkrirban,steilizain,7814,4087,bon,ste,4,4,0.140625
pair94,vorronslus,rinflairfin,13906,53721,vor,rin,4,4,0.34521484375
pair95,murflairfo,vasflarbou,8146,43396,mur,vas,4,4,0.185546875
pair96,talzostor,douflounper,8210,24576,tal,dou,4,4,0.34765625
pair97,rolroulkret,burplaimas,17679,7795,rol,bur,4,4,0.125
pair98,vainflezul,sulmousnis,45504,25774,vain,sul,4,4,0.259765625
pair99,paispainsik,bunleindeis,61283,44821,pais,bun,4,4,0.057300567626953125
