model,group,ratio,ratio_label,k,k_actual,crel_pair,pair_id,attr_dim,delta_target_logit_signed,delta_source_logit_signed,argmax_token_id_clean,argmax_token_id_patched,n_cell_C_p,n_cell_D_p,n_cell_hihp_p,n_cell_hilp_p,causal_imp_median,perturbation_median
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair6,Q,0.0,0.125,4382,4382,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair7,P,-0.125,0.0625,46878,46878,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair7,Q,0.0,0.0,4382,4382,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair8,P,0.0,-0.1875,46878,46878,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair8,Q,-0.125,-0.0625,4382,4382,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair9,P,0.0,-0.0625,46878,46878,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair9,Q,0.0,-0.0625,4382,4382,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair0,P,0.0,-0.125,10006,10006,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair0,Q,-0.25,0.0625,10006,10006,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair1,P,0.0,-0.1875,7245,7245,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair1,Q,-0.125,0.0,7245,7245,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair2,P,-0.125,-0.0625,18515,18515,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair2,Q,-0.25,0.0,18515,18515,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair3,P,0.0,-0.3125,9427,9427,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair3,Q,-0.125,-0.0625,9427,9427,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair4,P,0.0,-0.125,41389,41389,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair4,Q,0.0,-0.125,41389,41389,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair5,P,-0.125,-0.0625,1765,1765,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair5,Q,0.0,-0.0625,1765,1765,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair6,P,0.0,0.0,26976,26976,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair6,Q,0.0,0.0625,26976,26976,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair7,P,-0.25,0.0625,59380,59380,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair7,Q,-0.375,0.0625,59380,59380,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair8,P,0.0,-0.0625,13259,13259,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair8,Q,0.0,0.0,13259,13259,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair9,P,0.0,-0.3125,57625,57625,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair9,Q,-0.125,-0.25,57625,57625,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-LESS,pair0,P,-0.25,0.125,22337,22337,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-LESS,pair0,Q,-0.125,0.0625,22337,22337,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-LESS,pair1,P,0.0,0.125,11716,11716,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-LESS,pair1,Q,-0.125,0.0,11716,11716,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-LESS,pair2,P,-0.125,0.1875,64883,64883,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-LESS,pair2,Q,-0.125,0.25,64883,64883,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-LESS,pair3,P,-0.125,0.0,2479,2479,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-LESS,pair3,Q,-0.125,0.0625,2479,2479,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-LESS,pair4,P,-0.125,0.0625,34264,34264,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-LESS,pair4,Q,-0.125,0.125,34264,34264,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-LESS,pair5,P,0.0,-0.125,18728,18728,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-LESS,pair5,Q,-0.125,-0.125,18728,18728,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-LESS,pair6,P,-0.125,0.1875,43773,43773,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-LESS,pair6,Q,-0.25,0.25,43773,43773,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-LESS,pair7,P,0.0,0.1875,35092,35092,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-LESS,pair7,Q,0.0,0.0625,35092,35092,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-LESS,pair8,P,0.0,0.0625,18608,18608,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-LESS,pair8,Q,-0.125,0.125,18608,18608,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-LESS,pair9,P,0.0,-0.1875,45712,45712,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,SAME-LESS,pair9,Q,0.0,-0.125,45712,45712,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-MORE,pair0,P,-0.125,0.1171875,10006,10006,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-MORE,pair0,Q,-0.25,0.53125,10006,10006,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-MORE,pair1,P,-0.125,0.09375,7245,7245,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-MORE,pair1,Q,0.0,0.5625,7245,7245,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-MORE,pair2,P,-0.125,0.078125,18515,18515,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-MORE,pair2,Q,-0.125,0.5,18515,18515,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-MORE,pair3,P,0.0,0.109375,9427,9427,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-MORE,pair3,Q,0.0,0.5625,9427,9427,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-MORE,pair4,P,0.0,0.109375,41389,41389,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-MORE,pair4,Q,0.0,0.5,41389,41389,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-MORE,pair5,P,-0.125,0.140625,1765,1765,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-MORE,pair5,Q,0.0,0.46875,1765,1765,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-MORE,pair6,P,0.0,0.0703125,26976,26976,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-MORE,pair6,Q,0.0,0.5,26976,26976,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-MORE,pair7,P,-0.25,0.15625,59380,59380,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-MORE,pair7,Q,-0.375,0.40625,59380,59380,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-MORE,pair8,P,0.0,0.109375,13259,13259,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-MORE,pair8,Q,0.125,0.5,13259,13259,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-MORE,pair9,P,0.0,0.09375,57625,57625,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-MORE,pair9,Q,0.0,0.4375,57625,57625,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-LESS,pair0,P,-0.5,0.296875,22337,22337,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-LESS,pair0,Q,-0.25,0.6875,22337,22337,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-LESS,pair1,P,0.0,0.234375,11716,11716,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-LESS,pair1,Q,0.0,0.625,11716,11716,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-LESS,pair2,P,-0.125,0.359375,64883,64883,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-LESS,pair2,Q,-0.125,0.6875,64883,64883,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-LESS,pair3,P,-0.125,0.203125,2479,2479,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-LESS,pair3,Q,-0.125,0.875,2479,2479,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-LESS,pair4,P,-0.125,0.28125,34264,34264,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-LESS,pair4,Q,-0.125,0.71875,34264,34264,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-LESS,pair5,P,0.0,0.25,18728,18728,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-LESS,pair5,Q,-0.125,0.625,18728,18728,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-LESS,pair6,P,-0.25,0.25,43773,43773,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-LESS,pair6,Q,-0.25,0.59375,43773,43773,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-LESS,pair7,P,0.0,0.203125,35092,35092,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-LESS,pair7,Q,0.0,0.53125,35092,35092,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-LESS,pair8,P,0.0,0.234375,18608,18608,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-LESS,pair8,Q,0.125,0.59375,18608,18608,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-LESS,pair9,P,0.0,0.15625,45712,45712,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,OPP-LESS,pair9,Q,0.0,0.6875,45712,45712,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,MORE-LESS,pair0,P,0.0,0.375,22337,22337,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,MORE-LESS,pair0,Q,0.125,0.375,22337,22337,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,MORE-LESS,pair1,P,0.0,0.3125,11716,11716,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,MORE-LESS,pair1,Q,-0.125,0.5,11716,11716,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,MORE-LESS,pair2,P,-0.125,0.5,64883,64883,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,MORE-LESS,pair2,Q,-0.125,0.625,64883,64883,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,MORE-LESS,pair3,P,0.0,0.25,2479,2479,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,MORE-LESS,pair3,Q,0.0,0.5625,2479,2479,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,MORE-LESS,pair4,P,-0.125,0.3125,34264,34264,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,MORE-LESS,pair4,Q,-0.125,0.3125,34264,34264,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,MORE-LESS,pair5,P,0.0,0.0,18728,18728,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,MORE-LESS,pair5,Q,-0.125,0.0,18728,18728,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,MORE-LESS,pair6,P,0.0,0.125,43773,43773,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,MORE-LESS,pair6,Q,-0.125,0.1875,43773,43773,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,MORE-LESS,pair7,P,-0.125,0.1875,35092,35092,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,MORE-LESS,pair7,Q,0.0,0.5,35092,35092,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,MORE-LESS,pair8,P,0.0,0.3125,18608,18608,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,MORE-LESS,pair8,Q,0.0,0.3125,18608,18608,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,MORE-LESS,pair9,P,-0.125,0.4375,45712,45712,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,C_p_imp_asc,0.05,r0.05,51,51,MORE-LESS,pair9,Q,-0.125,0.1875,45712,45712,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair0,P,0.0,-0.0625,46878,46878,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair0,Q,0.0,-0.125,4382,4382,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair1,P,0.125,-0.0625,46878,46878,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair1,Q,0.0,0.0625,4382,4382,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair2,P,0.0,-0.0625,46878,46878,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair2,Q,0.0,-0.0625,4382,4382,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair3,P,0.0,-0.0625,46878,46878,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair3,Q,0.0,-0.0625,4382,4382,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair4,P,0.0,-0.0625,46878,46878,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair4,Q,-0.125,-0.0625,4382,4382,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair5,P,0.0,-0.0625,46878,46878,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair5,Q,0.0,0.0,4382,4382,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair6,P,0.0,-0.125,46878,46878,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair6,Q,0.0,0.0625,4382,4382,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair7,P,0.0,-0.0625,46878,46878,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair7,Q,-0.125,-0.0625,4382,4382,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair8,P,0.0,-0.25,46878,46878,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair8,Q,0.0,0.0,4382,4382,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair9,P,0.125,-0.0625,46878,46878,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-OPP,pair9,Q,0.0,-0.125,4382,4382,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair0,P,0.0,-0.0625,10006,10006,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair0,Q,0.0,0.0625,10006,10006,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair1,P,0.125,0.0625,7245,7245,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair1,Q,0.0,0.125,7245,7245,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair2,P,0.0,0.125,18515,18515,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair2,Q,0.0,0.125,18515,18515,115,341,397,171,0.0208333333333333,0.2509546428918838
llama-3.1-8b-instruct,D_p_imp_asc,0.05,r0.05,51,51,SAME-MORE,pair3,P,0.0,-0.1875,9427,9427,115,341,397,171,0.0208333333333333,0.2509546428918838
