trial_id,relation,subject,target,competitor,target_id,competitor_id,argmax_id,argmax_token,target_rank,target_logit,competitor_logit,margin,is_top1,is_top5
P140_100,P140,Jahangir,Islam,Christianity,14910,31086,198,"
",3,13.8125,6.46875,7.34375,False,True
P1412_10009,P1412,Lin Huiyin,Chinese,English,8453,6364,315, of,78,10.9375,10.5625,0.375,False,False
P1412_10036,P1412,Dominique Perben,French,English,8585,6364,8585, French,1,12.5,9.5,3.0,True,True
P159_1001,P159,Physikalisch-Technische Bundesanstalt,Brunswick,London,60150,7148,25453, Bra,35,9.0625,2.03125,7.03125,False,False
P159_10015,P159,GIC Private Limited,Singapore,London,20539,7148,34712, Mumbai,2,16.0,11.9375,4.0625,False,True
P17_10005,P17,New Era University,Philippines,India,25296,6747,264, a,176,9.3125,8.3125,1.0,False,False
P17_10034,P17,Kojur District,Iran,India,10259,6747,279, the,179,9.1875,8.9375,0.25,False,False
P176_10014,P176,Honda CB550,Honda,Toyota,28887,29200,28887, Honda,1,14.1875,7.40625,6.78125,True,True
P176_10044,P176,Toyota Mark II,Toyota,Honda,29200,28887,29200, Toyota,1,15.25,10.0625,5.1875,True,True
P178_10019,P178,Google Account,Google,Microsoft,5085,5100,5085, Google,1,14.5,7.03125,7.46875,True,True
P178_10020,P178,NTLDR,Microsoft,Apple,5100,8162,892, which,3,12.0,4.9375,7.0625,False,True
P19_1002,P19,Michel Brault,Montreal,London,29513,7148,220, ,2,15.25,7.84375,7.40625,False,True
P19_10031,P19,Masako Natsume,Tokyo,London,26194,7148,264, a,8,8.75,4.15625,4.59375,False,False
P190_10000,P190,Cincinnati,Munich,Istanbul,46204,53368,7407, located,4884,1.6640625,0.0908203125,1.5732421875,False,False
P190_10006,P190,Athens,Kiev,Istanbul,61625,53368,38493, Pir,6396,1.2421875,5.125,-3.8828125,False,False
P20_10007,P20,Sa'd al-Dawla,Aleppo,London,57121,7148,220, ,3,14.6875,5.84375,8.84375,False,True
P20_1008,P20,Greer Lankton,Chicago,London,10557,7148,52836, Flint,3,12.875,9.75,3.125,False,True
P264_1000,P264,Purple Hearts,Sunshine,Brunswick,61294,60150,12831, considering,1020,5.59375,2.828125,2.765625,False,False
P264_10597,P264,Meredith Andrews,Word,Brunswick,9322,60150,279, the,1277,7.0,6.15625,0.84375,False,False
P27_10002,P27,Colmar Freiherr von der Goltz,Germany,Canada,9856,6864,892, which,5,9.25,4.90625,4.34375,False,True
P27_10008,P27,Paolo Martin,Italy,Canada,15344,6864,892, which,6,10.6875,6.03125,4.65625,False,False
P276_10021,P276,Jay Treaty,London,Melbourne,7148,26437,279, the,904,0.66015625,-4.4375,5.09765625,False,False
P276_10062,P276,Chelyabinsk meteor,Russia,London,8359,7148,518, at,73,8.75,-0.302734375,9.052734375,False,False
P30_10003,P30,Liard Island,Antarctica,Europe,71687,4505,279, the,78,9.625,6.84375,2.78125,False,False
P30_10028,P30,Whillans Ice Stream,Antarctica,Europe,71687,4505,71687, Antarctica,1,18.875,9.3125,9.5625,True,True
P36_10035,P36,Saxony,Dresden,Paris,85445,12095,1304, __,2,13.4375,0.65234375,12.78515625,False,True
P36_10369,P36,Second French Empire,Paris,Prague,12095,67289,12095, Paris,1,12.4375,2.21875,10.21875,True,True
P364_10013,P364,Conjunctions,English,French,6364,8585,6364, English,1,14.3125,13.1875,1.125,True,True
P364_10039,P364,Rasigan,Tamil,English,43783,6364,264, a,784,3.625,5.3125,-1.6875,False,False
P37_10078,P37,Papua New Guinea,English,Finnish,6364,57853,6364, English,1,14.875,0.2216796875,14.6533203125,True,True
P37_10134,P37,Zimbabwe,English,Finnish,6364,57853,264, a,5,13.4375,3.9375,9.5,False,True
P39_10010,P39,Maximianus of Ravenna,bishop,pope,53206,63272,35859, saint,27,11.8125,11.875,-0.0625,False,False
P39_10025,P39,Bernard Tissier de Mallerais,bishop,pope,53206,63272,10560, Director,1013,5.90625,3.8125,2.09375,False,False
P407_10033,P407,Vogue Italia,Italian,French,14811,8585,5497, changed,12,11.25,8.6875,2.5625,False,False
P407_10082,P407,I Got a Boy,Korean,French,16134,8585,264, a,383,8.25,10.0,-1.75,False,False
P413_10029,P413,Don Meredith,quarterback,midfielder,19481,43967,315, of,107,6.40625,2.453125,3.953125,False,False
P413_1006,P413,Jonathan Goff,linebacker,midfielder,47700,43967,1447,":

",19,11.9375,10.6875,1.25,False,False
P449_10023,P449,Whew!,CBS,NBC,24029,23521,220, ,302,2.6875,1.9609375,0.7265625,False,False
P449_10104,P449,Dough Re Mi,NBC,CBS,23521,24029,59045, PBS,10,12.5,12.1875,0.3125,False,False
P463_10050,P463,Football Association of Zambia,FIFA,NATO,43642,29234,38044, Confeder,14,12.75,1.859375,10.890625,False,False
P463_10121,P463,Tajikistan National Football Federation,FIFA,NATO,43642,29234,43642, FIFA,1,16.125,2.984375,13.140625,True,True
P495_10012,P495,Franco-Belgian comics,Belgium,Japan,32961,6323,279, the,6,11.25,3.484375,7.765625,False,False
P495_1003,P495,Comic High!,Japan,Canada,6323,6864,220, ,3,17.75,13.4375,4.3125,False,True
P641_10047,P641,Stan Musial,baseball,soccer,19507,22174,19507, baseball,1,18.5,9.1875,9.3125,True,True
P641_10270,P641,Billy Sunday,baseball,soccer,19507,22174,315, of,7,11.3125,8.625,2.6875,False,False
P740_10016,P740,Pentacon,Dresden,London,85445,7148,220, ,3,15.75,7.84375,7.90625,False,True
P740_10054,P740,Larsen & Toubro,Mumbai,London,34712,7148,220, ,18,16.25,13.375,2.875,False,False
P937_10004,P937,Adam Jerzy Czartoryski,Paris,London,12095,7148,279, the,4,12.25,10.0,2.25,False,True
P937_10060,P937,Jonathan Meese,Hamburg,London,50462,7148,279, the,26,7.125,5.59375,1.53125,False,False
