model,group,ratio,k,k_actual,crel_pair,pair_id,attr_dim,delta_target_logit_signed,delta_source_logit_signed,argmax_token_id_clean,argmax_token_id_patched
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-MORE,pair5,P,-0.5,-0.125,50799,50799
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-MORE,pair5,Q,0.25,-0.1875,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-MORE,pair6,P,-0.25,-0.15625,50799,50799
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-MORE,pair6,Q,0.25,0.25,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-MORE,pair7,P,-0.75,0.3125,50799,50799
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-MORE,pair7,Q,0.0,1.0625,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-MORE,pair8,P,-0.25,-1.8125,50799,50799
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-MORE,pair8,Q,-0.25,0.0625,3606,3606
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-MORE,pair9,P,-0.25,-0.875,50799,50799
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-MORE,pair9,Q,0.25,-0.75,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-LESS,pair0,P,-0.25,0.96875,50799,50799
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-LESS,pair0,Q,-0.25,-0.5625,3606,17983
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-LESS,pair1,P,-0.5,0.9375,50799,50799
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-LESS,pair1,Q,-0.25,1.1875,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-LESS,pair2,P,-0.25,0.390625,565,50799
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-LESS,pair2,Q,-0.5,-0.25,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-LESS,pair3,P,-0.25,1.0625,50799,50799
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-LESS,pair3,Q,0.0,0.25,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-LESS,pair4,P,-0.25,1.9375,50799,50799
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-LESS,pair4,Q,0.0,0.3125,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-LESS,pair5,P,-0.75,0.84375,50799,50799
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-LESS,pair5,Q,-0.25,-0.3125,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-LESS,pair6,P,0.0,0.921875,50799,50799
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-LESS,pair6,Q,0.0,-0.4375,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-LESS,pair7,P,-0.5,1.0,50799,50799
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-LESS,pair7,Q,-0.5,0.6875,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-LESS,pair8,P,-0.25,2.0625,50799,50799
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-LESS,pair8,Q,-0.5,0.75,3606,3606
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-LESS,pair9,P,-0.5,0.84375,50799,50799
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,OPP-LESS,pair9,Q,-0.25,0.5625,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,MORE-LESS,pair0,P,0.0,2.875,12161,12161
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,MORE-LESS,pair0,Q,0.25,2.875,12161,12161
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,MORE-LESS,pair1,P,0.75,3.875,10658,10658
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,MORE-LESS,pair1,Q,0.25,4.25,10658,10658
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,MORE-LESS,pair2,P,0.0,4.5,16104,16104
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,MORE-LESS,pair2,Q,0.0,5.0,16104,16104
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,MORE-LESS,pair3,P,0.5,2.375,4045,4045
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,MORE-LESS,pair3,Q,0.0,4.75,4045,4045
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,MORE-LESS,pair4,P,-0.25,2.875,9540,9540
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,MORE-LESS,pair4,Q,-0.5,4.0,9540,9540
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,MORE-LESS,pair5,P,-0.75,3.75,75416,75416
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,MORE-LESS,pair5,Q,-0.5,4.125,75416,75416
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,MORE-LESS,pair6,P,0.5,3.625,13502,13502
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,MORE-LESS,pair6,Q,0.5,3.75,13502,13502
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,MORE-LESS,pair7,P,-0.5,4.875,19414,19414
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,MORE-LESS,pair7,Q,-1.0,7.9375,19414,19414
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,MORE-LESS,pair8,P,0.0,7.375,12460,12460
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,MORE-LESS,pair8,Q,0.25,8.25,12460,12460
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,MORE-LESS,pair9,P,0.0,2.875,17536,17536
gemma-3-27b-it,hihp_imp_desc,0.01,18,18,MORE-LESS,pair9,Q,-0.25,4.5,17536,17536
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-OPP,pair0,P,-2.5,8.75,65337,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-OPP,pair0,Q,1.25,9.0,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-OPP,pair1,P,1.0,12.75,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-OPP,pair1,Q,0.5,9.4375,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-OPP,pair2,P,-1.5,8.125,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-OPP,pair2,Q,0.0,8.0,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-OPP,pair3,P,0.5,13.125,65337,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-OPP,pair3,Q,0.5,13.25,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-OPP,pair4,P,0.5,7.75,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-OPP,pair4,Q,0.0,13.875,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-OPP,pair5,P,0.75,11.875,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-OPP,pair5,Q,1.0,8.25,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-OPP,pair6,P,0.25,11.125,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-OPP,pair6,Q,-0.75,11.125,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-OPP,pair7,P,-2.0,14.625,65337,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-OPP,pair7,Q,-0.25,7.25,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-OPP,pair8,P,-3.0,13.125,65337,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-OPP,pair8,Q,0.5,5.375,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-OPP,pair9,P,0.0,14.5,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-OPP,pair9,Q,1.0,10.0,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-MORE,pair0,P,1.5,-11.125,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-MORE,pair0,Q,1.75,-7.875,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-MORE,pair1,P,0.0,-7.8125,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-MORE,pair1,Q,-0.25,-5.9375,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-MORE,pair2,P,-0.5,-7.875,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-MORE,pair2,Q,-0.75,-1.5,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-MORE,pair3,P,0.25,-6.625,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-MORE,pair3,Q,1.25,-4.875,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-MORE,pair4,P,0.0,-7.875,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-MORE,pair4,Q,-0.25,-3.375,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-MORE,pair5,P,-1.0,-7.75,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-MORE,pair5,Q,-0.25,-4.6875,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-MORE,pair6,P,0.25,-9.1875,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-MORE,pair6,Q,-0.25,-3.25,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-MORE,pair7,P,0.5,-7.625,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-MORE,pair7,Q,0.25,-3.875,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-MORE,pair8,P,-0.75,-10.625,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-MORE,pair8,Q,-0.5,-7.625,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-MORE,pair9,P,0.0,-6.125,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-MORE,pair9,Q,0.5,-3.25,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-LESS,pair0,P,0.0,-5.875,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-LESS,pair0,Q,-1.25,-3.875,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-LESS,pair1,P,-0.25,-6.0,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-LESS,pair1,Q,-1.75,-4.25,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-LESS,pair2,P,0.75,-7.0625,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-LESS,pair2,Q,0.0,-5.125,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-LESS,pair3,P,0.25,-7.75,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-LESS,pair3,Q,-2.0,-6.125,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-LESS,pair4,P,0.25,-6.375,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-LESS,pair4,Q,-2.0,-5.0,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-LESS,pair5,P,0.0,-8.8125,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-LESS,pair5,Q,-1.75,-4.75,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-LESS,pair6,P,-0.25,-6.375,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-LESS,pair6,Q,-2.0,-5.5,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-LESS,pair7,P,0.75,-4.625,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-LESS,pair7,Q,-0.25,-3.875,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-LESS,pair8,P,-0.75,-4.625,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-LESS,pair8,Q,-1.25,-2.0,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-LESS,pair9,P,-0.5,-7.625,65337,65337
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,SAME-LESS,pair9,Q,-2.25,-4.875,27916,27916
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-MORE,pair0,P,0.5,-4.375,50799,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-MORE,pair0,Q,-0.5,-5.0,3606,17983
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-MORE,pair1,P,0.25,-3.84375,50799,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-MORE,pair1,Q,-0.5,-3.0625,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-MORE,pair2,P,0.5,-4.953125,565,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-MORE,pair2,Q,-1.0,-3.375,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-MORE,pair3,P,0.5,-2.5,50799,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-MORE,pair3,Q,-0.25,-1.625,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-MORE,pair4,P,0.5,-5.484375,50799,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-MORE,pair4,Q,-0.5,-6.75,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-MORE,pair5,P,0.25,-3.4375,50799,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-MORE,pair5,Q,0.25,-4.625,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-MORE,pair6,P,0.75,-3.875,50799,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-MORE,pair6,Q,-0.25,-5.125,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-MORE,pair7,P,0.5,-3.21875,50799,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-MORE,pair7,Q,-1.0,-5.0,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-MORE,pair8,P,0.0,-5.21875,50799,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-MORE,pair8,Q,-0.5,-5.0,3606,17983
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-MORE,pair9,P,0.0,-3.125,50799,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-MORE,pair9,Q,-0.25,-2.625,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-LESS,pair0,P,-1.25,-3.46875,50799,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-LESS,pair0,Q,-1.375,-6.03125,3606,17983
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-LESS,pair1,P,-2.75,-1.34375,50799,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-LESS,pair1,Q,-2.0,-2.96875,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-LESS,pair2,P,-1.0,-0.953125,565,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-LESS,pair2,Q,-2.0,-3.90625,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-LESS,pair3,P,-2.25,-1.84375,50799,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-LESS,pair3,Q,-1.75,-4.75,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-LESS,pair4,P,-1.0,-2.5625,50799,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-LESS,pair4,Q,-1.0,-8.3125,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-LESS,pair5,P,-1.5,-0.875,50799,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-LESS,pair5,Q,-0.25,-4.1875,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-LESS,pair6,P,-1.25,-2.4296875,50799,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-LESS,pair6,Q,-0.75,-6.0,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-LESS,pair7,P,-1.5,-2.09375,50799,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-LESS,pair7,Q,-2.0,-5.25,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-LESS,pair8,P,-1.75,-0.59375,50799,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-LESS,pair8,Q,-1.0,-2.625,3606,17983
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-LESS,pair9,P,-2.25,-2.40625,50799,565
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,OPP-LESS,pair9,Q,-1.0,-5.59375,17983,17983
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,MORE-LESS,pair0,P,-0.75,-8.4375,12161,12161
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,MORE-LESS,pair0,Q,-1.0,-8.125,12161,12161
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,MORE-LESS,pair1,P,-0.25,-4.625,10658,10658
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,MORE-LESS,pair1,Q,-0.75,-4.625,10658,10658
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,MORE-LESS,pair2,P,0.25,-3.5625,16104,16104
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,MORE-LESS,pair2,Q,0.25,-2.5625,16104,16104
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,MORE-LESS,pair3,P,-0.75,-3.5,4045,4045
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,MORE-LESS,pair3,Q,-0.5,-5.8125,4045,4045
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,MORE-LESS,pair4,P,0.0,-4.0,9540,9540
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,MORE-LESS,pair4,Q,0.25,-4.125,9540,9540
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,MORE-LESS,pair5,P,0.5,-7.375,75416,75416
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,MORE-LESS,pair5,Q,0.25,-6.5625,75416,75416
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,MORE-LESS,pair6,P,-0.5,-2.625,13502,13502
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,MORE-LESS,pair6,Q,-0.5,-3.875,13502,13502
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,MORE-LESS,pair7,P,0.0,-5.125,19414,19414
gemma-3-27b-it,hihp_imp_desc,0.03,56,56,MORE-LESS,pair7,Q,-0.5,-3.3125,19414,19414
