pair_id,word_a,word_b,first_subtoken_id_a,first_subtoken_id_b,first_subtoken_text_a,first_subtoken_text_b,token_count_a,token_count_b,logit_gap_A_colon
pair65,minwifel,proplanspom,1332,463,min,pro,4,4,0.3125
pair66,delbringrir,kazistou,1624,91825,del,kaz,3,3,0.46875
pair67,kurmoulpous,banfousmeir,28364,9120,kur,ban,5,5,0.25
pair68,delnaibra,bagrelfler,1624,9145,del,bag,4,4,0.03125
pair69,nikunsam,kosmonstor,76202,41497,nik,kos,3,3,0.46875
pair70,burwainplet,preilbringu,7951,864,bur,pre,4,4,0.28125
pair71,spanmorkur,groprortim,9575,10707,span,gro,4,4,0.3125
pair72,dusoulker,bogregen,53532,35519,dus,bog,3,3,0.34375
pair73,dortaistes,meroulfeit,53534,4809,dort,mer,3,3,0.28125
pair74,punenstut,zunpeingrir,8474,99275,pun,zun,4,4,0.375
pair75,vaislultrem,roukrisbro,91507,29465,vais,rou,4,4,0.46875
pair76,lainkunkir,risreinprim,51476,10025,lain,ris,4,4,0.125
pair77,verpeisnat,morploulvat,2807,4411,ver,mor,4,4,0.09375
pair78,zalpeispok,vilwoustein,66658,26886,zal,vil,4,4,0.1875
pair79,stertrismum,firpindein,22562,35092,ster,fir,4,4,0.46875
pair80,trosgoulpor,mesmainstik,8348,11083,tro,mes,4,4,0.28125
pair81,tusplukrait,karveinkran,41784,24318,tus,kar,4,4,0.15625
pair82,keinfekei,borprunteis,49903,32732,kein,bor,4,4,0.3125
pair83,gerplotrot,mosounros,17684,23518,ger,mos,3,3,0.09375
pair84,reintrulwi,wenpispeim,15601,38457,rein,wen,4,4,0.375
pair85,tousreifum,bourkeislor,26725,36679,tous,bour,4,4,0.4375
pair86,winnounkros,farpaiflan,3243,3117,win,far,4,4,0.375
pair87,birtrikul,trotesbous,15606,8348,bir,tro,4,4,0.34375
pair88,purdesgreim,winspurkrol,4087,15160,pur,wins,4,4,0.46875
pair89,gunwezer,falmeiga,6166,26564,gun,fal,3,3,0.1875
pair90,relfeinstin,funveimak,1375,2523,rel,fun,4,4,0.0
pair91,laplerdit,rububrim,24301,10485,lap,rub,3,3,0.34375
pair92,wasninnaik,prosdailvi,5828,8882,wasn,pros,4,4,0.15625
pair93,trosgogim,dilzairplan,8348,19371,tro,dil,4,4,0.4375
pair94,pronkrelze,nourormoum,19126,46798,pron,nour,4,4,0.46875
pair95,konzesmeim,tusgelspel,16947,41784,kon,tus,4,4,0.09375
pair96,genanstem,vonbourtrak,4173,6675,gen,von,3,3,0.375
pair97,resgruzam,breinrinain,594,5395,res,bre,4,4,0.15625
pair98,ranstunstis,nanwirtreit,10837,20622,ran,nan,5,5,0.15625
pair99,fuslalspur,mulninfam,69578,15975,fus,mul,4,4,0.09375
