trial_id,base_trial_id,crel,attr_dim,pair_id,word_a,word_b,correct_answer,incorrect_answer,swap_type,prompt
POSBIAS_OPP_Q_pair1,OPP_Q_pair1,OPP,Q,pair1,goustainga,prosbemei,simple,complex,SAMEOPP_choice_swap,"Definitions:
- goustainga: something that is bold and complex
- prosbemei is the opposite of goustainga

Q: Is prosbemei simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_P_pair2,MORE_P_pair2,MORE,P,pair2,zeskralfo,morreisloun,morreisloun,zeskralfo,MORE_LESS_word_swap,"Definitions:
- zeskralfo: something that is bold and complex
- morreisloun is more/greater than zeskralfo in all respects

Q: Which is more bold, morreisloun or zeskralfo? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_P_pair2,LESS_P_pair2,LESS,P,pair2,zeskralfo,morreisloun,zeskralfo,morreisloun,MORE_LESS_word_swap,"Definitions:
- zeskralfo: something that is bold and complex
- morreisloun is less/smaller than zeskralfo in all respects

Q: Which is more bold, morreisloun or zeskralfo? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_Q_pair2,MORE_Q_pair2,MORE,Q,pair2,zeskralfo,morreisloun,morreisloun,zeskralfo,MORE_LESS_word_swap,"Definitions:
- zeskralfo: something that is bold and complex
- morreisloun is more/greater than zeskralfo in all respects

Q: Which is more complex, morreisloun or zeskralfo? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_Q_pair2,LESS_Q_pair2,LESS,Q,pair2,zeskralfo,morreisloun,zeskralfo,morreisloun,MORE_LESS_word_swap,"Definitions:
- zeskralfo: something that is bold and complex
- morreisloun is less/smaller than zeskralfo in all respects

Q: Which is more complex, morreisloun or zeskralfo? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_P_pair2,SAME_P_pair2,SAME,P,pair2,zeskralfo,morreisloun,bold,cautious,SAMEOPP_choice_swap,"Definitions:
- zeskralfo: something that is bold and complex
- morreisloun is the same as zeskralfo

Q: Is morreisloun cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_P_pair2,OPP_P_pair2,OPP,P,pair2,zeskralfo,morreisloun,cautious,bold,SAMEOPP_choice_swap,"Definitions:
- zeskralfo: something that is bold and complex
- morreisloun is the opposite of zeskralfo

Q: Is morreisloun cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_Q_pair2,SAME_Q_pair2,SAME,Q,pair2,zeskralfo,morreisloun,complex,simple,SAMEOPP_choice_swap,"Definitions:
- zeskralfo: something that is bold and complex
- morreisloun is the same as zeskralfo

Q: Is morreisloun simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_Q_pair2,OPP_Q_pair2,OPP,Q,pair2,zeskralfo,morreisloun,simple,complex,SAMEOPP_choice_swap,"Definitions:
- zeskralfo: something that is bold and complex
- morreisloun is the opposite of zeskralfo

Q: Is morreisloun simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_P_pair3,MORE_P_pair3,MORE,P,pair3,deinnaislen,nousbrarmem,nousbrarmem,deinnaislen,MORE_LESS_word_swap,"Definitions:
- deinnaislen: something that is bold and complex
- nousbrarmem is more/greater than deinnaislen in all respects

Q: Which is more bold, nousbrarmem or deinnaislen? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_P_pair3,LESS_P_pair3,LESS,P,pair3,deinnaislen,nousbrarmem,deinnaislen,nousbrarmem,MORE_LESS_word_swap,"Definitions:
- deinnaislen: something that is bold and complex
- nousbrarmem is less/smaller than deinnaislen in all respects

Q: Which is more bold, nousbrarmem or deinnaislen? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_Q_pair3,MORE_Q_pair3,MORE,Q,pair3,deinnaislen,nousbrarmem,nousbrarmem,deinnaislen,MORE_LESS_word_swap,"Definitions:
- deinnaislen: something that is bold and complex
- nousbrarmem is more/greater than deinnaislen in all respects

Q: Which is more complex, nousbrarmem or deinnaislen? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_Q_pair3,LESS_Q_pair3,LESS,Q,pair3,deinnaislen,nousbrarmem,deinnaislen,nousbrarmem,MORE_LESS_word_swap,"Definitions:
- deinnaislen: something that is bold and complex
- nousbrarmem is less/smaller than deinnaislen in all respects

Q: Which is more complex, nousbrarmem or deinnaislen? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_P_pair3,SAME_P_pair3,SAME,P,pair3,deinnaislen,nousbrarmem,bold,cautious,SAMEOPP_choice_swap,"Definitions:
- deinnaislen: something that is bold and complex
- nousbrarmem is the same as deinnaislen

Q: Is nousbrarmem cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_P_pair3,OPP_P_pair3,OPP,P,pair3,deinnaislen,nousbrarmem,cautious,bold,SAMEOPP_choice_swap,"Definitions:
- deinnaislen: something that is bold and complex
- nousbrarmem is the opposite of deinnaislen

Q: Is nousbrarmem cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_Q_pair3,SAME_Q_pair3,SAME,Q,pair3,deinnaislen,nousbrarmem,complex,simple,SAMEOPP_choice_swap,"Definitions:
- deinnaislen: something that is bold and complex
- nousbrarmem is the same as deinnaislen

Q: Is nousbrarmem simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_Q_pair3,OPP_Q_pair3,OPP,Q,pair3,deinnaislen,nousbrarmem,simple,complex,SAMEOPP_choice_swap,"Definitions:
- deinnaislen: something that is bold and complex
- nousbrarmem is the opposite of deinnaislen

Q: Is nousbrarmem simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_P_pair4,MORE_P_pair4,MORE,P,pair4,nurmonkuk,tesfaisol,tesfaisol,nurmonkuk,MORE_LESS_word_swap,"Definitions:
- nurmonkuk: something that is bold and complex
- tesfaisol is more/greater than nurmonkuk in all respects

Q: Which is more bold, tesfaisol or nurmonkuk? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_P_pair4,LESS_P_pair4,LESS,P,pair4,nurmonkuk,tesfaisol,nurmonkuk,tesfaisol,MORE_LESS_word_swap,"Definitions:
- nurmonkuk: something that is bold and complex
- tesfaisol is less/smaller than nurmonkuk in all respects

Q: Which is more bold, tesfaisol or nurmonkuk? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_Q_pair4,MORE_Q_pair4,MORE,Q,pair4,nurmonkuk,tesfaisol,tesfaisol,nurmonkuk,MORE_LESS_word_swap,"Definitions:
- nurmonkuk: something that is bold and complex
- tesfaisol is more/greater than nurmonkuk in all respects

Q: Which is more complex, tesfaisol or nurmonkuk? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_Q_pair4,LESS_Q_pair4,LESS,Q,pair4,nurmonkuk,tesfaisol,nurmonkuk,tesfaisol,MORE_LESS_word_swap,"Definitions:
- nurmonkuk: something that is bold and complex
- tesfaisol is less/smaller than nurmonkuk in all respects

Q: Which is more complex, tesfaisol or nurmonkuk? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_P_pair4,SAME_P_pair4,SAME,P,pair4,nurmonkuk,tesfaisol,bold,cautious,SAMEOPP_choice_swap,"Definitions:
- nurmonkuk: something that is bold and complex
- tesfaisol is the same as nurmonkuk

Q: Is tesfaisol cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_P_pair4,OPP_P_pair4,OPP,P,pair4,nurmonkuk,tesfaisol,cautious,bold,SAMEOPP_choice_swap,"Definitions:
- nurmonkuk: something that is bold and complex
- tesfaisol is the opposite of nurmonkuk

Q: Is tesfaisol cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_Q_pair4,SAME_Q_pair4,SAME,Q,pair4,nurmonkuk,tesfaisol,complex,simple,SAMEOPP_choice_swap,"Definitions:
- nurmonkuk: something that is bold and complex
- tesfaisol is the same as nurmonkuk

Q: Is tesfaisol simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_Q_pair4,OPP_Q_pair4,OPP,Q,pair4,nurmonkuk,tesfaisol,simple,complex,SAMEOPP_choice_swap,"Definitions:
- nurmonkuk: something that is bold and complex
- tesfaisol is the opposite of nurmonkuk

Q: Is tesfaisol simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_P_pair5,MORE_P_pair5,MORE,P,pair5,reinsperter,spainonneim,spainonneim,reinsperter,MORE_LESS_word_swap,"Definitions:
- reinsperter: something that is bold and complex
- spainonneim is more/greater than reinsperter in all respects

Q: Which is more bold, spainonneim or reinsperter? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_P_pair5,LESS_P_pair5,LESS,P,pair5,reinsperter,spainonneim,reinsperter,spainonneim,MORE_LESS_word_swap,"Definitions:
- reinsperter: something that is bold and complex
- spainonneim is less/smaller than reinsperter in all respects

Q: Which is more bold, spainonneim or reinsperter? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_Q_pair5,MORE_Q_pair5,MORE,Q,pair5,reinsperter,spainonneim,spainonneim,reinsperter,MORE_LESS_word_swap,"Definitions:
- reinsperter: something that is bold and complex
- spainonneim is more/greater than reinsperter in all respects

Q: Which is more complex, spainonneim or reinsperter? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_Q_pair5,LESS_Q_pair5,LESS,Q,pair5,reinsperter,spainonneim,reinsperter,spainonneim,MORE_LESS_word_swap,"Definitions:
- reinsperter: something that is bold and complex
- spainonneim is less/smaller than reinsperter in all respects

Q: Which is more complex, spainonneim or reinsperter? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_P_pair5,SAME_P_pair5,SAME,P,pair5,reinsperter,spainonneim,bold,cautious,SAMEOPP_choice_swap,"Definitions:
- reinsperter: something that is bold and complex
- spainonneim is the same as reinsperter

Q: Is spainonneim cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_P_pair5,OPP_P_pair5,OPP,P,pair5,reinsperter,spainonneim,cautious,bold,SAMEOPP_choice_swap,"Definitions:
- reinsperter: something that is bold and complex
- spainonneim is the opposite of reinsperter

Q: Is spainonneim cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_Q_pair5,SAME_Q_pair5,SAME,Q,pair5,reinsperter,spainonneim,complex,simple,SAMEOPP_choice_swap,"Definitions:
- reinsperter: something that is bold and complex
- spainonneim is the same as reinsperter

Q: Is spainonneim simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_Q_pair5,OPP_Q_pair5,OPP,Q,pair5,reinsperter,spainonneim,simple,complex,SAMEOPP_choice_swap,"Definitions:
- reinsperter: something that is bold and complex
- spainonneim is the opposite of reinsperter

Q: Is spainonneim simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_P_pair6,MORE_P_pair6,MORE,P,pair6,braistusrar,paisurpir,paisurpir,braistusrar,MORE_LESS_word_swap,"Definitions:
- braistusrar: something that is bold and complex
- paisurpir is more/greater than braistusrar in all respects

Q: Which is more bold, paisurpir or braistusrar? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_P_pair6,LESS_P_pair6,LESS,P,pair6,braistusrar,paisurpir,braistusrar,paisurpir,MORE_LESS_word_swap,"Definitions:
- braistusrar: something that is bold and complex
- paisurpir is less/smaller than braistusrar in all respects

Q: Which is more bold, paisurpir or braistusrar? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_Q_pair6,MORE_Q_pair6,MORE,Q,pair6,braistusrar,paisurpir,paisurpir,braistusrar,MORE_LESS_word_swap,"Definitions:
- braistusrar: something that is bold and complex
- paisurpir is more/greater than braistusrar in all respects

Q: Which is more complex, paisurpir or braistusrar? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_Q_pair6,LESS_Q_pair6,LESS,Q,pair6,braistusrar,paisurpir,braistusrar,paisurpir,MORE_LESS_word_swap,"Definitions:
- braistusrar: something that is bold and complex
- paisurpir is less/smaller than braistusrar in all respects

Q: Which is more complex, paisurpir or braistusrar? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_P_pair6,SAME_P_pair6,SAME,P,pair6,braistusrar,paisurpir,bold,cautious,SAMEOPP_choice_swap,"Definitions:
- braistusrar: something that is bold and complex
- paisurpir is the same as braistusrar

Q: Is paisurpir cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_P_pair6,OPP_P_pair6,OPP,P,pair6,braistusrar,paisurpir,cautious,bold,SAMEOPP_choice_swap,"Definitions:
- braistusrar: something that is bold and complex
- paisurpir is the opposite of braistusrar

Q: Is paisurpir cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_Q_pair6,SAME_Q_pair6,SAME,Q,pair6,braistusrar,paisurpir,complex,simple,SAMEOPP_choice_swap,"Definitions:
- braistusrar: something that is bold and complex
- paisurpir is the same as braistusrar

Q: Is paisurpir simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_Q_pair6,OPP_Q_pair6,OPP,Q,pair6,braistusrar,paisurpir,simple,complex,SAMEOPP_choice_swap,"Definitions:
- braistusrar: something that is bold and complex
- paisurpir is the opposite of braistusrar

Q: Is paisurpir simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_P_pair7,MORE_P_pair7,MORE,P,pair7,naskairkrul,bunprunsul,bunprunsul,naskairkrul,MORE_LESS_word_swap,"Definitions:
- naskairkrul: something that is bold and complex
- bunprunsul is more/greater than naskairkrul in all respects

Q: Which is more bold, bunprunsul or naskairkrul? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_P_pair7,LESS_P_pair7,LESS,P,pair7,naskairkrul,bunprunsul,naskairkrul,bunprunsul,MORE_LESS_word_swap,"Definitions:
- naskairkrul: something that is bold and complex
- bunprunsul is less/smaller than naskairkrul in all respects

Q: Which is more bold, bunprunsul or naskairkrul? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_Q_pair7,MORE_Q_pair7,MORE,Q,pair7,naskairkrul,bunprunsul,bunprunsul,naskairkrul,MORE_LESS_word_swap,"Definitions:
- naskairkrul: something that is bold and complex
- bunprunsul is more/greater than naskairkrul in all respects

Q: Which is more complex, bunprunsul or naskairkrul? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_Q_pair7,LESS_Q_pair7,LESS,Q,pair7,naskairkrul,bunprunsul,naskairkrul,bunprunsul,MORE_LESS_word_swap,"Definitions:
- naskairkrul: something that is bold and complex
- bunprunsul is less/smaller than naskairkrul in all respects

Q: Which is more complex, bunprunsul or naskairkrul? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_P_pair7,SAME_P_pair7,SAME,P,pair7,naskairkrul,bunprunsul,bold,cautious,SAMEOPP_choice_swap,"Definitions:
- naskairkrul: something that is bold and complex
- bunprunsul is the same as naskairkrul

Q: Is bunprunsul cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_P_pair7,OPP_P_pair7,OPP,P,pair7,naskairkrul,bunprunsul,cautious,bold,SAMEOPP_choice_swap,"Definitions:
- naskairkrul: something that is bold and complex
- bunprunsul is the opposite of naskairkrul

Q: Is bunprunsul cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_Q_pair7,SAME_Q_pair7,SAME,Q,pair7,naskairkrul,bunprunsul,complex,simple,SAMEOPP_choice_swap,"Definitions:
- naskairkrul: something that is bold and complex
- bunprunsul is the same as naskairkrul

Q: Is bunprunsul simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_Q_pair7,OPP_Q_pair7,OPP,Q,pair7,naskairkrul,bunprunsul,simple,complex,SAMEOPP_choice_swap,"Definitions:
- naskairkrul: something that is bold and complex
- bunprunsul is the opposite of naskairkrul

Q: Is bunprunsul simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_P_pair8,MORE_P_pair8,MORE,P,pair8,besbonfer,painrikai,painrikai,besbonfer,MORE_LESS_word_swap,"Definitions:
- besbonfer: something that is bold and complex
- painrikai is more/greater than besbonfer in all respects

Q: Which is more bold, painrikai or besbonfer? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_P_pair8,LESS_P_pair8,LESS,P,pair8,besbonfer,painrikai,besbonfer,painrikai,MORE_LESS_word_swap,"Definitions:
- besbonfer: something that is bold and complex
- painrikai is less/smaller than besbonfer in all respects

Q: Which is more bold, painrikai or besbonfer? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_Q_pair8,MORE_Q_pair8,MORE,Q,pair8,besbonfer,painrikai,painrikai,besbonfer,MORE_LESS_word_swap,"Definitions:
- besbonfer: something that is bold and complex
- painrikai is more/greater than besbonfer in all respects

Q: Which is more complex, painrikai or besbonfer? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_Q_pair8,LESS_Q_pair8,LESS,Q,pair8,besbonfer,painrikai,besbonfer,painrikai,MORE_LESS_word_swap,"Definitions:
- besbonfer: something that is bold and complex
- painrikai is less/smaller than besbonfer in all respects

Q: Which is more complex, painrikai or besbonfer? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_P_pair8,SAME_P_pair8,SAME,P,pair8,besbonfer,painrikai,bold,cautious,SAMEOPP_choice_swap,"Definitions:
- besbonfer: something that is bold and complex
- painrikai is the same as besbonfer

Q: Is painrikai cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_P_pair8,OPP_P_pair8,OPP,P,pair8,besbonfer,painrikai,cautious,bold,SAMEOPP_choice_swap,"Definitions:
- besbonfer: something that is bold and complex
- painrikai is the opposite of besbonfer

Q: Is painrikai cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_Q_pair8,SAME_Q_pair8,SAME,Q,pair8,besbonfer,painrikai,complex,simple,SAMEOPP_choice_swap,"Definitions:
- besbonfer: something that is bold and complex
- painrikai is the same as besbonfer

Q: Is painrikai simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_Q_pair8,OPP_Q_pair8,OPP,Q,pair8,besbonfer,painrikai,simple,complex,SAMEOPP_choice_swap,"Definitions:
- besbonfer: something that is bold and complex
- painrikai is the opposite of besbonfer

Q: Is painrikai simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_P_pair9,MORE_P_pair9,MORE,P,pair9,poldeizout,tonsasfloun,tonsasfloun,poldeizout,MORE_LESS_word_swap,"Definitions:
- poldeizout: something that is bold and complex
- tonsasfloun is more/greater than poldeizout in all respects

Q: Which is more bold, tonsasfloun or poldeizout? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_P_pair9,LESS_P_pair9,LESS,P,pair9,poldeizout,tonsasfloun,poldeizout,tonsasfloun,MORE_LESS_word_swap,"Definitions:
- poldeizout: something that is bold and complex
- tonsasfloun is less/smaller than poldeizout in all respects

Q: Which is more bold, tonsasfloun or poldeizout? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_Q_pair9,MORE_Q_pair9,MORE,Q,pair9,poldeizout,tonsasfloun,tonsasfloun,poldeizout,MORE_LESS_word_swap,"Definitions:
- poldeizout: something that is bold and complex
- tonsasfloun is more/greater than poldeizout in all respects

Q: Which is more complex, tonsasfloun or poldeizout? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_Q_pair9,LESS_Q_pair9,LESS,Q,pair9,poldeizout,tonsasfloun,poldeizout,tonsasfloun,MORE_LESS_word_swap,"Definitions:
- poldeizout: something that is bold and complex
- tonsasfloun is less/smaller than poldeizout in all respects

Q: Which is more complex, tonsasfloun or poldeizout? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_P_pair9,SAME_P_pair9,SAME,P,pair9,poldeizout,tonsasfloun,bold,cautious,SAMEOPP_choice_swap,"Definitions:
- poldeizout: something that is bold and complex
- tonsasfloun is the same as poldeizout

Q: Is tonsasfloun cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_P_pair9,OPP_P_pair9,OPP,P,pair9,poldeizout,tonsasfloun,cautious,bold,SAMEOPP_choice_swap,"Definitions:
- poldeizout: something that is bold and complex
- tonsasfloun is the opposite of poldeizout

Q: Is tonsasfloun cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_Q_pair9,SAME_Q_pair9,SAME,Q,pair9,poldeizout,tonsasfloun,complex,simple,SAMEOPP_choice_swap,"Definitions:
- poldeizout: something that is bold and complex
- tonsasfloun is the same as poldeizout

Q: Is tonsasfloun simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_Q_pair9,OPP_Q_pair9,OPP,Q,pair9,poldeizout,tonsasfloun,simple,complex,SAMEOPP_choice_swap,"Definitions:
- poldeizout: something that is bold and complex
- tonsasfloun is the opposite of poldeizout

Q: Is tonsasfloun simple or complex? (Answer EXACTLY ONE WORD)
A:"
