pair_id,word_a,word_b,first_subtoken_id_a,first_subtoken_id_b,first_subtoken_text_a,first_subtoken_text_b,token_count_a,token_count_b,logit_gap_A_colon
pair27,grelflarut,lilpraingo,10536,42280,gre,lil,4,4,0.16285920143127441
pair28,menfokral,treikoufir,1450,2054,men,tre,4,4,0.08503174781799316
pair29,solgairmur,birwustut,1540,35122,sol,bir,4,4,0.11373305320739746
pair30,mansungis,nerkegat,25045,17156,mans,ner,3,3,0.06170094013214111
pair31,prinbeinkei,dunflalgrai,6059,12574,prin,dun,5,5,0.3144635856151581
pair32,pleisbanbut,bonmoure,3339,5351,ple,bon,4,4,0.3662654757499695
pair33,speistinkol,greprunpar,693,10536,spe,gre,4,4,0.19936788082122803
pair34,pirkurgouk,tenseilvun,12276,20170,pir,tense,4,4,0.174965500831604
pair35,reltostrou,dopousvair,823,22340,rel,dop,4,4,0.2336181402206421
pair36,grainfespot,burpronvem,13020,4356,grain,bur,4,4,0.336979478597641
pair37,bregrerslil,lolbreirnim,1449,19462,bre,lol,5,5,0.07453012466430664
pair38,braszaispum,groganpus,48029,7128,bras,gro,4,4,0.35485607385635376
pair39,mantasku,sageinmol,24818,35021,mant,sage,3,3,0.41221474297344685
pair40,lasstoweil,misraispei,39990,2984,las,mis,4,4,0.1467519998550415
pair41,flagirbrou,puntreibrun,6056,35363,flag,punt,4,4,0.10420799255371094
pair42,despleiszut,trakeisslai,748,1291,des,tra,5,5,0.1966252326965332
pair43,folmeilpoun,brairbulbam,5955,8290,fol,bra,5,5,0.3505100607872009
pair44,porkounsain,desgeirkur,18128,748,pork,des,4,4,0.32637858390808105
pair45,pingourbo,gigounplet,29400,12526,ping,gig,3,3,0.3671671152114868
pair46,brunfanbam,lurziflein,45033,20605,brun,lur,4,4,0.25287064909935
pair47,breilpislu,talbeirbrit,1449,3305,bre,tal,5,5,0.33596503734588623
pair48,plurvelwur,fistolzir,30676,18606,plur,fist,4,4,0.06562758982181549
pair49,busplourtes,wonmourslan,1323,1839,bus,won,4,4,0.48821914196014404
pair50,gorzespais,lunbrelflus,30344,14678,gor,lun,4,4,0.3052217364311218
pair51,reswudom,tailgrispok,581,7894,res,tail,4,4,0.16499054431915283
pair52,trosgoulpor,mesmainstik,4161,18842,tro,mes,4,4,0.1778275966644287
pair53,spaisdarra,balkeirwen,41900,3652,spa,bal,4,4,0.04609301686286926
pair54,sanvitail,dunlarpout,5336,12574,san,dun,4,4,0.3637457489967346
pair55,punsturnoul,bolmespreil,4000,11572,pun,bol,4,4,0.26492607593536377
pair56,beskeirgaim,greinprorlu,7284,10536,bes,gre,5,5,0.1617836356163025
pair57,gunwezer,falmeiga,2485,24215,gun,fal,3,3,0.29016830027103424
pair58,plunenfleim,binbrilim,19324,9874,plun,bin,4,4,0.05859127640724182
pair59,tinzeillout,vonvaivor,19783,18042,tin,von,4,4,0.167219877243042
pair60,nerflarmem,futanlour,17156,13294,ner,fut,4,4,0.010363996028900146
pair61,gainzaislot,memobrour,4461,1066,gain,mem,4,4,0.05963897705078125
pair62,pleinvorpan,raintrarai,3339,6290,ple,rain,4,4,0.4597589373588562
pair63,rulspufais,grouberstun,2155,1132,rul,grou,4,4,0.3868868350982666
pair64,resgruzam,breinrinain,581,1449,res,bre,4,4,0.11937916278839111
pair65,balnesflol,grunlinplik,3652,44397,bal,grun,4,4,0.14209774136543274
pair66,planteinzi,gelstonmik,4618,20383,plant,gel,4,4,0.43320131301879883
pair67,gifonrai,plurkrizil,9381,30676,gif,plur,4,4,0.3865721970796585
pair68,plansturnei,spirvirkain,1410,9158,plan,spir,4,4,0.2016913890838623
pair69,nilpisik,mospleissou,18038,10867,nil,mos,4,4,0.2046438455581665
pair70,mailpeinos,foltanbul,6920,5955,mail,fol,3,3,0.14264243841171265
pair71,bonstepeik,mintaisdas,5351,21043,bon,mint,4,4,0.24348768591880798
pair72,bisnasgrur,tunneipol,47457,6278,bis,tun,4,4,0.1939295530319214
pair73,tailstelrum,surorkrour,7894,969,tail,sur,4,4,0.3127930164337158
pair74,sporbaisouk,doufilkum,35810,2255,spor,dou,4,4,0.4976370334625244
pair75,bouvaplel,girfolbrot,35833,37370,bou,gir,4,4,0.33959466218948364
pair76,minzeitrir,deflilres,949,825,min,def,4,4,0.45987868309020996
pair77,felsteta,tonslistrem,10756,10860,fel,tons,3,3,0.28893041610717773
pair78,pandubruk,sanwilnu,19798,5336,pand,san,4,4,0.044182032346725464
pair79,birnussles,refloufis,35122,1006,bir,ref,4,4,0.15179967880249023
pair80,flelsteiri,mastalslaik,5104,17288,fle,mast,4,4,0.24480148404836655
pair81,bisvursir,masplasfair,47457,12422,bis,mas,4,4,0.2973870038986206
pair82,speivolflol,balweinslun,693,3652,spe,bal,5,5,0.17366337776184082
pair83,nilfoubai,derruszok,18038,4587,nil,der,4,4,0.05431365966796875
pair84,tirgrailrul,rispurspeit,48965,6106,tir,ris,5,5,0.32086245715618134
pair85,grouweltrol,plurkrizil,1132,30676,grou,plur,4,4,0.29349179565906525
pair86,brunvelwai,sailrolwil,45033,14936,brun,sail,4,4,0.059320688247680664
pair87,molprorwer,spinfaiflas,18605,7906,mol,spin,4,4,0.013711929321289062
pair88,bospeislor,sourbairvel,37284,11348,bos,sour,4,4,0.2758893370628357
pair89,gulflilspok,pesmoulfaim,47161,32317,gul,pes,5,5,0.1255347728729248
pair90,kilnanprer,brunfanbam,8769,45033,kil,brun,4,4,0.4231487065553665
pair91,turflossour,solzarplun,7858,1540,tur,sol,4,4,0.45363950729370117
pair92,visfurbur,norbeilsit,1490,4249,vis,nor,4,4,0.2749059200286865
pair93,misairtuk,brofliltain,2984,1379,mis,bro,4,4,0.35641729831695557
pair94,flelbakim,troubulgour,5104,4057,fle,trou,4,4,0.4846663624048233
pair95,doswouswin,trildeispak,23430,1333,dos,tri,4,4,0.17492365837097168
pair96,detrenspom,bobrusfaim,1062,29202,det,bob,4,4,0.19682097434997559
pair97,tonbaiki,murruspol,5680,4636,ton,mur,3,3,0.3007906675338745
pair98,voufissain,grousibrak,25211,1132,vou,grou,4,4,0.09986284375190735
pair99,vaprorfai,gulvirtrus,38187,47161,vap,gul,4,4,0.15204179286956787
