trial_id,base_trial_id,crel,attr_dim,pair_id,word_a,word_b,correct_answer,incorrect_answer,swap_type,prompt
POSBIAS_OPP_Q_pair5,OPP_Q_pair5,OPP,Q,pair5,sleinvelwen,trevasleir,simple,complex,SAMEOPP_choice_swap,"Definitions:
- sleinvelwen: something that is bold and complex
- trevasleir is the opposite of sleinvelwen

Q: Is trevasleir simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_P_pair6,MORE_P_pair6,MORE,P,pair6,grossulbrar,vesgoltrain,vesgoltrain,grossulbrar,MORE_LESS_word_swap,"Definitions:
- grossulbrar: something that is bold and complex
- vesgoltrain is more/greater than grossulbrar in all respects

Q: Which is more bold, vesgoltrain or grossulbrar? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_P_pair6,LESS_P_pair6,LESS,P,pair6,grossulbrar,vesgoltrain,grossulbrar,vesgoltrain,MORE_LESS_word_swap,"Definitions:
- grossulbrar: something that is bold and complex
- vesgoltrain is less/smaller than grossulbrar in all respects

Q: Which is more bold, vesgoltrain or grossulbrar? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_Q_pair6,MORE_Q_pair6,MORE,Q,pair6,grossulbrar,vesgoltrain,vesgoltrain,grossulbrar,MORE_LESS_word_swap,"Definitions:
- grossulbrar: something that is bold and complex
- vesgoltrain is more/greater than grossulbrar in all respects

Q: Which is more complex, vesgoltrain or grossulbrar? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_Q_pair6,LESS_Q_pair6,LESS,Q,pair6,grossulbrar,vesgoltrain,grossulbrar,vesgoltrain,MORE_LESS_word_swap,"Definitions:
- grossulbrar: something that is bold and complex
- vesgoltrain is less/smaller than grossulbrar in all respects

Q: Which is more complex, vesgoltrain or grossulbrar? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_P_pair6,SAME_P_pair6,SAME,P,pair6,grossulbrar,vesgoltrain,bold,cautious,SAMEOPP_choice_swap,"Definitions:
- grossulbrar: something that is bold and complex
- vesgoltrain is the same as grossulbrar

Q: Is vesgoltrain cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_P_pair6,OPP_P_pair6,OPP,P,pair6,grossulbrar,vesgoltrain,cautious,bold,SAMEOPP_choice_swap,"Definitions:
- grossulbrar: something that is bold and complex
- vesgoltrain is the opposite of grossulbrar

Q: Is vesgoltrain cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_Q_pair6,SAME_Q_pair6,SAME,Q,pair6,grossulbrar,vesgoltrain,complex,simple,SAMEOPP_choice_swap,"Definitions:
- grossulbrar: something that is bold and complex
- vesgoltrain is the same as grossulbrar

Q: Is vesgoltrain simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_Q_pair6,OPP_Q_pair6,OPP,Q,pair6,grossulbrar,vesgoltrain,simple,complex,SAMEOPP_choice_swap,"Definitions:
- grossulbrar: something that is bold and complex
- vesgoltrain is the opposite of grossulbrar

Q: Is vesgoltrain simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_P_pair7,MORE_P_pair7,MORE,P,pair7,masmolprat,plelbrelfer,plelbrelfer,masmolprat,MORE_LESS_word_swap,"Definitions:
- masmolprat: something that is bold and complex
- plelbrelfer is more/greater than masmolprat in all respects

Q: Which is more bold, plelbrelfer or masmolprat? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_P_pair7,LESS_P_pair7,LESS,P,pair7,masmolprat,plelbrelfer,masmolprat,plelbrelfer,MORE_LESS_word_swap,"Definitions:
- masmolprat: something that is bold and complex
- plelbrelfer is less/smaller than masmolprat in all respects

Q: Which is more bold, plelbrelfer or masmolprat? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_Q_pair7,MORE_Q_pair7,MORE,Q,pair7,masmolprat,plelbrelfer,plelbrelfer,masmolprat,MORE_LESS_word_swap,"Definitions:
- masmolprat: something that is bold and complex
- plelbrelfer is more/greater than masmolprat in all respects

Q: Which is more complex, plelbrelfer or masmolprat? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_Q_pair7,LESS_Q_pair7,LESS,Q,pair7,masmolprat,plelbrelfer,masmolprat,plelbrelfer,MORE_LESS_word_swap,"Definitions:
- masmolprat: something that is bold and complex
- plelbrelfer is less/smaller than masmolprat in all respects

Q: Which is more complex, plelbrelfer or masmolprat? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_P_pair7,SAME_P_pair7,SAME,P,pair7,masmolprat,plelbrelfer,bold,cautious,SAMEOPP_choice_swap,"Definitions:
- masmolprat: something that is bold and complex
- plelbrelfer is the same as masmolprat

Q: Is plelbrelfer cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_P_pair7,OPP_P_pair7,OPP,P,pair7,masmolprat,plelbrelfer,cautious,bold,SAMEOPP_choice_swap,"Definitions:
- masmolprat: something that is bold and complex
- plelbrelfer is the opposite of masmolprat

Q: Is plelbrelfer cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_Q_pair7,SAME_Q_pair7,SAME,Q,pair7,masmolprat,plelbrelfer,complex,simple,SAMEOPP_choice_swap,"Definitions:
- masmolprat: something that is bold and complex
- plelbrelfer is the same as masmolprat

Q: Is plelbrelfer simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_Q_pair7,OPP_Q_pair7,OPP,Q,pair7,masmolprat,plelbrelfer,simple,complex,SAMEOPP_choice_swap,"Definitions:
- masmolprat: something that is bold and complex
- plelbrelfer is the opposite of masmolprat

Q: Is plelbrelfer simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_P_pair8,MORE_P_pair8,MORE,P,pair8,pennunbo,rustergis,rustergis,pennunbo,MORE_LESS_word_swap,"Definitions:
- pennunbo: something that is bold and complex
- rustergis is more/greater than pennunbo in all respects

Q: Which is more bold, rustergis or pennunbo? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_P_pair8,LESS_P_pair8,LESS,P,pair8,pennunbo,rustergis,pennunbo,rustergis,MORE_LESS_word_swap,"Definitions:
- pennunbo: something that is bold and complex
- rustergis is less/smaller than pennunbo in all respects

Q: Which is more bold, rustergis or pennunbo? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_Q_pair8,MORE_Q_pair8,MORE,Q,pair8,pennunbo,rustergis,rustergis,pennunbo,MORE_LESS_word_swap,"Definitions:
- pennunbo: something that is bold and complex
- rustergis is more/greater than pennunbo in all respects

Q: Which is more complex, rustergis or pennunbo? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_Q_pair8,LESS_Q_pair8,LESS,Q,pair8,pennunbo,rustergis,pennunbo,rustergis,MORE_LESS_word_swap,"Definitions:
- pennunbo: something that is bold and complex
- rustergis is less/smaller than pennunbo in all respects

Q: Which is more complex, rustergis or pennunbo? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_P_pair8,SAME_P_pair8,SAME,P,pair8,pennunbo,rustergis,bold,cautious,SAMEOPP_choice_swap,"Definitions:
- pennunbo: something that is bold and complex
- rustergis is the same as pennunbo

Q: Is rustergis cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_P_pair8,OPP_P_pair8,OPP,P,pair8,pennunbo,rustergis,cautious,bold,SAMEOPP_choice_swap,"Definitions:
- pennunbo: something that is bold and complex
- rustergis is the opposite of pennunbo

Q: Is rustergis cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_Q_pair8,SAME_Q_pair8,SAME,Q,pair8,pennunbo,rustergis,complex,simple,SAMEOPP_choice_swap,"Definitions:
- pennunbo: something that is bold and complex
- rustergis is the same as pennunbo

Q: Is rustergis simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_Q_pair8,OPP_Q_pair8,OPP,Q,pair8,pennunbo,rustergis,simple,complex,SAMEOPP_choice_swap,"Definitions:
- pennunbo: something that is bold and complex
- rustergis is the opposite of pennunbo

Q: Is rustergis simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_P_pair9,MORE_P_pair9,MORE,P,pair9,deinlullam,pronspeltun,pronspeltun,deinlullam,MORE_LESS_word_swap,"Definitions:
- deinlullam: something that is bold and complex
- pronspeltun is more/greater than deinlullam in all respects

Q: Which is more bold, pronspeltun or deinlullam? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_P_pair9,LESS_P_pair9,LESS,P,pair9,deinlullam,pronspeltun,deinlullam,pronspeltun,MORE_LESS_word_swap,"Definitions:
- deinlullam: something that is bold and complex
- pronspeltun is less/smaller than deinlullam in all respects

Q: Which is more bold, pronspeltun or deinlullam? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_Q_pair9,MORE_Q_pair9,MORE,Q,pair9,deinlullam,pronspeltun,pronspeltun,deinlullam,MORE_LESS_word_swap,"Definitions:
- deinlullam: something that is bold and complex
- pronspeltun is more/greater than deinlullam in all respects

Q: Which is more complex, pronspeltun or deinlullam? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_Q_pair9,LESS_Q_pair9,LESS,Q,pair9,deinlullam,pronspeltun,deinlullam,pronspeltun,MORE_LESS_word_swap,"Definitions:
- deinlullam: something that is bold and complex
- pronspeltun is less/smaller than deinlullam in all respects

Q: Which is more complex, pronspeltun or deinlullam? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_P_pair9,SAME_P_pair9,SAME,P,pair9,deinlullam,pronspeltun,bold,cautious,SAMEOPP_choice_swap,"Definitions:
- deinlullam: something that is bold and complex
- pronspeltun is the same as deinlullam

Q: Is pronspeltun cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_P_pair9,OPP_P_pair9,OPP,P,pair9,deinlullam,pronspeltun,cautious,bold,SAMEOPP_choice_swap,"Definitions:
- deinlullam: something that is bold and complex
- pronspeltun is the opposite of deinlullam

Q: Is pronspeltun cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_Q_pair9,SAME_Q_pair9,SAME,Q,pair9,deinlullam,pronspeltun,complex,simple,SAMEOPP_choice_swap,"Definitions:
- deinlullam: something that is bold and complex
- pronspeltun is the same as deinlullam

Q: Is pronspeltun simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_Q_pair9,OPP_Q_pair9,OPP,Q,pair9,deinlullam,pronspeltun,simple,complex,SAMEOPP_choice_swap,"Definitions:
- deinlullam: something that is bold and complex
- pronspeltun is the opposite of deinlullam

Q: Is pronspeltun simple or complex? (Answer EXACTLY ONE WORD)
A:"
