pair_id,word_a,word_b,first_subtoken_id_a,first_subtoken_id_b,first_subtoken_text_a,first_subtoken_text_b,token_count_a,token_count_b,logit_gap_A_colon
pair26,fasgrurprul,kosplolspun,67618,41497,fas,kos,5,5,0.21875
pair27,pelbeilkain,roubronlaim,12077,29465,pel,rou,4,4,0.0390625
pair28,spasgrondu,dorplufli,83060,53403,spas,dor,4,4,0.3125
pair29,bosvirtreik,punstalneir,43746,8474,bos,pun,4,4,0.1015625
pair30,barkreilpon,tusfopeir,54842,41784,bark,tus,4,4,0.3046875
pair31,volrouvouk,plusmaldous,4499,5636,vol,plus,4,4,0.4073944091796875
pair32,presvanzaim,burzeilnel,1685,7951,pres,bur,4,4,0.482421875
pair33,roudeinpot,brairbulbam,29465,20716,rou,bra,4,4,0.1171875
pair34,mentasstil,vilgroreil,11540,26886,ment,vil,4,4,0.0625
pair35,bolvonwai,plaikratral,21434,40852,bol,pla,4,4,0.046875
pair36,keinweldok,dollousnoul,49903,7804,kein,doll,4,4,0.1875
pair37,gesstunges,telurkreit,14748,19227,ges,tel,4,4,0.140625
pair38,brairfogus,gesstounzor,20716,14748,bra,ges,5,5,0.49609375
pair39,sailziprot,broselwait,30503,2967,sail,bro,3,3,0.21875
pair40,nanflainli,soulmunvut,20622,13836,nan,soul,4,4,0.1875
pair41,flofainsto,taildailzon,9943,9986,flo,tail,4,4,0.171875
pair42,treinventir,munzurdar,4353,51079,tre,mun,4,4,0.421875
pair43,monslaiplus,valdesdei,1647,1062,mon,val,4,4,0.169921875
pair44,lobrismeim,broszerpai,41253,2967,lob,bro,4,4,0.4765625
pair45,sleirgistim,masturspaim,20328,19218,sle,mast,4,4,0.3203125
pair46,bregrerslil,lolbreirnim,5395,28509,bre,lol,4,4,0.24658203125
pair47,lousserlot,renlaibrom,29740,5790,lou,ren,4,4,0.109375
pair48,kreiwaldum,vousstosein,82170,9189,kre,vous,4,4,0.359375
pair49,plopreinva,grimailzum,113042,44517,plo,grim,4,4,0.1875
pair50,wisbander,milvensoul,19112,7625,wis,mil,3,3,0.3671875
pair51,tousweinmu,paispainsik,26725,62383,tous,pais,4,4,0.328125
pair52,slospisfil,dasfaillol,18067,6754,slo,das,4,4,0.1171875
pair53,funstorrail,velteirom,2523,9231,fun,vel,4,4,0.0703125
pair54,kunbrulrin,lilbrarmoun,24213,62471,kun,lil,4,4,0.15625
pair55,lunfourbrok,spurkuskoun,33073,60131,lun,spur,4,4,0.1875
pair56,linfasmok,minfaisber,10006,1332,lin,min,4,4,0.1826171875
pair57,benfondur,dotrouzum,3399,13046,ben,dot,4,4,0.4664306640625
pair58,sporplarbra,pespougen,62016,18541,spor,pes,4,4,0.140625
pair59,trafloutas,lilplilspek,9781,62471,tra,lil,4,4,0.0625
pair60,telbrosstal,zenplainpil,19227,54562,tel,zen,4,4,0.0234375
pair61,kenpirbouk,punpraigrin,50332,8474,ken,pun,4,4,0.4609375
pair62,tourgouszas,plusstornel,7364,5636,tour,plus,4,4,0.154296875
pair63,bosmorbom,nouswolfo,43746,17317,bos,nous,4,4,0.1015625
pair64,sloswungram,kinfaissait,18067,24890,slo,kin,4,4,0.03515625
pair65,wilnesweis,spirbarai,31331,18823,wil,spir,3,3,0.25390625
pair66,dolprousvas,wilslulslou,21968,31331,dol,wil,5,5,0.0234375
pair67,dusoulker,bogregen,53532,35519,dus,bog,3,3,0.46875
pair68,lurzounzin,rolzisbre,47747,18147,lur,rol,4,4,0.328125
pair69,konnarstok,nurziltrer,16947,12500,kon,nur,4,4,0.36328125
pair70,moufuwim,spurzarfei,54409,60131,mou,spur,4,4,0.109375
pair71,flourtumom,badairvein,20415,3958,flour,bad,4,4,0.4718017578125
pair72,penbolstat,valrasmes,5869,1062,pen,val,3,3,0.1513671875
pair73,furbanfei,punplouswel,18742,8474,fur,pun,4,4,0.3828125
pair74,stertrismum,firpindein,22562,35092,ster,fir,4,4,0.484375
pair75,trosgoulpor,mesmainstik,8348,11083,tro,mes,4,4,0.44140625
pair76,wisfliskrum,florroulpla,19112,70240,wis,flor,4,4,0.078125
pair77,garganvu,tulairlor,97183,62036,garg,tul,3,3,0.3125
pair78,tenlislout,dasginkron,5899,6754,ten,das,4,4,0.0703125
pair79,bronweisbik,finrilmeir,31071,1913,bron,fin,4,4,0.49609375
pair80,reintrulwi,wenpispeim,15601,38457,rein,wen,4,4,0.140625
pair81,worwinpril,kesbesgoul,4191,52077,wor,kes,4,4,0.109375
pair82,flebusgri,tolkouplour,13259,39674,fle,tol,4,4,0.3984375
pair83,winnounkros,farpaiflan,3243,3117,win,far,4,4,0.208984375
pair84,silflalbar,desnenwoul,5554,951,sil,des,4,4,0.09765625
pair85,mirtrutren,flobraldeir,8822,9943,mir,flo,4,4,0.1328125
pair86,vilnurbrum,rinbrikreim,26886,54821,vil,rin,5,5,0.203125
pair87,slaibroses,ganflounbou,32993,25893,sla,gan,4,4,0.1953125
pair88,trelnidat,rankrusvur,4353,7222,tre,rank,4,4,0.1015625
pair89,relfeinstin,funveimak,1375,2523,rel,fun,4,4,0.10546875
pair90,treilzinlal,dirfouni,4353,5534,tre,dir,4,4,0.140625
pair91,laplerdit,rububrim,24301,10485,lap,rub,3,3,0.05078125
pair92,lossaspein,konsesteil,4814,16947,loss,kon,4,4,0.2578125
pair93,sourmugrat,merrosmu,20897,4809,sour,mer,4,4,0.08984375
pair94,plaikigout,sesdountra,40852,15907,pla,ses,4,4,0.359375
pair95,buboltreik,talveilsout,78869,8374,bub,tal,4,4,0.2890625
pair96,naweinplol,kokresplair,77016,90637,naw,kok,4,4,0.078125
pair97,zerflavait,taszeisbal,77278,52314,zer,tas,4,4,0.171875
pair98,trosgogim,dilzairplan,8348,19371,tro,dil,4,4,0.328125
pair99,pronkrelze,nourormoum,19126,46798,pron,nour,4,4,0.28125
