trial_id,cell,ordering,ratio,k,k_actual,argmax_preserved,target_preserved_top1,patched_argmax_id,patched_target_rank,patched_target_logit,patched_competitor_logit,patched_margin,clean_target_logit,delta_target_logit
P131_10045,hihp,hihp_imp_desc,0.1,512,512,True,False,279,567,6.28125,4.09375,2.1875,11.0625,-4.78125
P136_10043,hihp,hihp_imp_desc,0.1,512,512,False,False,520,279,6.125,7.28125,-1.15625,6.125,0.0
P136_10065,hihp,hihp_imp_desc,0.1,512,512,True,False,279,16596,0.91796875,6.25,-5.33203125,2.546875,-1.62890625
P138_10042,hihp,hihp_imp_desc,0.1,512,512,True,False,279,142,7.03125,3.28125,3.75,12.0,-4.96875
P138_1009,hihp,hihp_imp_desc,0.1,512,512,True,False,279,21,10.8125,7.5,3.3125,15.5625,-4.75
P140_1,hihp,hihp_imp_desc,0.1,512,512,False,False,15256,33,10.375,15.3125,-4.9375,14.375,-4.0
P140_100,hihp,hihp_imp_desc,0.1,512,512,False,False,279,4,11.0625,5.78125,5.28125,15.75,-4.6875
P1412_10009,hihp,hihp_imp_desc,0.1,512,512,True,False,315,2926,4.375,7.28125,-2.90625,8.9375,-4.5625
P1412_10036,hihp,hihp_imp_desc,0.1,512,512,True,False,539,283,9.125,8.5,0.625,11.1875,-2.0625
P159_1001,hihp,hihp_imp_desc,0.1,512,512,False,False,279,416,7.125,13.75,-6.625,15.375,-8.25
P159_10015,hihp,hihp_imp_desc,0.1,512,512,False,False,20005,31,9.875,10.1875,-0.3125,14.0,-4.125
P17_10005,hihp,hihp_imp_desc,0.1,512,512,False,False,279,3127,3.765625,8.9375,-5.171875,9.5,-5.734375
P17_10034,hihp,hihp_imp_desc,0.1,512,512,True,False,279,396,6.875,7.53125,-0.65625,10.1875,-3.3125
P176_10014,hihp,hihp_imp_desc,0.1,512,512,False,False,30300,9,11.1875,16.375,-5.1875,17.0,-5.8125
P176_10044,hihp,hihp_imp_desc,0.1,512,512,False,False,42981,11,10.5,7.90625,2.59375,15.375,-4.875
P178_10019,hihp,hihp_imp_desc,0.1,512,512,True,True,5195,1,9.9375,9.375,0.5625,15.0,-5.0625
P178_10020,hihp,hihp_imp_desc,0.1,512,512,False,True,5210,1,12.375,10.4375,1.9375,9.1875,3.1875
P19_1002,hihp,hihp_imp_desc,0.1,512,512,True,False,220,33,8.875,11.625,-2.75,15.625,-6.75
P19_10031,hihp,hihp_imp_desc,0.1,512,512,False,False,8494,891,6.21875,9.8125,-3.59375,10.6875,-4.46875
P190_10000,hihp,hihp_imp_desc,0.1,512,512,False,False,39593,248,7.34375,8.25,-0.90625,6.125,1.21875
P190_10006,hihp,hihp_imp_desc,0.1,512,512,False,False,56301,316,7.5,9.75,-2.25,7.25,0.25
P20_10007,hihp,hihp_imp_desc,0.1,512,512,True,False,220,428,7.0625,9.4375,-2.375,10.8125,-3.75
P20_1008,hihp,hihp_imp_desc,0.1,512,512,False,False,220,120,6.65625,8.25,-1.59375,8.9375,-2.28125
P264_1000,hihp,hihp_imp_desc,0.1,512,512,False,False,264,659,4.46875,4.15625,0.3125,2.40625,2.0625
P264_10597,hihp,hihp_imp_desc,0.1,512,512,True,False,279,120,4.5,2.203125,2.296875,7.625,-3.125
P27_10002,hihp,hihp_imp_desc,0.1,512,512,False,False,15704,12,10.875,11.0,-0.125,14.9375,-4.0625
P27_10008,hihp,hihp_imp_desc,0.1,512,512,False,False,279,28,9.125,12.9375,-3.8125,12.875,-3.75
P276_10021,hihp,hihp_imp_desc,0.1,512,512,True,False,279,2134,3.671875,0.48046875,3.19140625,5.21875,-1.546875
P276_10062,hihp,hihp_imp_desc,0.1,512,512,False,False,279,597,5.09375,5.40625,-0.3125,12.8125,-7.71875
P30_10003,hihp,hihp_imp_desc,0.1,512,512,False,True,72787,1,15.875,9.5,6.375,10.5625,5.3125
P30_10028,hihp,hihp_imp_desc,0.1,512,512,True,True,72787,1,15.625,14.25,1.375,16.75,-1.125
P36_10035,hihp,hihp_imp_desc,0.1,512,512,False,False,12366,197,7.28125,13.5625,-6.28125,16.375,-9.09375
P36_10369,hihp,hihp_imp_desc,0.1,512,512,False,False,81801,47,9.6875,6.96875,2.71875,13.1875,-3.5
P364_10013,hihp,hihp_imp_desc,0.1,512,512,False,False,539,60,9.3125,7.78125,1.53125,12.1875,-2.875
P364_10039,hihp,hihp_imp_desc,0.1,512,512,False,False,50961,322,7.65625,14.625,-6.96875,9.875,-2.21875
P37_10078,hihp,hihp_imp_desc,0.1,512,512,False,False,1443,2,14.6875,5.5,9.1875,16.0,-1.3125
P37_10134,hihp,hihp_imp_desc,0.1,512,512,False,True,6498,1,14.1875,6.5,7.6875,16.5,-2.3125
P39_10010,hihp,hihp_imp_desc,0.1,512,512,False,False,8753,80,8.5625,3.578125,4.984375,10.125,-1.5625
P39_10025,hihp,hihp_imp_desc,0.1,512,512,True,False,721,26,9.125,7.34375,1.78125,9.25,-0.125
P407_10033,hihp,hihp_imp_desc,0.1,512,512,True,False,539,574,7.125,6.25,0.875,11.8125,-4.6875
P407_10082,hihp,hihp_imp_desc,0.1,512,512,True,False,264,14941,1.8984375,7.84375,-5.9453125,11.1875,-9.2890625
P413_10029,hihp,hihp_imp_desc,0.1,512,512,True,False,315,82,8.25,5.875,2.375,11.6875,-3.4375
P413_1006,hihp,hihp_imp_desc,0.1,512,512,False,False,264,2915,2.375,7.9375,-5.5625,7.84375,-5.46875
P449_10023,hihp,hihp_imp_desc,0.1,512,512,False,False,279,28,10.0,10.0625,-0.0625,8.3125,1.6875
P449_10104,hihp,hihp_imp_desc,0.1,512,512,False,False,279,16,12.125,12.0625,0.0625,11.625,0.5
P463_10050,hihp,hihp_imp_desc,0.1,512,512,False,False,14875,2,14.75,4.34375,10.40625,12.875,1.875
P463_10121,hihp,hihp_imp_desc,0.1,512,512,False,False,79815,2,13.0625,5.03125,8.03125,15.6875,-2.625
P495_10012,hihp,hihp_imp_desc,0.1,512,512,True,False,279,66,9.8125,13.375,-3.5625,12.9375,-3.125
P495_1003,hihp,hihp_imp_desc,0.1,512,512,False,False,220,44,8.625,10.1875,-1.5625,11.5,-2.875
P641_10047,hihp,hihp_imp_desc,0.1,512,512,True,True,20075,1,15.625,13.4375,2.1875,15.375,0.25
P641_10270,hihp,hihp_imp_desc,0.1,512,512,True,False,315,218,6.46875,5.625,0.84375,11.875,-5.40625
P740_10016,hihp,hihp_imp_desc,0.1,512,512,True,False,220,1693,5.15625,9.375,-4.21875,16.75,-11.59375
P740_10054,hihp,hihp_imp_desc,0.1,512,512,True,False,220,177,7.5,10.6875,-3.1875,12.25,-4.75
P937_10004,hihp,hihp_imp_desc,0.1,512,512,True,False,279,16,8.75,10.0,-1.25,12.5625,-3.8125
P937_10060,hihp,hihp_imp_desc,0.1,512,512,True,False,279,227,6.5,9.3125,-2.8125,6.71875,-0.21875
P101_10027,hihp,hihp_imp_desc,0.2,1024,1024,False,False,3674,58,9.0625,6.875,2.1875,12.0625,-3.0
P101_10066,hihp,hihp_imp_desc,0.2,1024,1024,True,False,279,48,8.875,8.1875,0.6875,11.1875,-2.3125
P103_0,hihp,hihp_imp_desc,0.2,1024,1024,False,False,24113,2,13.4375,9.3125,4.125,16.375,-2.9375
P103_10038,hihp,hihp_imp_desc,0.2,1024,1024,False,False,279,2,11.125,7.46875,3.65625,15.5,-4.375
P106_10026,hihp,hihp_imp_desc,0.2,1024,1024,False,False,264,615,5.125,7.71875,-2.59375,8.625,-3.5
P106_10076,hihp,hihp_imp_desc,0.2,1024,1024,False,False,18328,21,10.5,4.125,6.375,13.1875,-2.6875
P108_10032,hihp,hihp_imp_desc,0.2,1024,1024,False,False,279,2,12.1875,5.90625,6.28125,17.0,-4.8125
P108_10064,hihp,hihp_imp_desc,0.2,1024,1024,True,False,279,34,6.53125,6.40625,0.125,10.5625,-4.03125
P127_10,hihp,hihp_imp_desc,0.2,1024,1024,True,False,279,56,4.625,4.25,0.375,6.96875,-2.34375
P127_10040,hihp,hihp_imp_desc,0.2,1024,1024,True,False,11,8649,1.765625,4.125,-2.359375,10.375,-8.609375
P1303_10011,hihp,hihp_imp_desc,0.2,1024,1024,False,False,220,54,5.78125,8.0625,-2.28125,10.875,-5.09375
P1303_10017,hihp,hihp_imp_desc,0.2,1024,1024,True,False,279,4,11.0625,11.375,-0.3125,7.875,3.1875
P131_10018,hihp,hihp_imp_desc,0.2,1024,1024,True,False,279,381,6.3125,5.40625,0.90625,13.875,-7.5625
P131_10045,hihp,hihp_imp_desc,0.2,1024,1024,True,False,279,192,8.1875,4.46875,3.71875,11.0625,-2.875
P136_10043,hihp,hihp_imp_desc,0.2,1024,1024,False,False,520,379,5.96875,7.1875,-1.21875,6.125,-0.15625
P136_10065,hihp,hihp_imp_desc,0.2,1024,1024,True,False,279,24212,0.310546875,6.125,-5.814453125,2.546875,-2.236328125
P138_10042,hihp,hihp_imp_desc,0.2,1024,1024,True,False,279,78,7.84375,3.484375,4.359375,12.0,-4.15625
P138_1009,hihp,hihp_imp_desc,0.2,1024,1024,True,False,279,249,8.1875,6.75,1.4375,15.5625,-7.375
P140_1,hihp,hihp_imp_desc,0.2,1024,1024,False,False,15256,87,8.9375,15.3125,-6.375,14.375,-5.4375
P140_100,hihp,hihp_imp_desc,0.2,1024,1024,False,False,279,7,9.5,4.59375,4.90625,15.75,-6.25
P1412_10009,hihp,hihp_imp_desc,0.2,1024,1024,True,False,315,5147,3.234375,7.40625,-4.171875,8.9375,-5.703125
P1412_10036,hihp,hihp_imp_desc,0.2,1024,1024,True,False,539,357,8.875,8.375,0.5,11.1875,-2.3125
P159_1001,hihp,hihp_imp_desc,0.2,1024,1024,False,False,279,2195,4.34375,13.0625,-8.71875,15.375,-11.03125
P159_10015,hihp,hihp_imp_desc,0.2,1024,1024,False,False,20005,56,8.75,9.125,-0.375,14.0,-5.25
P17_10005,hihp,hihp_imp_desc,0.2,1024,1024,False,False,279,3273,3.6875,9.3125,-5.625,9.5,-5.8125
P17_10034,hihp,hihp_imp_desc,0.2,1024,1024,True,False,279,736,6.0625,7.8125,-1.75,10.1875,-4.125
P176_10014,hihp,hihp_imp_desc,0.2,1024,1024,False,False,30300,28,9.625,16.125,-6.5,17.0,-7.375
P176_10044,hihp,hihp_imp_desc,0.2,1024,1024,False,False,42981,16,9.375,7.53125,1.84375,15.375,-6.0
P178_10019,hihp,hihp_imp_desc,0.2,1024,1024,False,False,279,3,9.0,9.5625,-0.5625,15.0,-6.0
P178_10020,hihp,hihp_imp_desc,0.2,1024,1024,False,True,5210,1,13.375,11.625,1.75,9.1875,4.1875
P19_1002,hihp,hihp_imp_desc,0.2,1024,1024,True,False,220,61,7.4375,10.25,-2.8125,15.625,-8.1875
P19_10031,hihp,hihp_imp_desc,0.2,1024,1024,False,False,8494,873,6.4375,10.5,-4.0625,10.6875,-4.25
P190_10000,hihp,hihp_imp_desc,0.2,1024,1024,False,False,39593,317,7.1875,8.75,-1.5625,6.125,1.0625
P190_10006,hihp,hihp_imp_desc,0.2,1024,1024,False,False,56301,337,7.46875,9.3125,-1.84375,7.25,0.21875
P20_10007,hihp,hihp_imp_desc,0.2,1024,1024,True,False,220,2262,4.9375,8.625,-3.6875,10.8125,-5.875
P20_1008,hihp,hihp_imp_desc,0.2,1024,1024,False,False,264,631,5.6875,7.3125,-1.625,8.9375,-3.25
P264_1000,hihp,hihp_imp_desc,0.2,1024,1024,False,False,264,455,4.34375,5.4375,-1.09375,2.40625,1.9375
P264_10597,hihp,hihp_imp_desc,0.2,1024,1024,True,False,279,265,3.671875,2.140625,1.53125,7.625,-3.953125
P27_10002,hihp,hihp_imp_desc,0.2,1024,1024,False,False,15704,12,10.375,10.375,0.0,14.9375,-4.5625
P27_10008,hihp,hihp_imp_desc,0.2,1024,1024,False,False,279,78,8.6875,13.8125,-5.125,12.875,-4.1875
P276_10021,hihp,hihp_imp_desc,0.2,1024,1024,True,False,279,807,5.0625,2.390625,2.671875,5.21875,-0.15625
P276_10062,hihp,hihp_imp_desc,0.2,1024,1024,False,False,279,764,4.96875,5.3125,-0.34375,12.8125,-7.84375
P30_10003,hihp,hihp_imp_desc,0.2,1024,1024,False,True,72787,1,16.625,9.1875,7.4375,10.5625,6.0625
P30_10028,hihp,hihp_imp_desc,0.2,1024,1024,False,False,10384,3,15.0,14.375,0.625,16.75,-1.75
P36_10035,hihp,hihp_imp_desc,0.2,1024,1024,False,False,12366,252,6.84375,13.5,-6.65625,16.375,-9.53125
P36_10369,hihp,hihp_imp_desc,0.2,1024,1024,False,False,81801,67,9.625,7.4375,2.1875,13.1875,-3.5625
P364_10013,hihp,hihp_imp_desc,0.2,1024,1024,False,False,539,186,8.25,7.0625,1.1875,12.1875,-3.9375
P364_10039,hihp,hihp_imp_desc,0.2,1024,1024,False,False,50961,268,7.8125,16.25,-8.4375,9.875,-2.0625
P37_10078,hihp,hihp_imp_desc,0.2,1024,1024,False,False,1443,2,15.25,5.46875,9.78125,16.0,-0.75
P37_10134,hihp,hihp_imp_desc,0.2,1024,1024,False,True,6498,1,13.75,7.0,6.75,16.5,-2.75
P39_10010,hihp,hihp_imp_desc,0.2,1024,1024,False,False,8753,194,7.5,2.796875,4.703125,10.125,-2.625
P39_10025,hihp,hihp_imp_desc,0.2,1024,1024,False,False,279,24,8.8125,7.5625,1.25,9.25,-0.4375
P407_10033,hihp,hihp_imp_desc,0.2,1024,1024,True,False,539,659,6.90625,6.1875,0.71875,11.8125,-4.90625
P407_10082,hihp,hihp_imp_desc,0.2,1024,1024,False,False,220,15648,1.421875,7.21875,-5.796875,11.1875,-9.765625
P413_10029,hihp,hihp_imp_desc,0.2,1024,1024,True,False,315,252,6.46875,4.65625,1.8125,11.6875,-5.21875
P413_1006,hihp,hihp_imp_desc,0.2,1024,1024,False,False,279,23766,-1.8671875,-0.2470703125,-1.6201171875,7.84375,-9.7109375
P449_10023,hihp,hihp_imp_desc,0.2,1024,1024,False,False,23469,27,10.875,11.4375,-0.5625,8.3125,2.5625
P449_10104,hihp,hihp_imp_desc,0.2,1024,1024,False,False,279,17,12.0625,12.0625,0.0,11.625,0.4375
P463_10050,hihp,hihp_imp_desc,0.2,1024,1024,False,False,14875,2,14.625,4.625,10.0,12.875,1.75
P463_10121,hihp,hihp_imp_desc,0.2,1024,1024,False,False,79815,3,12.375,4.40625,7.96875,15.6875,-3.3125
P495_10012,hihp,hihp_imp_desc,0.2,1024,1024,False,False,220,86,9.0625,12.875,-3.8125,12.9375,-3.875
P495_1003,hihp,hihp_imp_desc,0.2,1024,1024,False,False,220,62,8.25,10.375,-2.125,11.5,-3.25
P641_10047,hihp,hihp_imp_desc,0.2,1024,1024,True,True,20075,1,15.6875,13.875,1.8125,15.375,0.3125
P641_10270,hihp,hihp_imp_desc,0.2,1024,1024,True,False,315,737,4.34375,3.9375,0.40625,11.875,-7.53125
P740_10016,hihp,hihp_imp_desc,0.2,1024,1024,True,False,220,3603,4.09375,9.0,-4.90625,16.75,-12.65625
P740_10054,hihp,hihp_imp_desc,0.2,1024,1024,True,False,220,242,7.125,11.0,-3.875,12.25,-5.125
P937_10004,hihp,hihp_imp_desc,0.2,1024,1024,True,False,279,36,8.25,9.5,-1.25,12.5625,-4.3125
P937_10060,hihp,hihp_imp_desc,0.2,1024,1024,True,False,279,209,6.375,8.9375,-2.5625,6.71875,-0.34375
P101_10027,hihp,hihp_imp_desc,0.3,1536,1536,False,False,2802,308,6.90625,6.46875,0.4375,12.0625,-5.15625
P101_10066,hihp,hihp_imp_desc,0.3,1536,1536,True,False,279,49,8.8125,8.3125,0.5,11.1875,-2.375
P103_0,hihp,hihp_imp_desc,0.3,1536,1536,False,False,24113,4,13.3125,8.9375,4.375,16.375,-3.0625
P103_10038,hihp,hihp_imp_desc,0.3,1536,1536,False,False,279,2,10.5625,7.21875,3.34375,15.5,-4.9375
P106_10026,hihp,hihp_imp_desc,0.3,1536,1536,False,False,264,836,4.875,7.96875,-3.09375,8.625,-3.75
P106_10076,hihp,hihp_imp_desc,0.3,1536,1536,False,False,18328,29,10.4375,3.859375,6.578125,13.1875,-2.75
P108_10032,hihp,hihp_imp_desc,0.3,1536,1536,False,False,279,3,11.6875,5.78125,5.90625,17.0,-5.3125
P108_10064,hihp,hihp_imp_desc,0.3,1536,1536,True,False,279,25,6.90625,6.6875,0.21875,10.5625,-3.65625
P127_10,hihp,hihp_imp_desc,0.3,1536,1536,True,False,279,204,3.59375,4.84375,-1.25,6.96875,-3.375
P127_10040,hihp,hihp_imp_desc,0.3,1536,1536,False,False,315,15289,1.140625,3.828125,-2.6875,10.375,-9.234375
P1303_10011,hihp,hihp_imp_desc,0.3,1536,1536,False,False,220,218,4.15625,6.65625,-2.5,10.875,-6.71875
P1303_10017,hihp,hihp_imp_desc,0.3,1536,1536,True,False,279,4,11.1875,11.5625,-0.375,7.875,3.3125
P131_10018,hihp,hihp_imp_desc,0.3,1536,1536,True,False,279,2916,3.5625,3.953125,-0.390625,13.875,-10.3125
P131_10045,hihp,hihp_imp_desc,0.3,1536,1536,True,False,279,228,8.125,5.125,3.0,11.0625,-2.9375
P136_10043,hihp,hihp_imp_desc,0.3,1536,1536,False,False,520,456,5.59375,6.84375,-1.25,6.125,-0.53125
P136_10065,hihp,hihp_imp_desc,0.3,1536,1536,True,False,279,29045,0.1142578125,5.9375,-5.8232421875,2.546875,-2.4326171875
P138_10042,hihp,hihp_imp_desc,0.3,1536,1536,True,False,279,84,7.59375,3.84375,3.75,12.0,-4.40625
P138_1009,hihp,hihp_imp_desc,0.3,1536,1536,True,False,279,898,6.65625,6.875,-0.21875,15.5625,-8.90625
P140_1,hihp,hihp_imp_desc,0.3,1536,1536,False,False,15256,105,8.6875,15.375,-6.6875,14.375,-5.6875
