model,group,ratio,k,k_actual,crel_pair,pair_id,attr_dim,delta_target_logit_signed,delta_source_logit_signed,argmax_token_id_clean,argmax_token_id_patched
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-OPP,pair8,Q,-0.375,1.1875,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-OPP,pair9,P,-0.5,1.5,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-OPP,pair9,Q,-0.75,0.9375,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-MORE,pair0,P,-0.375,0.5,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-MORE,pair0,Q,-0.375,0.0,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-MORE,pair1,P,-0.375,0.625,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-MORE,pair1,Q,-0.375,0.375,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-MORE,pair2,P,-0.125,0.125,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-MORE,pair2,Q,-0.125,-0.125,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-MORE,pair3,P,-0.125,0.375,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-MORE,pair3,Q,-0.125,0.25,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-MORE,pair4,P,-0.25,0.3125,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-MORE,pair4,Q,-0.125,0.0625,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-MORE,pair5,P,-0.25,0.1875,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-MORE,pair5,Q,-0.375,-0.25,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-MORE,pair6,P,-0.125,0.375,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-MORE,pair6,Q,0.0,-0.1875,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-MORE,pair7,P,-0.5,1.1875,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-MORE,pair7,Q,-0.125,0.625,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-MORE,pair8,P,-0.25,0.875,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-MORE,pair8,Q,-0.125,0.1875,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-MORE,pair9,P,-0.375,0.5625,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-MORE,pair9,Q,-0.125,0.125,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-LESS,pair0,P,-0.125,-0.375,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-LESS,pair0,Q,0.0,-0.375,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-LESS,pair1,P,0.0,-0.1875,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-LESS,pair1,Q,0.0,-0.375,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-LESS,pair2,P,0.125,-1.6875,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-LESS,pair2,Q,0.125,-0.625,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-LESS,pair3,P,0.0,-0.625,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-LESS,pair3,Q,0.125,-0.625,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-LESS,pair4,P,0.125,-0.75,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-LESS,pair4,Q,-0.125,0.0,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-LESS,pair5,P,0.25,-0.25,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-LESS,pair5,Q,0.0,-0.25,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-LESS,pair6,P,0.0,-1.25,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-LESS,pair6,Q,0.0,-1.0625,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-LESS,pair7,P,0.0,-0.6875,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-LESS,pair7,Q,0.125,-0.5625,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-LESS,pair8,P,0.0,-1.125,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-LESS,pair8,Q,0.0,-0.5625,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-LESS,pair9,P,0.125,-0.875,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,SAME-LESS,pair9,Q,0.0,-0.1875,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-MORE,pair0,P,-0.125,1.375,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-MORE,pair0,Q,-0.25,0.1875,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-MORE,pair1,P,-0.125,1.0625,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-MORE,pair1,Q,-0.125,0.125,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-MORE,pair2,P,-0.125,1.5,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-MORE,pair2,Q,-0.25,0.0,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-MORE,pair3,P,-0.125,1.0625,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-MORE,pair3,Q,-0.25,0.4375,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-MORE,pair4,P,-0.25,2.0625,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-MORE,pair4,Q,-0.25,0.375,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-MORE,pair5,P,-0.125,1.375,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-MORE,pair5,Q,-0.25,0.25,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-MORE,pair6,P,-0.125,1.1875,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-MORE,pair6,Q,-0.375,0.0625,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-MORE,pair7,P,-0.25,2.125,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-MORE,pair7,Q,-0.375,0.9375,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-MORE,pair8,P,-0.125,2.1875,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-MORE,pair8,Q,-0.25,0.25,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-MORE,pair9,P,-0.375,2.25,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-MORE,pair9,Q,-0.25,0.0625,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-LESS,pair0,P,-0.375,1.09375,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-LESS,pair0,Q,-0.25,1.03125,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-LESS,pair1,P,-0.375,1.59375,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-LESS,pair1,Q,-0.125,1.6875,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-LESS,pair2,P,-0.375,1.65625,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-LESS,pair2,Q,-0.25,3.15625,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-LESS,pair3,P,-0.25,1.25,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-LESS,pair3,Q,-0.125,1.4375,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-LESS,pair4,P,-0.5,1.96875,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-LESS,pair4,Q,-0.375,2.125,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-LESS,pair5,P,-0.375,1.6875,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-LESS,pair5,Q,-0.25,1.5625,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-LESS,pair6,P,-0.5,0.875,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-LESS,pair6,Q,-0.375,0.78125,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-LESS,pair7,P,-0.5,1.84375,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-LESS,pair7,Q,-0.375,1.8125,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-LESS,pair8,P,-0.25,1.71875,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-LESS,pair8,Q,-0.25,1.96875,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-LESS,pair9,P,-0.25,1.65625,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,OPP-LESS,pair9,Q,0.0,2.03125,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,MORE-LESS,pair0,P,-0.625,2.125,10006,10006
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,MORE-LESS,pair0,Q,-0.75,1.9375,10006,10006
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,MORE-LESS,pair1,P,-0.625,3.5,7245,7245
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,MORE-LESS,pair1,Q,-0.75,4.75,7245,7245
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,MORE-LESS,pair2,P,-0.625,2.875,18515,18515
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,MORE-LESS,pair2,Q,-0.75,2.6875,18515,18515
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,MORE-LESS,pair3,P,-0.625,3.25,9427,9427
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,MORE-LESS,pair3,Q,-0.75,3.0,9427,9427
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,MORE-LESS,pair4,P,-0.75,2.5,41389,41389
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,MORE-LESS,pair4,Q,-0.625,2.3125,41389,41389
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,MORE-LESS,pair5,P,-0.75,1.75,1765,1765
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,MORE-LESS,pair5,Q,-0.625,1.875,1765,1765
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,MORE-LESS,pair6,P,-0.75,2.625,26976,26976
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,MORE-LESS,pair6,Q,-0.625,3.0,26976,26976
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,MORE-LESS,pair7,P,-1.0,2.5,59380,59380
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,MORE-LESS,pair7,Q,-0.875,2.5,59380,35092
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,MORE-LESS,pair8,P,-0.75,3.125,13259,13259
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,MORE-LESS,pair8,Q,-0.875,3.625,13259,13259
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,MORE-LESS,pair9,P,-0.75,5.125,57625,57625
llama-3.1-8b-instruct,hihp_imp_desc,0.01,10,10,MORE-LESS,pair9,Q,-0.75,5.25,57625,57625
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-OPP,pair0,P,-1.125,2.3125,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-OPP,pair0,Q,-0.625,1.375,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-OPP,pair1,P,-1.125,3.3125,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-OPP,pair1,Q,-0.625,1.5,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-OPP,pair2,P,-1.25,3.4375,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-OPP,pair2,Q,-0.625,2.1875,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-OPP,pair3,P,-1.0,2.375,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-OPP,pair3,Q,-0.625,1.3125,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-OPP,pair4,P,-0.875,2.875,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-OPP,pair4,Q,-0.375,3.0,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-OPP,pair5,P,-0.875,2.125,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-OPP,pair5,Q,-0.625,1.625,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-OPP,pair6,P,-0.875,3.25,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-OPP,pair6,Q,-0.625,1.6875,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-OPP,pair7,P,-0.875,2.875,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-OPP,pair7,Q,-0.625,2.25,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-OPP,pair8,P,-0.75,2.8125,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-OPP,pair8,Q,-0.5,1.875,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-OPP,pair9,P,-0.875,2.5625,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-OPP,pair9,Q,-0.625,1.8125,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-MORE,pair0,P,-1.125,0.8125,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-MORE,pair0,Q,-1.0,0.25,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-MORE,pair1,P,-1.0,0.75,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-MORE,pair1,Q,-0.625,0.5,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-MORE,pair2,P,-0.5,0.5,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-MORE,pair2,Q,-0.375,0.125,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-MORE,pair3,P,-0.625,0.6875,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-MORE,pair3,Q,-0.625,0.625,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-MORE,pair4,P,-0.625,0.6875,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-MORE,pair4,Q,-0.5,0.375,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-MORE,pair5,P,-0.625,0.4375,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-MORE,pair5,Q,-0.75,0.0625,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-MORE,pair6,P,-0.625,0.625,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-MORE,pair6,Q,-0.625,0.3125,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-MORE,pair7,P,-0.875,2.0,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-MORE,pair7,Q,-0.625,1.4375,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-MORE,pair8,P,-0.625,1.4375,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-MORE,pair8,Q,-0.375,0.5625,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-MORE,pair9,P,-0.875,1.1875,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-MORE,pair9,Q,-0.625,0.5,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-LESS,pair0,P,-0.875,-0.375,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-LESS,pair0,Q,-0.625,-0.375,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-LESS,pair1,P,-0.625,-0.4375,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-LESS,pair1,Q,-0.5,-0.1875,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-LESS,pair2,P,-0.375,-0.4375,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-LESS,pair2,Q,-0.375,-0.25,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-LESS,pair3,P,-0.5,0.125,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-LESS,pair3,Q,-0.625,-0.125,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-LESS,pair4,P,-0.25,-0.4375,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-LESS,pair4,Q,-0.625,0.0625,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-LESS,pair5,P,-0.375,0.125,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-LESS,pair5,Q,-0.625,-0.125,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-LESS,pair6,P,-0.375,-0.8125,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-LESS,pair6,Q,-0.625,-0.625,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-LESS,pair7,P,-0.375,0.0,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-LESS,pair7,Q,-0.5,-0.3125,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-LESS,pair8,P,-0.375,-0.5625,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-LESS,pair8,Q,-0.5,-0.375,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-LESS,pair9,P,-0.375,0.0625,14265,14265
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,SAME-LESS,pair9,Q,-0.625,0.1875,6485,6485
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-MORE,pair0,P,-0.5,2.0625,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-MORE,pair0,Q,-0.375,0.4375,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-MORE,pair1,P,-0.375,1.6875,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-MORE,pair1,Q,-0.25,0.375,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-MORE,pair2,P,-0.375,2.25,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-MORE,pair2,Q,-0.375,0.375,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-MORE,pair3,P,-0.25,1.625,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-MORE,pair3,Q,-0.25,0.6875,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-MORE,pair4,P,-0.5,3.4375,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-MORE,pair4,Q,-0.625,0.6875,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-MORE,pair5,P,-0.375,2.1875,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-MORE,pair5,Q,-0.25,0.75,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-MORE,pair6,P,-0.375,2.1875,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-MORE,pair6,Q,-0.375,0.375,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-MORE,pair7,P,-0.375,2.9375,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-MORE,pair7,Q,-0.5,1.5,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-MORE,pair8,P,-0.375,3.1875,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-MORE,pair8,Q,-0.375,0.375,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-MORE,pair9,P,-0.625,3.4375,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-MORE,pair9,Q,-0.375,0.4375,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-LESS,pair0,P,-0.75,1.75,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-LESS,pair0,Q,-0.375,1.59375,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-LESS,pair1,P,-0.875,2.09375,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-LESS,pair1,Q,-0.25,1.9375,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-LESS,pair2,P,-0.625,2.0,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-LESS,pair2,Q,-0.375,3.21875,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-LESS,pair3,P,-0.75,1.6875,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-LESS,pair3,Q,-0.25,1.75,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-LESS,pair4,P,-0.875,2.375,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-LESS,pair4,Q,-0.5,2.125,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-LESS,pair5,P,-0.625,2.5,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-LESS,pair5,Q,-0.375,1.9375,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-LESS,pair6,P,-0.75,1.28125,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-LESS,pair6,Q,-0.5,1.25,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-LESS,pair7,P,-0.75,2.71875,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-LESS,pair7,Q,-0.5,2.4375,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-LESS,pair8,P,-0.625,2.3125,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-LESS,pair8,Q,-0.375,1.96875,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-LESS,pair9,P,-0.75,2.1875,46878,46878
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,OPP-LESS,pair9,Q,-0.125,2.125,4382,4382
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,MORE-LESS,pair0,P,-0.75,1.75,10006,10006
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,MORE-LESS,pair0,Q,-0.625,1.6875,10006,10006
llama-3.1-8b-instruct,hihp_imp_desc,0.03,30,30,MORE-LESS,pair1,P,-0.75,2.8125,7245,7245
