trial_id,crel,attr_dim,pair_id,word_a,word_b,correct_answer,incorrect_answer,correct_first_subtoken_id,incorrect_first_subtoken_id,answer_type,prompt
OPP_Q_pair2,OPP,Q,pair2,braszeintok,kirzelplom,simple,complex,4285,6351,attribute_word,"Definitions:
- braszeintok: something that is bold and complex
- kirzelplom is the opposite of braszeintok

Q: Is kirzelplom complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair2,MORE,P,pair2,braszeintok,kirzelplom,kirzelplom,braszeintok,72630,45396,novel_word,"Definitions:
- braszeintok: something that is bold and complex
- kirzelplom is more/greater than braszeintok in all respects

Q: Which is more bold, braszeintok or kirzelplom? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair2,LESS,P,pair2,braszeintok,kirzelplom,braszeintok,kirzelplom,45396,72630,novel_word,"Definitions:
- braszeintok: something that is bold and complex
- kirzelplom is less/smaller than braszeintok in all respects

Q: Which is more bold, braszeintok or kirzelplom? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair2,MORE,Q,pair2,braszeintok,kirzelplom,kirzelplom,braszeintok,72630,45396,novel_word,"Definitions:
- braszeintok: something that is bold and complex
- kirzelplom is more/greater than braszeintok in all respects

Q: Which is more complex, braszeintok or kirzelplom? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair2,LESS,Q,pair2,braszeintok,kirzelplom,braszeintok,kirzelplom,45396,72630,novel_word,"Definitions:
- braszeintok: something that is bold and complex
- kirzelplom is less/smaller than braszeintok in all respects

Q: Which is more complex, braszeintok or kirzelplom? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair3,SAME,P,pair3,kirplesrut,fouzenkrut,bold,cautious,13939,45778,attribute_word,"Definitions:
- kirplesrut: something that is bold and complex
- fouzenkrut is the same as kirplesrut

Q: Is fouzenkrut bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair3,OPP,P,pair3,kirplesrut,fouzenkrut,cautious,bold,45778,13939,attribute_word,"Definitions:
- kirplesrut: something that is bold and complex
- fouzenkrut is the opposite of kirplesrut

Q: Is fouzenkrut bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair3,SAME,Q,pair3,kirplesrut,fouzenkrut,complex,simple,6351,4285,attribute_word,"Definitions:
- kirplesrut: something that is bold and complex
- fouzenkrut is the same as kirplesrut

Q: Is fouzenkrut complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair3,OPP,Q,pair3,kirplesrut,fouzenkrut,simple,complex,4285,6351,attribute_word,"Definitions:
- kirplesrut: something that is bold and complex
- fouzenkrut is the opposite of kirplesrut

Q: Is fouzenkrut complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair3,MORE,P,pair3,kirplesrut,fouzenkrut,fouzenkrut,kirplesrut,56525,72630,novel_word,"Definitions:
- kirplesrut: something that is bold and complex
- fouzenkrut is more/greater than kirplesrut in all respects

Q: Which is more bold, kirplesrut or fouzenkrut? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair3,LESS,P,pair3,kirplesrut,fouzenkrut,kirplesrut,fouzenkrut,72630,56525,novel_word,"Definitions:
- kirplesrut: something that is bold and complex
- fouzenkrut is less/smaller than kirplesrut in all respects

Q: Which is more bold, kirplesrut or fouzenkrut? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair3,MORE,Q,pair3,kirplesrut,fouzenkrut,fouzenkrut,kirplesrut,56525,72630,novel_word,"Definitions:
- kirplesrut: something that is bold and complex
- fouzenkrut is more/greater than kirplesrut in all respects

Q: Which is more complex, kirplesrut or fouzenkrut? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair3,LESS,Q,pair3,kirplesrut,fouzenkrut,kirplesrut,fouzenkrut,72630,56525,novel_word,"Definitions:
- kirplesrut: something that is bold and complex
- fouzenkrut is less/smaller than kirplesrut in all respects

Q: Which is more complex, kirplesrut or fouzenkrut? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair4,SAME,P,pair4,golflounsil,treilrukron,bold,cautious,13939,45778,attribute_word,"Definitions:
- golflounsil: something that is bold and complex
- treilrukron is the same as golflounsil

Q: Is treilrukron bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair4,OPP,P,pair4,golflounsil,treilrukron,cautious,bold,45778,13939,attribute_word,"Definitions:
- golflounsil: something that is bold and complex
- treilrukron is the opposite of golflounsil

Q: Is treilrukron bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair4,SAME,Q,pair4,golflounsil,treilrukron,complex,simple,6351,4285,attribute_word,"Definitions:
- golflounsil: something that is bold and complex
- treilrukron is the same as golflounsil

Q: Is treilrukron complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair4,OPP,Q,pair4,golflounsil,treilrukron,simple,complex,4285,6351,attribute_word,"Definitions:
- golflounsil: something that is bold and complex
- treilrukron is the opposite of golflounsil

Q: Is treilrukron complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair4,MORE,P,pair4,golflounsil,treilrukron,treilrukron,golflounsil,4258,44449,novel_word,"Definitions:
- golflounsil: something that is bold and complex
- treilrukron is more/greater than golflounsil in all respects

Q: Which is more bold, golflounsil or treilrukron? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair4,LESS,P,pair4,golflounsil,treilrukron,golflounsil,treilrukron,44449,4258,novel_word,"Definitions:
- golflounsil: something that is bold and complex
- treilrukron is less/smaller than golflounsil in all respects

Q: Which is more bold, golflounsil or treilrukron? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair4,MORE,Q,pair4,golflounsil,treilrukron,treilrukron,golflounsil,4258,44449,novel_word,"Definitions:
- golflounsil: something that is bold and complex
- treilrukron is more/greater than golflounsil in all respects

Q: Which is more complex, golflounsil or treilrukron? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair4,LESS,Q,pair4,golflounsil,treilrukron,golflounsil,treilrukron,44449,4258,novel_word,"Definitions:
- golflounsil: something that is bold and complex
- treilrukron is less/smaller than golflounsil in all respects

Q: Which is more complex, golflounsil or treilrukron? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair5,SAME,P,pair5,zarstaisdar,pelraisdaik,bold,cautious,13939,45778,attribute_word,"Definitions:
- zarstaisdar: something that is bold and complex
- pelraisdaik is the same as zarstaisdar

Q: Is pelraisdaik bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair5,OPP,P,pair5,zarstaisdar,pelraisdaik,cautious,bold,45778,13939,attribute_word,"Definitions:
- zarstaisdar: something that is bold and complex
- pelraisdaik is the opposite of zarstaisdar

Q: Is pelraisdaik bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair5,SAME,Q,pair5,zarstaisdar,pelraisdaik,complex,simple,6351,4285,attribute_word,"Definitions:
- zarstaisdar: something that is bold and complex
- pelraisdaik is the same as zarstaisdar

Q: Is pelraisdaik complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair5,OPP,Q,pair5,zarstaisdar,pelraisdaik,simple,complex,4285,6351,attribute_word,"Definitions:
- zarstaisdar: something that is bold and complex
- pelraisdaik is the opposite of zarstaisdar

Q: Is pelraisdaik complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair5,MORE,P,pair5,zarstaisdar,pelraisdaik,pelraisdaik,zarstaisdar,11814,58824,novel_word,"Definitions:
- zarstaisdar: something that is bold and complex
- pelraisdaik is more/greater than zarstaisdar in all respects

Q: Which is more bold, zarstaisdar or pelraisdaik? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair5,LESS,P,pair5,zarstaisdar,pelraisdaik,zarstaisdar,pelraisdaik,58824,11814,novel_word,"Definitions:
- zarstaisdar: something that is bold and complex
- pelraisdaik is less/smaller than zarstaisdar in all respects

Q: Which is more bold, zarstaisdar or pelraisdaik? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair5,MORE,Q,pair5,zarstaisdar,pelraisdaik,pelraisdaik,zarstaisdar,11814,58824,novel_word,"Definitions:
- zarstaisdar: something that is bold and complex
- pelraisdaik is more/greater than zarstaisdar in all respects

Q: Which is more complex, zarstaisdar or pelraisdaik? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair5,LESS,Q,pair5,zarstaisdar,pelraisdaik,zarstaisdar,pelraisdaik,58824,11814,novel_word,"Definitions:
- zarstaisdar: something that is bold and complex
- pelraisdaik is less/smaller than zarstaisdar in all respects

Q: Which is more complex, zarstaisdar or pelraisdaik? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair6,SAME,P,pair6,treiszesaim,sleismurbam,bold,cautious,13939,45778,attribute_word,"Definitions:
- treiszesaim: something that is bold and complex
- sleismurbam is the same as treiszesaim

Q: Is sleismurbam bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair6,OPP,P,pair6,treiszesaim,sleismurbam,cautious,bold,45778,13939,attribute_word,"Definitions:
- treiszesaim: something that is bold and complex
- sleismurbam is the opposite of treiszesaim

Q: Is sleismurbam bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair6,SAME,Q,pair6,treiszesaim,sleismurbam,complex,simple,6351,4285,attribute_word,"Definitions:
- treiszesaim: something that is bold and complex
- sleismurbam is the same as treiszesaim

Q: Is sleismurbam complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair6,OPP,Q,pair6,treiszesaim,sleismurbam,simple,complex,4285,6351,attribute_word,"Definitions:
- treiszesaim: something that is bold and complex
- sleismurbam is the opposite of treiszesaim

Q: Is sleismurbam complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair6,MORE,P,pair6,treiszesaim,sleismurbam,sleismurbam,treiszesaim,19747,4258,novel_word,"Definitions:
- treiszesaim: something that is bold and complex
- sleismurbam is more/greater than treiszesaim in all respects

Q: Which is more bold, treiszesaim or sleismurbam? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair6,LESS,P,pair6,treiszesaim,sleismurbam,treiszesaim,sleismurbam,4258,19747,novel_word,"Definitions:
- treiszesaim: something that is bold and complex
- sleismurbam is less/smaller than treiszesaim in all respects

Q: Which is more bold, treiszesaim or sleismurbam? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair6,MORE,Q,pair6,treiszesaim,sleismurbam,sleismurbam,treiszesaim,19747,4258,novel_word,"Definitions:
- treiszesaim: something that is bold and complex
- sleismurbam is more/greater than treiszesaim in all respects

Q: Which is more complex, treiszesaim or sleismurbam? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair6,LESS,Q,pair6,treiszesaim,sleismurbam,treiszesaim,sleismurbam,4258,19747,novel_word,"Definitions:
- treiszesaim: something that is bold and complex
- sleismurbam is less/smaller than treiszesaim in all respects

Q: Which is more complex, treiszesaim or sleismurbam? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair7,SAME,P,pair7,silvunslos,brotrislus,bold,cautious,13939,45778,attribute_word,"Definitions:
- silvunslos: something that is bold and complex
- brotrislus is the same as silvunslos

Q: Is brotrislus bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair7,OPP,P,pair7,silvunslos,brotrislus,cautious,bold,45778,13939,attribute_word,"Definitions:
- silvunslos: something that is bold and complex
- brotrislus is the opposite of silvunslos

Q: Is brotrislus bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair7,SAME,Q,pair7,silvunslos,brotrislus,complex,simple,6351,4285,attribute_word,"Definitions:
- silvunslos: something that is bold and complex
- brotrislus is the same as silvunslos

Q: Is brotrislus complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair7,OPP,Q,pair7,silvunslos,brotrislus,simple,complex,4285,6351,attribute_word,"Definitions:
- silvunslos: something that is bold and complex
- brotrislus is the opposite of silvunslos

Q: Is brotrislus complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair7,MORE,P,pair7,silvunslos,brotrislus,brotrislus,silvunslos,2896,5437,novel_word,"Definitions:
- silvunslos: something that is bold and complex
- brotrislus is more/greater than silvunslos in all respects

Q: Which is more bold, silvunslos or brotrislus? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair7,LESS,P,pair7,silvunslos,brotrislus,silvunslos,brotrislus,5437,2896,novel_word,"Definitions:
- silvunslos: something that is bold and complex
- brotrislus is less/smaller than silvunslos in all respects

Q: Which is more bold, silvunslos or brotrislus? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair7,MORE,Q,pair7,silvunslos,brotrislus,brotrislus,silvunslos,2896,5437,novel_word,"Definitions:
- silvunslos: something that is bold and complex
- brotrislus is more/greater than silvunslos in all respects

Q: Which is more complex, silvunslos or brotrislus? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair7,LESS,Q,pair7,silvunslos,brotrislus,silvunslos,brotrislus,5437,2896,novel_word,"Definitions:
- silvunslos: something that is bold and complex
- brotrislus is less/smaller than silvunslos in all respects

Q: Which is more complex, silvunslos or brotrislus? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair8,SAME,P,pair8,sistreiszas,bosstolmit,bold,cautious,13939,45778,attribute_word,"Definitions:
- sistreiszas: something that is bold and complex
- bosstolmit is the same as sistreiszas

Q: Is bosstolmit bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair8,OPP,P,pair8,sistreiszas,bosstolmit,cautious,bold,45778,13939,attribute_word,"Definitions:
- sistreiszas: something that is bold and complex
- bosstolmit is the opposite of sistreiszas

Q: Is bosstolmit bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair8,SAME,Q,pair8,sistreiszas,bosstolmit,complex,simple,6351,4285,attribute_word,"Definitions:
- sistreiszas: something that is bold and complex
- bosstolmit is the same as sistreiszas

Q: Is bosstolmit complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair8,OPP,Q,pair8,sistreiszas,bosstolmit,simple,complex,4285,6351,attribute_word,"Definitions:
- sistreiszas: something that is bold and complex
- bosstolmit is the opposite of sistreiszas

Q: Is bosstolmit complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair8,MORE,P,pair8,sistreiszas,bosstolmit,bosstolmit,sistreiszas,42646,20896,novel_word,"Definitions:
- sistreiszas: something that is bold and complex
- bosstolmit is more/greater than sistreiszas in all respects

Q: Which is more bold, sistreiszas or bosstolmit? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair8,LESS,P,pair8,sistreiszas,bosstolmit,sistreiszas,bosstolmit,20896,42646,novel_word,"Definitions:
- sistreiszas: something that is bold and complex
- bosstolmit is less/smaller than sistreiszas in all respects

Q: Which is more bold, sistreiszas or bosstolmit? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair8,MORE,Q,pair8,sistreiszas,bosstolmit,bosstolmit,sistreiszas,42646,20896,novel_word,"Definitions:
- sistreiszas: something that is bold and complex
- bosstolmit is more/greater than sistreiszas in all respects

Q: Which is more complex, sistreiszas or bosstolmit? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair8,LESS,Q,pair8,sistreiszas,bosstolmit,sistreiszas,bosstolmit,20896,42646,novel_word,"Definitions:
- sistreiszas: something that is bold and complex
- bosstolmit is less/smaller than sistreiszas in all respects

Q: Which is more complex, sistreiszas or bosstolmit? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair9,SAME,P,pair9,parflainzin,resseinpeik,bold,cautious,13939,45778,attribute_word,"Definitions:
- parflainzin: something that is bold and complex
- resseinpeik is the same as parflainzin

Q: Is resseinpeik bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair9,OPP,P,pair9,parflainzin,resseinpeik,cautious,bold,45778,13939,attribute_word,"Definitions:
- parflainzin: something that is bold and complex
- resseinpeik is the opposite of parflainzin

Q: Is resseinpeik bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair9,SAME,Q,pair9,parflainzin,resseinpeik,complex,simple,6351,4285,attribute_word,"Definitions:
- parflainzin: something that is bold and complex
- resseinpeik is the same as parflainzin

Q: Is resseinpeik complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair9,OPP,Q,pair9,parflainzin,resseinpeik,simple,complex,4285,6351,attribute_word,"Definitions:
- parflainzin: something that is bold and complex
- resseinpeik is the opposite of parflainzin

Q: Is resseinpeik complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair9,MORE,P,pair9,parflainzin,resseinpeik,resseinpeik,parflainzin,592,1346,novel_word,"Definitions:
- parflainzin: something that is bold and complex
- resseinpeik is more/greater than parflainzin in all respects

Q: Which is more bold, parflainzin or resseinpeik? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair9,LESS,P,pair9,parflainzin,resseinpeik,parflainzin,resseinpeik,1346,592,novel_word,"Definitions:
- parflainzin: something that is bold and complex
- resseinpeik is less/smaller than parflainzin in all respects

Q: Which is more bold, parflainzin or resseinpeik? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair9,MORE,Q,pair9,parflainzin,resseinpeik,resseinpeik,parflainzin,592,1346,novel_word,"Definitions:
- parflainzin: something that is bold and complex
- resseinpeik is more/greater than parflainzin in all respects

Q: Which is more complex, parflainzin or resseinpeik? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair9,LESS,Q,pair9,parflainzin,resseinpeik,parflainzin,resseinpeik,1346,592,novel_word,"Definitions:
- parflainzin: something that is bold and complex
- resseinpeik is less/smaller than parflainzin in all respects

Q: Which is more complex, parflainzin or resseinpeik? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair10,SAME,P,pair10,presdeidom,tinmoulrok,bold,cautious,13939,45778,attribute_word,"Definitions:
- presdeidom: something that is bold and complex
- tinmoulrok is the same as presdeidom

Q: Is tinmoulrok bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair10,OPP,P,pair10,presdeidom,tinmoulrok,cautious,bold,45778,13939,attribute_word,"Definitions:
- presdeidom: something that is bold and complex
- tinmoulrok is the opposite of presdeidom

Q: Is tinmoulrok bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair10,SAME,Q,pair10,presdeidom,tinmoulrok,complex,simple,6351,4285,attribute_word,"Definitions:
- presdeidom: something that is bold and complex
- tinmoulrok is the same as presdeidom

Q: Is tinmoulrok complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair10,OPP,Q,pair10,presdeidom,tinmoulrok,simple,complex,4285,6351,attribute_word,"Definitions:
- presdeidom: something that is bold and complex
- tinmoulrok is the opposite of presdeidom

Q: Is tinmoulrok complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair10,MORE,P,pair10,presdeidom,tinmoulrok,tinmoulrok,presdeidom,24790,1652,novel_word,"Definitions:
- presdeidom: something that is bold and complex
- tinmoulrok is more/greater than presdeidom in all respects

Q: Which is more bold, presdeidom or tinmoulrok? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair10,LESS,P,pair10,presdeidom,tinmoulrok,presdeidom,tinmoulrok,1652,24790,novel_word,"Definitions:
- presdeidom: something that is bold and complex
- tinmoulrok is less/smaller than presdeidom in all respects

Q: Which is more bold, presdeidom or tinmoulrok? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair10,MORE,Q,pair10,presdeidom,tinmoulrok,tinmoulrok,presdeidom,24790,1652,novel_word,"Definitions:
- presdeidom: something that is bold and complex
- tinmoulrok is more/greater than presdeidom in all respects

Q: Which is more complex, presdeidom or tinmoulrok? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair10,LESS,Q,pair10,presdeidom,tinmoulrok,presdeidom,tinmoulrok,1652,24790,novel_word,"Definitions:
- presdeidom: something that is bold and complex
- tinmoulrok is less/smaller than presdeidom in all respects

Q: Which is more complex, presdeidom or tinmoulrok? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair11,SAME,P,pair11,tentrinflik,nelzanvok,bold,cautious,13939,45778,attribute_word,"Definitions:
- tentrinflik: something that is bold and complex
- nelzanvok is the same as tentrinflik

Q: Is nelzanvok bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair11,OPP,P,pair11,tentrinflik,nelzanvok,cautious,bold,45778,13939,attribute_word,"Definitions:
- tentrinflik: something that is bold and complex
- nelzanvok is the opposite of tentrinflik

Q: Is nelzanvok bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair11,SAME,Q,pair11,tentrinflik,nelzanvok,complex,simple,6351,4285,attribute_word,"Definitions:
- tentrinflik: something that is bold and complex
- nelzanvok is the same as tentrinflik

Q: Is nelzanvok complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair11,OPP,Q,pair11,tentrinflik,nelzanvok,simple,complex,4285,6351,attribute_word,"Definitions:
- tentrinflik: something that is bold and complex
- nelzanvok is the opposite of tentrinflik

Q: Is nelzanvok complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair11,MORE,P,pair11,tentrinflik,nelzanvok,nelzanvok,tentrinflik,24340,15632,novel_word,"Definitions:
- tentrinflik: something that is bold and complex
- nelzanvok is more/greater than tentrinflik in all respects

Q: Which is more bold, tentrinflik or nelzanvok? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair11,LESS,P,pair11,tentrinflik,nelzanvok,tentrinflik,nelzanvok,15632,24340,novel_word,"Definitions:
- tentrinflik: something that is bold and complex
- nelzanvok is less/smaller than tentrinflik in all respects

Q: Which is more bold, tentrinflik or nelzanvok? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair11,MORE,Q,pair11,tentrinflik,nelzanvok,nelzanvok,tentrinflik,24340,15632,novel_word,"Definitions:
- tentrinflik: something that is bold and complex
- nelzanvok is more/greater than tentrinflik in all respects

Q: Which is more complex, tentrinflik or nelzanvok? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair11,LESS,Q,pair11,tentrinflik,nelzanvok,tentrinflik,nelzanvok,15632,24340,novel_word,"Definitions:
- tentrinflik: something that is bold and complex
- nelzanvok is less/smaller than tentrinflik in all respects

Q: Which is more complex, tentrinflik or nelzanvok? (Answer EXACTLY ONE WORD)
A:"
