pair_id,word_a,word_b,first_subtoken_id_a,first_subtoken_id_b,first_subtoken_text_a,first_subtoken_text_b,token_count_a,token_count_b,logit_gap_A_colon
pair75,punenstut,zunpeingrir,8310,98175,pun,zun,4,4,0.28125
pair76,busplourtes,wonmourslan,5828,2765,bus,won,4,4,0.37109375
pair77,moufuwim,spurzarfei,53309,59031,mou,spur,4,4,0.15625
pair78,treisfolgar,zenoulnir,4258,53462,tre,zen,4,4,0.203125
pair79,zalpeispok,vilwoustein,65558,25801,zal,vil,4,4,0.109375
pair80,pletrongul,torbrotom,7100,5683,ple,tor,4,4,0.09375
pair81,tusplukrait,karveinkran,40684,23425,tus,kar,4,4,0.4765625
pair82,keinfekei,borprunteis,48803,31632,kein,bor,4,4,0.359375
pair83,reintrulwi,wenpispeim,15244,37357,rein,wen,4,4,0.3125
pair84,werloupok,nibroukron,7060,30285,wer,nib,4,4,0.0234375
pair85,breinulde,tousweinmu,5282,25642,bre,tous,4,4,0.373046875
pair86,planflewik,rispounzek,3119,9824,plan,ris,4,4,0.09375
pair87,mirtrutren,flobraldeir,8652,9744,mir,flo,4,4,0.31640625
pair88,birtrikul,trotesbous,15248,8185,bir,tro,4,4,0.125
pair89,purdesgreim,winspurkrol,3999,14816,pur,wins,4,4,0.02734375
pair90,gunwezer,falmeiga,6038,25484,gun,fal,3,3,0.08984375
pair91,mogousspol,golgraisbro,26170,44449,mog,gol,4,4,0.15625
pair92,kuprirsas,pirspiwain,80708,29611,kup,pir,4,4,0.4375
pair93,mouprosspot,deinwalpem,53309,94919,mou,dein,4,4,0.171875
pair94,gainzaislot,memobrour,8722,1833,gain,mem,4,4,0.296875
pair95,pronkrelze,nourormoum,18613,45698,pron,nour,4,4,0.390625
pair96,genanstem,vonbourtrak,4081,6538,gen,von,3,3,0.326171875
pair97,painplolei,sesgourple,6646,15537,pain,ses,4,4,0.46875
pair98,breirfurgo,tesgraisso,5282,50209,bre,tes,4,4,0.259765625
pair99,ferpralwel,praipassun,18227,44003,fer,pra,4,4,0.41796875
