trial_id,crel,attr_dim,pair_id,word_a,word_b,correct_answer,incorrect_answer,correct_first_subtoken_id,incorrect_first_subtoken_id,answer_type,prompt
SAME_Q_pair1,SAME,Q,pair1,tesflurfait,gurpuskaim,complex,simple,3996,3606,attribute_word,"Definitions:
- tesflurfait: something that is bold and complex
- gurpuskaim is the same as tesflurfait

Q: Is gurpuskaim complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair1,OPP,Q,pair1,tesflurfait,gurpuskaim,simple,complex,3606,3996,attribute_word,"Definitions:
- tesflurfait: something that is bold and complex
- gurpuskaim is the opposite of tesflurfait

Q: Is gurpuskaim complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair1,MORE,P,pair1,tesflurfait,gurpuskaim,gurpuskaim,tesflurfait,76940,26465,novel_word,"Definitions:
- tesflurfait: something that is bold and complex
- gurpuskaim is more/greater than tesflurfait in all respects

Q: Which is more bold, tesflurfait or gurpuskaim? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair1,LESS,P,pair1,tesflurfait,gurpuskaim,tesflurfait,gurpuskaim,26465,76940,novel_word,"Definitions:
- tesflurfait: something that is bold and complex
- gurpuskaim is less/smaller than tesflurfait in all respects

Q: Which is more bold, tesflurfait or gurpuskaim? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair1,MORE,Q,pair1,tesflurfait,gurpuskaim,gurpuskaim,tesflurfait,76940,26465,novel_word,"Definitions:
- tesflurfait: something that is bold and complex
- gurpuskaim is more/greater than tesflurfait in all respects

Q: Which is more complex, tesflurfait or gurpuskaim? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair1,LESS,Q,pair1,tesflurfait,gurpuskaim,tesflurfait,gurpuskaim,26465,76940,novel_word,"Definitions:
- tesflurfait: something that is bold and complex
- gurpuskaim is less/smaller than tesflurfait in all respects

Q: Which is more complex, tesflurfait or gurpuskaim? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair2,SAME,P,pair2,steinbarbuk,desslikus,bold,cautious,16627,50799,attribute_word,"Definitions:
- steinbarbuk: something that is bold and complex
- desslikus is the same as steinbarbuk

Q: Is desslikus bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair2,OPP,P,pair2,steinbarbuk,desslikus,cautious,bold,50799,16627,attribute_word,"Definitions:
- steinbarbuk: something that is bold and complex
- desslikus is the opposite of steinbarbuk

Q: Is desslikus bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair2,SAME,Q,pair2,steinbarbuk,desslikus,complex,simple,3996,3606,attribute_word,"Definitions:
- steinbarbuk: something that is bold and complex
- desslikus is the same as steinbarbuk

Q: Is desslikus complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair2,OPP,Q,pair2,steinbarbuk,desslikus,simple,complex,3606,3996,attribute_word,"Definitions:
- steinbarbuk: something that is bold and complex
- desslikus is the opposite of steinbarbuk

Q: Is desslikus complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair2,MORE,P,pair2,steinbarbuk,desslikus,desslikus,steinbarbuk,11328,189387,novel_word,"Definitions:
- steinbarbuk: something that is bold and complex
- desslikus is more/greater than steinbarbuk in all respects

Q: Which is more bold, steinbarbuk or desslikus? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair2,LESS,P,pair2,steinbarbuk,desslikus,steinbarbuk,desslikus,189387,11328,novel_word,"Definitions:
- steinbarbuk: something that is bold and complex
- desslikus is less/smaller than steinbarbuk in all respects

Q: Which is more bold, steinbarbuk or desslikus? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair2,MORE,Q,pair2,steinbarbuk,desslikus,desslikus,steinbarbuk,11328,189387,novel_word,"Definitions:
- steinbarbuk: something that is bold and complex
- desslikus is more/greater than steinbarbuk in all respects

Q: Which is more complex, steinbarbuk or desslikus? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair2,LESS,Q,pair2,steinbarbuk,desslikus,steinbarbuk,desslikus,189387,11328,novel_word,"Definitions:
- steinbarbuk: something that is bold and complex
- desslikus is less/smaller than steinbarbuk in all respects

Q: Which is more complex, steinbarbuk or desslikus? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair3,SAME,P,pair3,trolmairkre,survinplai,bold,cautious,16627,50799,attribute_word,"Definitions:
- trolmairkre: something that is bold and complex
- survinplai is the same as trolmairkre

Q: Is survinplai bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair3,OPP,P,pair3,trolmairkre,survinplai,cautious,bold,50799,16627,attribute_word,"Definitions:
- trolmairkre: something that is bold and complex
- survinplai is the opposite of trolmairkre

Q: Is survinplai bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair3,SAME,Q,pair3,trolmairkre,survinplai,complex,simple,3996,3606,attribute_word,"Definitions:
- trolmairkre: something that is bold and complex
- survinplai is the same as trolmairkre

Q: Is survinplai complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair3,OPP,Q,pair3,trolmairkre,survinplai,simple,complex,3606,3996,attribute_word,"Definitions:
- trolmairkre: something that is bold and complex
- survinplai is the opposite of trolmairkre

Q: Is survinplai complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair3,MORE,P,pair3,trolmairkre,survinplai,survinplai,trolmairkre,6798,66049,novel_word,"Definitions:
- trolmairkre: something that is bold and complex
- survinplai is more/greater than trolmairkre in all respects

Q: Which is more bold, trolmairkre or survinplai? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair3,LESS,P,pair3,trolmairkre,survinplai,trolmairkre,survinplai,66049,6798,novel_word,"Definitions:
- trolmairkre: something that is bold and complex
- survinplai is less/smaller than trolmairkre in all respects

Q: Which is more bold, trolmairkre or survinplai? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair3,MORE,Q,pair3,trolmairkre,survinplai,survinplai,trolmairkre,6798,66049,novel_word,"Definitions:
- trolmairkre: something that is bold and complex
- survinplai is more/greater than trolmairkre in all respects

Q: Which is more complex, trolmairkre or survinplai? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair3,LESS,Q,pair3,trolmairkre,survinplai,trolmairkre,survinplai,66049,6798,novel_word,"Definitions:
- trolmairkre: something that is bold and complex
- survinplai is less/smaller than trolmairkre in all respects

Q: Which is more complex, trolmairkre or survinplai? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair4,SAME,P,pair4,woubesdeir,dunmivouk,bold,cautious,16627,50799,attribute_word,"Definitions:
- woubesdeir: something that is bold and complex
- dunmivouk is the same as woubesdeir

Q: Is dunmivouk bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair4,OPP,P,pair4,woubesdeir,dunmivouk,cautious,bold,50799,16627,attribute_word,"Definitions:
- woubesdeir: something that is bold and complex
- dunmivouk is the opposite of woubesdeir

Q: Is dunmivouk bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair4,SAME,Q,pair4,woubesdeir,dunmivouk,complex,simple,3996,3606,attribute_word,"Definitions:
- woubesdeir: something that is bold and complex
- dunmivouk is the same as woubesdeir

Q: Is dunmivouk complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair4,OPP,Q,pair4,woubesdeir,dunmivouk,simple,complex,3606,3996,attribute_word,"Definitions:
- woubesdeir: something that is bold and complex
- dunmivouk is the opposite of woubesdeir

Q: Is dunmivouk complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair4,MORE,P,pair4,woubesdeir,dunmivouk,dunmivouk,woubesdeir,33017,227558,novel_word,"Definitions:
- woubesdeir: something that is bold and complex
- dunmivouk is more/greater than woubesdeir in all respects

Q: Which is more bold, woubesdeir or dunmivouk? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair4,LESS,P,pair4,woubesdeir,dunmivouk,woubesdeir,dunmivouk,227558,33017,novel_word,"Definitions:
- woubesdeir: something that is bold and complex
- dunmivouk is less/smaller than woubesdeir in all respects

Q: Which is more bold, woubesdeir or dunmivouk? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair4,MORE,Q,pair4,woubesdeir,dunmivouk,dunmivouk,woubesdeir,33017,227558,novel_word,"Definitions:
- woubesdeir: something that is bold and complex
- dunmivouk is more/greater than woubesdeir in all respects

Q: Which is more complex, woubesdeir or dunmivouk? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair4,LESS,Q,pair4,woubesdeir,dunmivouk,woubesdeir,dunmivouk,227558,33017,novel_word,"Definitions:
- woubesdeir: something that is bold and complex
- dunmivouk is less/smaller than woubesdeir in all respects

Q: Which is more complex, woubesdeir or dunmivouk? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair5,SAME,P,pair5,moundouprok,rouboureim,bold,cautious,16627,50799,attribute_word,"Definitions:
- moundouprok: something that is bold and complex
- rouboureim is the same as moundouprok

Q: Is rouboureim bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair5,OPP,P,pair5,moundouprok,rouboureim,cautious,bold,50799,16627,attribute_word,"Definitions:
- moundouprok: something that is bold and complex
- rouboureim is the opposite of moundouprok

Q: Is rouboureim bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair5,SAME,Q,pair5,moundouprok,rouboureim,complex,simple,3996,3606,attribute_word,"Definitions:
- moundouprok: something that is bold and complex
- rouboureim is the same as moundouprok

Q: Is rouboureim complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair5,OPP,Q,pair5,moundouprok,rouboureim,simple,complex,3606,3996,attribute_word,"Definitions:
- moundouprok: something that is bold and complex
- rouboureim is the opposite of moundouprok

Q: Is rouboureim complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair5,MORE,P,pair5,moundouprok,rouboureim,rouboureim,moundouprok,14393,85618,novel_word,"Definitions:
- moundouprok: something that is bold and complex
- rouboureim is more/greater than moundouprok in all respects

Q: Which is more bold, moundouprok or rouboureim? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair5,LESS,P,pair5,moundouprok,rouboureim,moundouprok,rouboureim,85618,14393,novel_word,"Definitions:
- moundouprok: something that is bold and complex
- rouboureim is less/smaller than moundouprok in all respects

Q: Which is more bold, moundouprok or rouboureim? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair5,MORE,Q,pair5,moundouprok,rouboureim,rouboureim,moundouprok,14393,85618,novel_word,"Definitions:
- moundouprok: something that is bold and complex
- rouboureim is more/greater than moundouprok in all respects

Q: Which is more complex, moundouprok or rouboureim? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair5,LESS,Q,pair5,moundouprok,rouboureim,moundouprok,rouboureim,85618,14393,novel_word,"Definitions:
- moundouprok: something that is bold and complex
- rouboureim is less/smaller than moundouprok in all respects

Q: Which is more complex, moundouprok or rouboureim? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair6,SAME,P,pair6,vortasbreit,grenanprir,bold,cautious,16627,50799,attribute_word,"Definitions:
- vortasbreit: something that is bold and complex
- grenanprir is the same as vortasbreit

Q: Is grenanprir bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair6,OPP,P,pair6,vortasbreit,grenanprir,cautious,bold,50799,16627,attribute_word,"Definitions:
- vortasbreit: something that is bold and complex
- grenanprir is the opposite of vortasbreit

Q: Is grenanprir bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair6,SAME,Q,pair6,vortasbreit,grenanprir,complex,simple,3996,3606,attribute_word,"Definitions:
- vortasbreit: something that is bold and complex
- grenanprir is the same as vortasbreit

Q: Is grenanprir complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair6,OPP,Q,pair6,vortasbreit,grenanprir,simple,complex,3606,3996,attribute_word,"Definitions:
- vortasbreit: something that is bold and complex
- grenanprir is the opposite of vortasbreit

Q: Is grenanprir complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair6,MORE,P,pair6,vortasbreit,grenanprir,grenanprir,vortasbreit,47565,27149,novel_word,"Definitions:
- vortasbreit: something that is bold and complex
- grenanprir is more/greater than vortasbreit in all respects

Q: Which is more bold, vortasbreit or grenanprir? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair6,LESS,P,pair6,vortasbreit,grenanprir,vortasbreit,grenanprir,27149,47565,novel_word,"Definitions:
- vortasbreit: something that is bold and complex
- grenanprir is less/smaller than vortasbreit in all respects

Q: Which is more bold, vortasbreit or grenanprir? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair6,MORE,Q,pair6,vortasbreit,grenanprir,grenanprir,vortasbreit,47565,27149,novel_word,"Definitions:
- vortasbreit: something that is bold and complex
- grenanprir is more/greater than vortasbreit in all respects

Q: Which is more complex, vortasbreit or grenanprir? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair6,LESS,Q,pair6,vortasbreit,grenanprir,vortasbreit,grenanprir,27149,47565,novel_word,"Definitions:
- vortasbreit: something that is bold and complex
- grenanprir is less/smaller than vortasbreit in all respects

Q: Which is more complex, vortasbreit or grenanprir? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair7,SAME,P,pair7,kasosspem,duspoungon,bold,cautious,16627,50799,attribute_word,"Definitions:
- kasosspem: something that is bold and complex
- duspoungon is the same as kasosspem

Q: Is duspoungon bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair7,OPP,P,pair7,kasosspem,duspoungon,cautious,bold,50799,16627,attribute_word,"Definitions:
- kasosspem: something that is bold and complex
- duspoungon is the opposite of kasosspem

Q: Is duspoungon bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair7,SAME,Q,pair7,kasosspem,duspoungon,complex,simple,3996,3606,attribute_word,"Definitions:
- kasosspem: something that is bold and complex
- duspoungon is the same as kasosspem

Q: Is duspoungon complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair7,OPP,Q,pair7,kasosspem,duspoungon,simple,complex,3606,3996,attribute_word,"Definitions:
- kasosspem: something that is bold and complex
- duspoungon is the opposite of kasosspem

Q: Is duspoungon complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair7,MORE,P,pair7,kasosspem,duspoungon,duspoungon,kasosspem,33607,14749,novel_word,"Definitions:
- kasosspem: something that is bold and complex
- duspoungon is more/greater than kasosspem in all respects

Q: Which is more bold, kasosspem or duspoungon? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair7,LESS,P,pair7,kasosspem,duspoungon,kasosspem,duspoungon,14749,33607,novel_word,"Definitions:
- kasosspem: something that is bold and complex
- duspoungon is less/smaller than kasosspem in all respects

Q: Which is more bold, kasosspem or duspoungon? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair7,MORE,Q,pair7,kasosspem,duspoungon,duspoungon,kasosspem,33607,14749,novel_word,"Definitions:
- kasosspem: something that is bold and complex
- duspoungon is more/greater than kasosspem in all respects

Q: Which is more complex, kasosspem or duspoungon? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair7,LESS,Q,pair7,kasosspem,duspoungon,kasosspem,duspoungon,14749,33607,novel_word,"Definitions:
- kasosspem: something that is bold and complex
- duspoungon is less/smaller than kasosspem in all respects

Q: Which is more complex, kasosspem or duspoungon? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair8,SAME,P,pair8,nirsloulmas,sarleiltak,bold,cautious,16627,50799,attribute_word,"Definitions:
- nirsloulmas: something that is bold and complex
- sarleiltak is the same as nirsloulmas

Q: Is sarleiltak bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair8,OPP,P,pair8,nirsloulmas,sarleiltak,cautious,bold,50799,16627,attribute_word,"Definitions:
- nirsloulmas: something that is bold and complex
- sarleiltak is the opposite of nirsloulmas

Q: Is sarleiltak bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair8,SAME,Q,pair8,nirsloulmas,sarleiltak,complex,simple,3996,3606,attribute_word,"Definitions:
- nirsloulmas: something that is bold and complex
- sarleiltak is the same as nirsloulmas

Q: Is sarleiltak complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair8,OPP,Q,pair8,nirsloulmas,sarleiltak,simple,complex,3606,3996,attribute_word,"Definitions:
- nirsloulmas: something that is bold and complex
- sarleiltak is the opposite of nirsloulmas

Q: Is sarleiltak complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair8,MORE,P,pair8,nirsloulmas,sarleiltak,sarleiltak,nirsloulmas,15949,51515,novel_word,"Definitions:
- nirsloulmas: something that is bold and complex
- sarleiltak is more/greater than nirsloulmas in all respects

Q: Which is more bold, nirsloulmas or sarleiltak? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair8,LESS,P,pair8,nirsloulmas,sarleiltak,nirsloulmas,sarleiltak,51515,15949,novel_word,"Definitions:
- nirsloulmas: something that is bold and complex
- sarleiltak is less/smaller than nirsloulmas in all respects

Q: Which is more bold, nirsloulmas or sarleiltak? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair8,MORE,Q,pair8,nirsloulmas,sarleiltak,sarleiltak,nirsloulmas,15949,51515,novel_word,"Definitions:
- nirsloulmas: something that is bold and complex
- sarleiltak is more/greater than nirsloulmas in all respects

Q: Which is more complex, nirsloulmas or sarleiltak? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair8,LESS,Q,pair8,nirsloulmas,sarleiltak,nirsloulmas,sarleiltak,51515,15949,novel_word,"Definitions:
- nirsloulmas: something that is bold and complex
- sarleiltak is less/smaller than nirsloulmas in all respects

Q: Which is more complex, nirsloulmas or sarleiltak? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair9,SAME,P,pair9,pairneisguk,lenpurkros,bold,cautious,16627,50799,attribute_word,"Definitions:
- pairneisguk: something that is bold and complex
- lenpurkros is the same as pairneisguk

Q: Is lenpurkros bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair9,OPP,P,pair9,pairneisguk,lenpurkros,cautious,bold,50799,16627,attribute_word,"Definitions:
- pairneisguk: something that is bold and complex
- lenpurkros is the opposite of pairneisguk

Q: Is lenpurkros bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair9,SAME,Q,pair9,pairneisguk,lenpurkros,complex,simple,3996,3606,attribute_word,"Definitions:
- pairneisguk: something that is bold and complex
- lenpurkros is the same as pairneisguk

Q: Is lenpurkros complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair9,OPP,Q,pair9,pairneisguk,lenpurkros,simple,complex,3606,3996,attribute_word,"Definitions:
- pairneisguk: something that is bold and complex
- lenpurkros is the opposite of pairneisguk

Q: Is lenpurkros complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair9,MORE,P,pair9,pairneisguk,lenpurkros,lenpurkros,pairneisguk,5980,6727,novel_word,"Definitions:
- pairneisguk: something that is bold and complex
- lenpurkros is more/greater than pairneisguk in all respects

Q: Which is more bold, pairneisguk or lenpurkros? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair9,LESS,P,pair9,pairneisguk,lenpurkros,pairneisguk,lenpurkros,6727,5980,novel_word,"Definitions:
- pairneisguk: something that is bold and complex
- lenpurkros is less/smaller than pairneisguk in all respects

Q: Which is more bold, pairneisguk or lenpurkros? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair9,MORE,Q,pair9,pairneisguk,lenpurkros,lenpurkros,pairneisguk,5980,6727,novel_word,"Definitions:
- pairneisguk: something that is bold and complex
- lenpurkros is more/greater than pairneisguk in all respects

Q: Which is more complex, pairneisguk or lenpurkros? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair9,LESS,Q,pair9,pairneisguk,lenpurkros,pairneisguk,lenpurkros,6727,5980,novel_word,"Definitions:
- pairneisguk: something that is bold and complex
- lenpurkros is less/smaller than pairneisguk in all respects

Q: Which is more complex, pairneisguk or lenpurkros? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair10,SAME,P,pair10,turbulgot,fonprurut,bold,cautious,16627,50799,attribute_word,"Definitions:
- turbulgot: something that is bold and complex
- fonprurut is the same as turbulgot

Q: Is fonprurut bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair10,OPP,P,pair10,turbulgot,fonprurut,cautious,bold,50799,16627,attribute_word,"Definitions:
- turbulgot: something that is bold and complex
- fonprurut is the opposite of turbulgot

Q: Is fonprurut bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair10,SAME,Q,pair10,turbulgot,fonprurut,complex,simple,3996,3606,attribute_word,"Definitions:
- turbulgot: something that is bold and complex
- fonprurut is the same as turbulgot

Q: Is fonprurut complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair10,OPP,Q,pair10,turbulgot,fonprurut,simple,complex,3606,3996,attribute_word,"Definitions:
- turbulgot: something that is bold and complex
- fonprurut is the opposite of turbulgot

Q: Is fonprurut complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair10,MORE,P,pair10,turbulgot,fonprurut,fonprurut,turbulgot,12482,12843,novel_word,"Definitions:
- turbulgot: something that is bold and complex
- fonprurut is more/greater than turbulgot in all respects

Q: Which is more bold, turbulgot or fonprurut? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair10,LESS,P,pair10,turbulgot,fonprurut,turbulgot,fonprurut,12843,12482,novel_word,"Definitions:
- turbulgot: something that is bold and complex
- fonprurut is less/smaller than turbulgot in all respects

Q: Which is more bold, turbulgot or fonprurut? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair10,MORE,Q,pair10,turbulgot,fonprurut,fonprurut,turbulgot,12482,12843,novel_word,"Definitions:
- turbulgot: something that is bold and complex
- fonprurut is more/greater than turbulgot in all respects

Q: Which is more complex, turbulgot or fonprurut? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair10,LESS,Q,pair10,turbulgot,fonprurut,turbulgot,fonprurut,12843,12482,novel_word,"Definitions:
- turbulgot: something that is bold and complex
- fonprurut is less/smaller than turbulgot in all respects

Q: Which is more complex, turbulgot or fonprurut? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair11,SAME,P,pair11,brelbarstil,dalprorkis,bold,cautious,16627,50799,attribute_word,"Definitions:
- brelbarstil: something that is bold and complex
- dalprorkis is the same as brelbarstil

Q: Is dalprorkis bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair11,OPP,P,pair11,brelbarstil,dalprorkis,cautious,bold,50799,16627,attribute_word,"Definitions:
- brelbarstil: something that is bold and complex
- dalprorkis is the opposite of brelbarstil

Q: Is dalprorkis bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair11,SAME,Q,pair11,brelbarstil,dalprorkis,complex,simple,3996,3606,attribute_word,"Definitions:
- brelbarstil: something that is bold and complex
- dalprorkis is the same as brelbarstil

Q: Is dalprorkis complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair11,OPP,Q,pair11,brelbarstil,dalprorkis,simple,complex,3606,3996,attribute_word,"Definitions:
- brelbarstil: something that is bold and complex
- dalprorkis is the opposite of brelbarstil

Q: Is dalprorkis complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair11,MORE,P,pair11,brelbarstil,dalprorkis,dalprorkis,brelbarstil,11397,1802,novel_word,"Definitions:
- brelbarstil: something that is bold and complex
- dalprorkis is more/greater than brelbarstil in all respects

Q: Which is more bold, brelbarstil or dalprorkis? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair11,LESS,P,pair11,brelbarstil,dalprorkis,brelbarstil,dalprorkis,1802,11397,novel_word,"Definitions:
- brelbarstil: something that is bold and complex
- dalprorkis is less/smaller than brelbarstil in all respects

Q: Which is more bold, brelbarstil or dalprorkis? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair11,MORE,Q,pair11,brelbarstil,dalprorkis,dalprorkis,brelbarstil,11397,1802,novel_word,"Definitions:
- brelbarstil: something that is bold and complex
- dalprorkis is more/greater than brelbarstil in all respects

Q: Which is more complex, brelbarstil or dalprorkis? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair11,LESS,Q,pair11,brelbarstil,dalprorkis,brelbarstil,dalprorkis,1802,11397,novel_word,"Definitions:
- brelbarstil: something that is bold and complex
- dalprorkis is less/smaller than brelbarstil in all respects

Q: Which is more complex, brelbarstil or dalprorkis? (Answer EXACTLY ONE WORD)
A:"
