pair_id,word_a,word_b,first_subtoken_id_a,first_subtoken_id_b,first_subtoken_text_a,first_subtoken_text_b,token_count_a,token_count_b,logit_gap_A_colon
pair66,sperfoulpri,gusbraisla,46403,116892,sper,gus,4,4,0.13671875
pair67,sosprarlos,plasnislein,27420,10153,sos,plas,3,3,0.1875
pair68,tronstolvul,bistrailva,76446,50560,tron,bist,3,3,0.17578125
pair69,grisdilgro,flaifurik,52006,110109,gris,fla,3,3,0.48046875
pair70,malpronfoum,brelrusten,4405,1802,mal,bre,4,4,0.015625
pair71,zerpleinne,fosnaisfeit,37847,31642,zer,fos,3,3,0.005859375
pair72,sleirgistim,masturspaim,20136,36810,sle,mast,4,4,0.4140625
pair73,fanlouspai,steilpoflit,8340,2837,fan,ste,4,4,0.390625
pair74,troskispou,spokroustik,219177,138058,tros,spok,4,4,0.265625
pair75,dollousnoul,pulprurdoum,6600,5372,doll,pul,4,4,0.494140625
pair76,bistrourgu,dailgredan,50560,172839,bist,dail,4,4,0.078125
pair77,duskrouswil,wurstalfaik,85083,9540,dusk,wur,4,4,0.4609375
pair78,kaiplaistum,pruvolzoun,62757,83085,kai,pru,4,4,0.04296875
pair79,wisbander,milvensoul,16765,4743,wis,mil,3,3,0.2578125
pair80,foulkrarmok,prolvunras,48690,18610,foul,prol,4,4,0.0625
pair81,lalzurkrei,belzeilsoum,97703,1578,lal,bel,4,4,0.3125
pair82,palmisvur,romilvir,21573,8067,palm,rom,3,3,0.0625
pair83,sleirfussak,prilkreizor,20136,103500,sle,pril,4,4,0.21142578125
pair84,runbouprei,nounzibrous,1845,34410,run,noun,4,4,0.4375
pair85,pralbruszok,slurplurpre,214549,185148,pral,slur,4,4,0.34375
pair86,sapolpouk,ninspirgein,23588,17314,sap,nin,4,4,0.42724609375
pair87,lerpreiprik,fisturfeis,48216,44082,ler,fist,4,4,0.09375
pair88,destoulplo,plenproslo,3427,100369,dest,plen,3,3,0.34765625
pair89,selporram,palnesslei,6025,4857,sel,pal,3,3,0.2265625
pair90,wordirpail,gasramet,3658,4314,word,gas,3,3,0.4375
pair91,siskerge,kunbrunzil,31165,11993,sis,kun,3,3,0.08203125
pair92,pingourbo,gigounplet,38188,19714,ping,gig,3,3,0.376953125
pair93,treinzirvet,steprouslou,2547,2918,tre,step,4,4,0.171875
pair94,plesbouszor,zasrasvail,232024,53435,ples,zas,4,4,0.23046875
pair95,gisgurtreim,fleidaprak,204774,11737,gis,fle,4,4,0.34619140625
pair96,beskrograr,rikrerprol,107966,182943,besk,rik,4,4,0.37890625
pair97,nelmulgor,tilgistir,9781,7258,nel,til,3,3,0.0234375
pair98,worstaispek,beltalrou,14588,17393,worst,belt,3,3,0.0
pair99,speizissaim,korwaissal,1047,13583,spe,kor,4,4,0.484375
